1694520535# #鞠婧祎
1701084506# #魏大勋范丞丞互cue角色名，全程爆梗不断☞范丞丞魏大勋&nbsp;☞现在就出发&nbsp;☞都是娱乐家&nbsp;亿点曝光计划
1702630601# #听到土味情话的反应，张若昀本色出演了😂★鸣龙少年★张若昀亿点曝光计划
1699398035# #懂瓜呱曾爆料说：戚薇穿热辣背心短裤拍广告！生完二胎跟李承铉钱没少赚&nbsp;☞戚薇&nbsp;☞娱记今天爆了啥&nbsp;
1697320281# #永爱群像永爱院人★院人★南波万的聚会★群像★友谊
1697812461# #★陈卓璇现场情绪三连拍，陈姐是怎么做到每一个情绪做出来都这么可爱的啊！★陈卓璇情绪三连拍
1695786094# #张继科勇闯恋综！有被油到！！☞娱你相约&nbsp;
1695083249# #☞赵露思启程时装周戴上墨镜甜妹一秒变身酷姐
1698679434# #☞明星小时候有多可爱☞张艺兴☞欧阳娜娜关晓彤这孩子果然打小就聪明，哈哈哈，太可爱了☞搞笑☞娱乐☞演员☞电视剧☞女神☞男神☞明星☞综艺优质博文上热搜开放计划
1698841528# #懂瓜呱曾爆料说：张婧仪跑步粉快来！张婧仪带胡一天跑步笑容好甜&nbsp;☞张婧仪&nbsp;☞胡一天&nbsp;优质博文上热搜开放计划
1702232924# #★张凌赫拿着剪刀给自己做晚餐了是吧！★GQ红毯★发疯★离谱★万万没想到
1701794161# #懂了，课间十分钟就这么睡想法
1695984996# #是我本人了，突然接电话可以列入i人的至暗时刻！☞秦霄贤☞伊能静&nbsp;☞我们恋爱吧
1689903126# #海姆立克急救法的清晰演示，建议转存！&nbsp;
1690046597# #这个女明星是谁知道吗？皮肤真白，个子好高！.明星
1701118885# #看得出彪子真的很害羞了☞侯雯元明星
1696854684# #我承认我被狠狠拿捏各方面★曹恩齐★帅★帅就完事了
1694513056# #金靖：收敛不了一点！☞金靖☞魏大勋
1698226239# #☞我喜欢你☞林雨申“娇花霸总”林雨申读吻戏评论，灵魂发问lsp是什么意思？哥出乎意料的纯情呀😉☞搞笑☞娱乐☞演员☞电视剧☞女神☞男神☞明星☞综艺优质博文上热搜开放计划
1702257477# #★孟子义★秦霄贤★曝秦霄贤孟子义恋爱孟子义曾理想型标准，这么看秦霄贤都挺符合她理想型的
1689189860# #大哥大哥帅！娱你相约娱你安利
1693963487# #☞杨迪&nbsp;再有人和你说颜值就是一切，你就把这个视频拿给他看！
1693788230# #我有点恨你又有点心疼你☞父母
1694841865# #我嘞个豆！我就说上网能学到真东西！北大的数学课！☞数学课☞函数☞北大
1689219809# #马伯骞谈恋爱的是他们，受伤的为什么是我！
1697472691# #她真的很少营销自己的身材啊★唐嫣★娱乐评论大赏
1701999797# #真是一场酣畅淋漓的纠缠啊！！！★龚俊日常
1699847526# #白鹿今天心情不错出门拍戏给粉丝发橘子了☞白鹿
1689056907# #黄子弘凡文韬石凯其他三个人笑是因为知道一切，黄子笑是真的觉得韬韬是大好人哈哈哈哈
1703959355# #网友合唱若梦太走心也太好听了吧！！成毅莲花楼若梦
1699338910# #懂瓜呱曾爆料说：杨坤疑被刀郎影射暗讽？开豪车出门心情不受影响&nbsp;☞杨坤&nbsp;&nbsp;☞娱记今天爆了啥
1695651046# #秦霄贤蔡文静看图猜海边探戈棣棣的题哪有难的，是吧老秦☞秦霄贤☞蔡文静☞王鹤棣
1688882227# #美依礼芽一提到她老公就好害羞啊哈哈哈，小美扭捏羞羞的样子也太可爱太元气了吧乘风破浪的姐姐
1694180923# #佛山果然是南方舞狮文化的代表地区，暴雨天大家都辛苦了！☞娱乐评论大赏☞舞狮&nbsp;&nbsp;
1694030444# #男朋友让我觉得好下头的行为
1699258325# #懂瓜呱曾爆料说：内娱爱豆都喜欢搞bking人设？☞余景天&nbsp;☞爱豆&nbsp;☞娱记今天爆了啥
1699108304# #懂瓜呱曾爆料说：陈星旭拍偶像剧胸肌显眼，章若楠片场抱狗狗又纯又美&nbsp;☞陈星旭&nbsp;☞章若楠&nbsp;☞娱记今天爆了啥&nbsp;优质博文上热搜开放计划
1698443625# #原来这是纯爱我还以为我有病！☞纯爱☞情感☞娱你安利☞搞笑☞娱乐☞演员☞电视剧☞女神☞男神☞明星☞综艺优质博文上热搜开放计划
1699206377# #懂瓜呱曾爆料说：陆毅鲍蕾贝儿一家三口同框！满屏大长腿互动超有爱&nbsp;☞陆毅&nbsp;☞鲍蕾&nbsp;☞贝儿&nbsp;
1700218808# #咱英子姐的精神状态是不是遗传了宁嫔娘娘啊哈哈哈哈☞无所畏惧☞热依扎☞宁嫔叶澜依
1694229236# #啊真的要发疯，现在年轻人的精神状态都是这样吗？&nbsp;☞搞笑&nbsp;☞真实&nbsp;☞精神状态&nbsp;
1702056100# #★谁敢信陈都灵三十了&nbsp;谁敢信陈都灵三十了！！红毯生图美得像小山雀！嘟嘟的红毯一直美的很安心！&nbsp;★陈都灵&nbsp;★娱你相约&nbsp;投票
1701332948# #applemusic年榜来了，看了终于信了☞姜涛是真香港顶流优质博文上热搜开放计划
1697634587# #一个滑铲进姨姨心里了★小朋友★滑跪★感动
1697707968# #这搁谁谁不烦啊？？★卡皮巴拉★卡皮巴拉塌房★精神状态belike★神奇动物在微博cr：鸡丝儿雨
1700618381# #替全宿舍请假汗流浃背了&nbsp;☞大学生&nbsp;&nbsp;☞请假理由大赏&nbsp;&nbsp;☞宿舍&nbsp;
1693663041# #福宝不小心差点伤到爷爷，爷爷有意跟它保持距离这让福宝很懊悔，福宝不是故意的它还想像以前一样跟爷爷一起玩闹☞福宝和爷爷
1700367603# #高敏感不是一种缺陷，而是上天赐的礼物🎁☞敏感的人都特别懂事&nbsp;☞高敏感&nbsp;☞人格测试&nbsp;
1700798337# #是短暂的自己，也是永远的欢乐☞上海万圣夜☞治愈☞娱你安利
1696053798# #大学生是这个世界上最伟大的发明！★杭州亚运会★杭州亚运会志愿者★小青荷★大学生
1696307460# #★孙晨竣的专属起床铃声芒妈和★孙晨竣极限拉扯几个回合得来的起床铃声，速速保存！！
1703495344# #明星细节见人品有人越扒越黑。。浪漫生活的记录者综艺内娱娱乐娱乐综艺好看的综艺节目正在追的综艺明星明星娱乐下饭综艺推荐娱乐圈娱乐圈虞书欣王楚然angelababy
1701747095# #国企领导牵手门事件，涉事女子身份被拔出，未来可能要当网红&nbsp;★国企领导与女子牵手逛街被拍&nbsp;&nbsp;★成都太古里街拍&nbsp;&nbsp;★董小姐&nbsp;想法
1701808293# #★古力娜扎一袭黑色礼服亮相视界大会红毯，黑天鹅的既视感拉满,一出场周围人都在惊呼好美！★娱你安利&nbsp;明星
1694058803# #☞国宝大熊猫&nbsp;让姨姨rua一下，吸一口也行&nbsp;☞熊猫宝宝&nbsp;&nbsp;☞大熊猫有多萌&nbsp;
1687710694# #不得不说，汪苏泷表演的确实是我的生活...李雪琴
1689263025# #一秒钟两个完全相反的想法不愧是你俩&nbsp;&nbsp;金珉奎&nbsp;&nbsp;李硕珉&nbsp;&nbsp;娱你安利&nbsp;
1690553164# #.内向也可能是天赋性格是天生使然而不是所谓的缺点.内向.情感
1700922262# #☞秦岚嗓子不好是有原因的☞秦岚：我这嗓子怎么还没好啊？☞赵昭仪：请看VCR~(素材cr侵删）
1702667051# #家人们！应对造谣者的方法，快快学起来！！★造谣★保护自己★万万没想到亿点曝光计划
1695097075# #☞周二周二你凭什么！！！☞打工人&nbsp;&nbsp;☞明星娱乐创作季&nbsp;
1697259377# #当追星女的孩子写《我的妈妈》作文...★亲子教育★意想不到的结局★万万没想到
1692236793# #你敢相信他们是同父异母的兄妹吗？★花式过五一★巅峰颜值★兄妹日常
1697123850# #俄罗斯免签这么爽的事怎么才知道啊！旅游计划这就做起！★免签★俄罗斯★圣彼得堡★旅游
1697499379# #★范丞丞问孟子义在桃花坞和郭麒麟是假戏真做吗不愧是你范丞丞，贴脸开大★范丞丞★孟子义★综艺
1688927123# #有时候听着听着突然就听懂了都是娱乐家&nbsp;&nbsp;叶舒华&nbsp;宋雨琦&nbsp;
1697177172# #★金世佳回应林逸人设是刺儿头直言“不知道什么是讨喜的人？”在采访中芒妈真的感受到了★金世佳对于角色的满满用心~★电视剧问心狠狠追了！
1695222432# #&nbsp;☞刘宇宁的腿好像单独开了特效&nbsp;天呐~这腿也太长了吧！！！&nbsp;☞街拍时尚&nbsp;&nbsp;☞刘宇宁&nbsp;
1702354254# #★楼丝这歌你们可真会选Dream一个舞台！★时代少年团★时代少年团演唱会确认三首歌
1688189117# #今晚白玉兰奖女星们的红毯状态真是太好了，你觉得谁更胜一筹呢？白玉兰红毯白玉兰奖女星红毯生图
1696125228# #鸡对了一晚上的帐★每日一笑★吆喝叫卖★整活
1700607854# #上天不会让相爱的人错过，是谁在屏幕前一直姨母笑我不说，我磕的cp一定要给我幸福下去！！！☞我承认我羡慕了☞志扬越心
1702174895# #来个人把他俩抓走，怎么什么都往外说～★郑恺★黄新淳★搞笑★奔跑吧生态篇★黄新淳把爱豆DNA刻进了骨子里娱乐
1688085025# #漂亮的战斗杨超越睡觉时脑袋里还在回响“这个世界崩塌了都与你无关”
1690274831# #.盗墓笔记.搞笑一听姓氏就感觉阵容很强大
1696501734# #★洁柔的感谢信，它不但给你优惠带你玩，还终身给你提供工作机会耶，隔壁的那个★花西子你要不要学学如何★公关★洁柔10元6箱
1701262701# #☞辛芷蕾脑子和嘴不同步辛芷蕾的哀伤和我的哀伤好像不一样！综艺
1702275597# #NPC：终于有人为我们申诉了！！&nbsp;★jy&nbsp;&nbsp;★黄子弘凡&nbsp;&nbsp;★密室抓NPC&nbsp;优质博文上热搜开放计划
1699780869# #☞谁教张译这么擦眼泪的在现场差点笑拥了！咱译叔哄人是有一套的哈哈哈哈！☞张译&nbsp;☞电影无价之宝
1697479876# #有被一只猫帅到！★猫咪★专治不开心
1697271553# #大爷哭的好伤心啊～他要找的是你闺蜜吗？😭★娱乐评论大赏
1702661951# #张桂梅校长真的很伟大，她给了许多山区女孩子第二次人生的机会★张桂梅★我本是高山★海清明星
1689769089# #这是什么理解能力啊我是一个字也没听出来&nbsp;&nbsp;.徐明浩&nbsp;&nbsp;.娱你安利&nbsp;&nbsp;.seventeen&nbsp;
1701301085# #好一个画饼充鸡☞ikun☞玩梗☞鸡你太美娱乐
1696052667# #★Lisa★Lisa疯马秀★lisa疯马秀表演★效仿★明星效应连国内都已经有效仿的了，这很难评
1695092466# #☞听说很好吃第3季☞钟辰乐从小到大都好可爱哇！☞杨迪☞张含韵☞杨颖☞综艺
1695278020# #高端的通讯往往只需要简单的一吼☞马嘉祺☞丁程鑫☞综艺
1693287270# #☞大熊猫小奇迹大名竟然叫子归，这亲戚也太多了，将来去哪里讨媳妇呦☞小奇迹☞大熊猫和花
1689675594# #海豹：我的小鱼呢？我问你我的小鱼呢？？？
1688342949# #河南胡辣汤大学有哪些河南学子报考了胡辣汤大学，让我看看河南高考
1695243887# #男孩被吊起来出事了☞民间故事☞影视解说
1701332544# #☞海清牵着素人小演员参加电影频道观影团活动，满满的爱！☞我本是高山娱乐
1700824414# #小丁嘴都噘起来了，竟然被哥哥耍了哈哈哈☞丁程鑫☞这就是街舞6丁程鑫☞娱你安利
1692626014# #心被你偷走了🥺★大熊猫和花
1702822103# #已经不敢想象正片会有多开心了★五哈4★陈赫★鹿晗★娱乐
1701633247# #大城市就是就是好啊，连酒店都有站票了★大空房★搞笑明星
1698579338# #没有人会一直被背刺，除非你是19级大学生☞娱乐评论大赏☞大学生☞00后☞搞笑☞娱乐☞演员☞电视剧☞女神☞男神☞明星☞综艺优质博文上热搜开放计划
1700682202# #☞王星越给☞张凌赫取名哞哞go，他怎么想出来的哈哈哈哈哈哈☞宁安如梦
1692363881# #金宵一鸣惊熊，个子小够不到苹果，绝技来弥补！★国宝大熊猫
1701871005# #★秦海璐秦岚辛芷蕾看不懂导航笑鼠，三个人凑不出一个会看导航的···投票
1688428582# #懂瓜呱爆料说：欢迎收看我们柳玉茹的逆袭之路！！长风渡宋轶白敬亭
1693387373# #☞国宝大熊猫☞大熊猫和花和叶
1692244711# #萌兰被姥爷打成落汤熊，姥爷不讲武德，真是太欺负熊了！&nbsp;★大熊猫萌兰&nbsp;&nbsp;★大熊猫&nbsp;&nbsp;★动物&nbsp;
1699127952# #懂瓜呱曾爆料说：钟楚曦跟粉丝聊天美貌出众！难怪张云龙侯雯元都超爱&nbsp;☞钟楚曦&nbsp;☞娱记今天爆了啥
1699123039# #懂瓜呱曾爆料说：杨紫手握多部爆剧，为啥一直拿不到顶级资源？☞杨紫&nbsp;☞娱记今天爆了啥
1700612462# #中国人钱那么好赚吗？他来中国行这么多次，就没见他笑过☞艾弗森☞NBA球星☞娱你安利
1688740034# #现在看姚译添对郑恺的嘱托忽然就明白了是什么意思，看得出来姚PD是真的怕郑恺出事！娱乐评论大赏
1701267771# #百变甜妹泷的神仙演唱会~&nbsp;☞汪苏泷&nbsp;&nbsp;☞汪苏泷演唱会&nbsp;微博vc计划
1695846379# #余华老师的一本正版书籍，没有一个花西子的眉笔贵☞潦草小狗&nbsp;☞余华&nbsp;
1702625512# #苏醒这种好朋友我交定了！★苏醒不介意朋友借钱不还★苏醒★超机智青年大会明星
1703245224# #山东不愧是考公大省！山东高情商
1703503976# #张含韵飙方言怼唐艺昕。。综艺内娱娱乐娱乐综艺好看的综艺节目正在追的综艺明星明星娱乐下饭综艺推荐娱乐圈
1694509669# #好好的一个帅哥，天生有点搞笑天赋☞于适
1698115806# #尽管市面上五花八门的月饼层出不穷，但五仁月饼的地位是无可撼动的，它带给我们家的感觉，只要你回头，五仁月饼永远都在~优质博文上热搜开放计划
1699115798# #懂瓜呱曾爆料说：真夫妻就是甜！韩庚卢靖姗吃饭狂洒狗粮&nbsp;☞韩庚&nbsp;☞卢靖姗&nbsp;
1701874046# #疯狂动物城沉浸式体验老板请个假，有事先去上海一趟！★疯狂动物城★上海迪士尼★进地铁就已经到疯狂动物城了★上海迪士尼疯狂动物城还原度日常
1698227219# #所以，你眼里的这个甜甜圈是什么颜色呢？☞狗狗☞搞笑☞网友神评☞搞笑☞娱乐☞演员☞电视剧☞女神☞男神☞明星☞综艺优质博文上热搜开放计划
1703222387# #★沈月新剧目标是攻略林一拉郎榜榜首的cp终于一起搭档了★林一★沈月★失笑
1700932666# #☞聊天记录☞非常6没有人可以拒绝聊天记录，哪怕是广告
1687785111# #追剧人必备知识你get到了吗？
1694205068# #☞奔跑吧第3季☞郑恺☞宋雨琦1v1撕名牌被“侮辱”身高☞奔跑吧
1690863968# #.杨洋今日活动现场，大家觉得状态怎么样.娱乐评论大赏
1702650912# #★永劫手游成都试玩会现场没人能拒绝永劫手游试玩会啊！现场真的太火爆了！给视频加buff
1694441044# #☞李佳琦就直播间言论道歉后，又曝出花西子每月在直播平台上投入高达2000万，我们打工人才是最难的吧
1688933193# #苏醒真的不是来搞笑的吗？？？tmea音乐盛典苏醒搞笑
1701274904# #女娃们吸氦气唱歌，宋雨琦怎么像喝多了一样1综艺
1695156223# #王传君：只有王鹤棣一个人开心的世界达成了！☞五十公里桃花坞&nbsp;☞都是娱乐家&nbsp;
1693035694# #小时候的花花直接扑倒发箍奶爸，真的太可爱了★花式玩重庆★花式玩四川★大熊猫和花
1694811932# #什么叫天生反骨☞逆反心理☞天生反骨
