1693965133# #张艺谋这标题党写的真吓人，太无语了允悲
1688861455# #1882年，刚果，一名遭受比利时殖民者惩罚的妇女。镜头前的她，双手被镣铐锁住，脖子被绳索捆绑在木桩上，而她的大腿上，被人用一支长箭残忍的穿了过去。。。这是一张十九世纪九十年代的照片，照片中的女人是一名黑人奴隶，她仅仅是因为没有完成农场主给她定下的目标，就遭到了如此残酷的对待。。。照片中，
1699748934# #四人帮在公审前的表演，江青花样最多。。1980年11月5日最高人民检察院特别检察厅对林彪、江青反革命集团10名主犯向最高人民法院特别法庭提起公诉后，原来由公安部拘押的江青、张春桥等10名被告人，即于当日移交法警看管。现在听听他们当时的反映，倒是蛮有意思呃。。。江青自言自语地说：打官司呀，我没钱
1700522944# #孙光瑞：我侦讯了“张刘案”。。1951年，开始了一场名为“三反五反”的政治运动。11月21日，在当时的省会保定，召开了河北省第三次党代会。。。会上，天津专区（当时隶属河北省）行署副专员李克才第一个发言，揭发刘、张两人的贪污腐败行为。当时，刘青山任石家庄市委副书记，张子善任天津地委书记。他们都
1693795118# #武汉一市民服用中药2天后身亡山豆根作为一种传统的中药材，已经被广泛用于治疗多种疾病。但山豆根是有毒中药，如果患者的确服用了过量的山豆根，那么这有可能成为导致其死亡的一个因素。
1689989027# #据美国媒体透露，印度月船3号，火箭和飞船技术都是美国提供的，深空探测平台也是借用NASA的，印度回报美国的是所有数据。。。换句话说美国这笔生意是稳赚不赔：印度出钱，出场地，出人，成功了，美国共享成果；失败了，就让印度自己消化吧。。。目前，月船3号已按预期到达71351公里x233公里的轨道。印度
1701664767# #义乌发布倡议书保持10天以上存粮就是正常宣传，不要过度解读。义乌发布存粮倡议书，传递出国家对粮食安全的高度重视。粮食安全是国家的基石，是国家安全的重要组成部分。
1702638700# #给好孩子点个赞good做一个对社会有用人的人，必须从小做起，这就是国家的未来。
1702009468# #五月天称巴黎演唱会观看人数创纪录阿信在演唱会现场回应了质疑，并表示自己是真唱。但是，仍有一些人对阿信的回应提出质疑，认为他的声音在某些地方不太一致，而相关监管机构也表示会严肃处理这些假唱行为。
1696243089# #韩国速滑队因过早庆祝错失金牌这场比赛也警告运动员们任何时候绝不能松懈，无论在什么情况下，都不能掉以轻心。在赛场上，每一个队员都必须全力以赴，哪怕已经看到胜利的曙光，也会因一瞬间的懈怠，都可能被对手抓住机会实现反超。
1694762277# #我其实就想知道“出于什么目的而上当的”，这是一个智商问题，而作为博士智商肯定不低，推理能力和逻辑思维能力应该很强，他是怎么得出去缅北不会上当受骗的。
1696488729# #工作人员回应迷笛公告被指粗鲁文章里有些用词确实粗鲁。不过，河南作为人口大省，每次有什么事情老是被一些无事生非者放大；网友应该谴责的是那些做了坏事的人，而不是肆意往伤口上撒盐，更不能动不动就地域黑。
1697627487# #近日，以色列前副外长阿亚隆接受采访时称：建议加沙人去埃及沙漠，而且埃及必须得合作，一句“事关人命”把主持人整笑了。这位以色列前副外长多双标啊！拜登抵达以色列
1690968573# #至尊戒万智牌260万美元成交史上最贵的一张卡牌现身，一张牌上海一套三室两厅，万智牌是一个集换式卡牌游戏，最近推出了和指环王的联动系列，其中有一张牌，就是这张至尊戒，全世界只有一张，目前已经有人260万美刀收了。
1687745595# #俄官方首次发布普京在克宫处置危机画面作为一名70岁的大国领导者，普京确实为了国家操碎了心，为了国家太难了！有这样一位领导人是俄罗斯之幸！不屈服、坚韧、敢于争当世界领导者地位。
1698144362# #女子曝15万存款被农行私自改成购买四川女子15万存款被"购买"理财？这是失误，还是故意为之？对于此事，农行回应称：“无权解释”。这样的回答无疑是一种逃避责任的表现。。。银行是作为一个金融机构存在的，却屡屡出现这种未经客户允许就私自把客户的存款买成基金或其他金融产品的情况，事后银行都在
1694830566# #广东惠州一学校76名教师开学前遭解聘日前，有关“开学在即，惠州市惠阳区一所学校突然下发通知要大批解聘教师”的短视频在抖音平台传播，这一事件引起了社会广泛关注。。。本来是合同制，去年底就合同结束不再续约。吵着续约半年到七月份，然后…。。看来合同制老师是没有安全感的，入编又难，难道是老师
1687344566# #100秒回顾川大学生地铁偷拍事件留校察看的处罚不轻，不做评论；留党察看的结论，不能让人信服，这极大极大地拉低了党员的标准。
1698532305# #美国人的共产主义实验。　　。最早描绘共产主义的书，是英国人摩尔写的《乌托邦》，幸福岛上，财产共有，物质极大丰富，各尽所能，各取所需。此后三百年，英国资本家欧文来美国花巨款购地，建设了“新和谐村”。。。不过，摩尔在书中对乌托邦原则有质疑：“在公有制下，人们不可能过着很富足的生活。当人们
1702351681# #为什么年轻人讨厌接电话年轻人更加注重个人空间和隐私，接电话可能会让他们感到被打扰或者不自在，尤其是在需要专注的时候。或许只有等经历过那种被电话支配的恐惧后才会懂，不过你觉得现在这种情绪会影响我们未来的生活吗？
1690337009# #奥地利极限运动员从3.9万米的平流层跳伞，这一位置几乎冲出了臭氧层的界限，创下跳伞最高和下坠速度最快的世界记录。布朗签下NBA历史最大合同
1702382793# #首都工人毛泽东思想宣传队！
1694420703# #博主称单克价高的国货是化妆品刺客国货美妆，到底怎么了？越来越支持国货的消费者，到底在为怎样的产品买单？
1691113189# #官方确认重庆事业单位考试有人作弊大家想想，体制内工作有多大的吸引力啊，不惜挺而走险。既然作弊的被抓了，又是谁提供的？真正该抓的是这些人！重庆事业单位考试作弊考生已移交公安
1694662151# #网易回应员工因抑郁症离世网易将支持离世员工子女教育费这个事件令人感到痛心和惋惜，呼吁社会各界关注员工心理健康问题。希望公司能够加强人文关怀，为员工提供更好的心理健康支持。
1695029505# #国庆北京到深圳动卧涨价超700元铁老大做为央企应该带头在经济恢复的过程当中给社会带来更加正面的良好形象。而不是像酒店行业那样直接调价50-100%，以弥补前三年亏损。
1694911233# #税只是收入的一部分，有税说明有高收入，不自觉是人性不知足，可接连提醒，督促，警示了还不整改，只能说活该了！别拿比她更多的来比较，偷逃税就是该罚。
1694841001# #原来戴黄金的好处这么多又再骗我买黄金了，布衣一枚，温饱足矣！
1702208069# #春秋时期，鲁国人发明了一种灌溉用的汲水罐器，名叫欹（qī）器，也称为歌器。这种器具有一个奇妙的特点，当其中未装水时，罐身略微前倾；当向其中注入一定量的水时，罐身慢慢竖立变正；当向其中注满水时，罐身则一下子倾覆，罐中的水也随之倒出，随后又恢复原状，周而复始。于是，人们利用这个原理，
1699619544# #普通老百姓以后碰到这种法拍“特别规定’载明“拍卖成交后买受人须自行负责清场事宜”的房子还是不要轻易去拍，不然就是自己找骨头啃，浪费时间和精力。
1692247066# #老头乐刮蹭450万法拉利被索赔190元这位法拉利车主的宽容应该给予赞赏，他在处理事故过程中表现出了很高的素质。
1702257580# #老同学，生日快乐！蛋糕
1692503585# #“台独”是历史逆流，是绝路！祖国必须统一，也必然统一！台湾当归！
1691540406# #1957年的“反右风”吹得上海文艺界大文豪们人人心惊胆跳。。。胡风，这个名字熟悉当年历史的人应该绝对不会陌生。当年就是因为他的一封三十万言意见书而在全国范围内掀起了一场文艺大批判运动，此事一共有两千多人被牵连，造成了一起重大的冤假错案。。。当年写了三十万言书的胡风，在讨论文艺问题，提倡多
1700531310# #“打倒胡乔木”反而救了胡乔木。。1967年3月31日凌晨，中央人民广播电台播发了戚本禹撰写的《爱国主义还是卖国主义——评反动影片〈清宫秘史〉》，公开批判胡乔木、陆定一和周扬。北京邮电学院“东方红公社”的七八十个红卫兵闻风而动，当晚来到胡乔木家门前，一边高喊“打倒胡乔木”的口号，一边在墙壁
