1693693199# #我们想念毛主席…鲜花🙏鲜花🙏鲜花
1695002310# #1931年的今天，9月18日，。“九一八”事变爆发，。中华民族开启了，。长达14年的浴血奋战。。昭昭前事，。惕惕后人。。铭记历史，。吾辈自强！。勿忘九一八…。🙏🙏🙏。。勿忘国耻日，。爱我大中华。。万众一条心，。保家卫国志。。作揖作揖作揖作揖
1689026732# #很喜欢的一段话：。“思想不在一个高度，。尊重就好。。三观不在一个层次，。微笑就好。。人与人之间，。最好的相处模式，。尊重是标配，。靠谱是高配，。厚道是顶配！
1694824860# #浅墨入画鸢尾花，花开富贵香风飘。飘落结缘入此道，道法自然笔春秋。🙏阿弥陀佛🙏
1699316571# #看历史…作揖作揖
1700785565# #养生堂…作揖作揖
1688861900# #人物同生那家强，真实写照机器人。时代变迁发展快，女子柔情蜜意中。心音乐作揖微风鲜花
1694123565# #密林深处绿幽灵，万物复苏聚宝盆。雨后彩虹五色土，千变蘑菇莫要采。微风微风微风微风微风
1691362151# #高温预警闷热天，宅在家里莫出门。来个西瓜解暑气，清凉下肚爽歪歪。挤眼挤眼挤眼挤眼挤眼
1692835581# #佛光普照西湖湾，花港观鱼好自在。人间天堂仙境处，和谐共生万象新。🙏阿弥陀佛🙏
1695598428# #人到中年醒时分，回首前尘往事多。奔波劳碌名利场，油灯耗尽全是空。有命挣钱无命花，过来之人聊心得。青春年华好时光，切莫虚度难回头。🙏阿弥陀佛🙏
1693871962# #养生之道…作揖作揖
1688027664# #辛勤付出汗水流，喜获丰收人快乐。火龙果是味甜美，自家庭院风景线。鲜花微风作揖音乐心
1703196315# #走过路过（十）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1697413449# #明月清风几时有，举杯同庆问青天。含情默默露微笑，疑似少女多情怀。作揖作揖作揖作揖作揖
1699479820# #罗娜超话。长寿诗：。起得早，睡得好，七分饱，常跑跑，多笑笑，莫烦恼，心态好，快乐找。吃好喝好天天乐，越活越觉日子好。美丽娜妹早上好！🌹🌹🌹🌹🌹
1703456646# #世态炎凉情冷暖，公正无私前行者。流言蜚语何所惧，身正不怕影子歪。鲜花作揖鲜花作揖鲜花
1689123990# #人到中年，敢和这三种人翻脸，命会越来越好。。原创聆悦励志语录。作家周国平曾说过：。。“人生有三次成长，一是发现自己不再是世界中心的时候，二是发现再怎么努力也无能为力的时候，三是接受自己的平凡并去享受平凡的时候。”。。年轻的时候，在父母的保护下，总有肆意妄为的权利，而到中年后，看透了
1691965535# #罗娜超话。牵挂中，共度高温酷暑；。问候中，倍感阵阵清凉；。祝福中，迎来新的一天；。炎热中，请您多加保重。。美丽的娜妹早上好！。🌹太阳微风咖啡音乐烟花心
1700258376# #曲径通幽向前看，艰难险阻疑无路。小河流水通大海，春暖花开草木深。鲜花微风鲜花微风鲜花
1697925020# #生活小窍门…作揖作揖
1696552103# #养生堂…作揖作揖
1693693691# #一见心如故，笔下字耕耘。风暴如期至，举步追风去。作揖作揖作揖作揖
1687124156# #走过路过（一）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1699747093# #大美在西安.。作揖作揖
1701300551# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1694904442# #罗娜超话。世间的人，充满回忆，。相遇的人，难以忘记，。有缘的人，用心珍惜，。想念的人，健康快乐，。美丽的人，娜妹早安！。鲜花咖啡鲜花咖啡鲜花咖啡
1687383047# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1697756643# #生活小窍门…作揖作揖
1692230225# #喜鹊登枝头，叽叽喳喳叫。老汉对其笑，有是福来到。作揖作揖作揖作揖
1703203748# #年底钟声将临近，每逢佳节倍思亲。漫步京城信天游，落叶归根思故乡。🙏阿弥陀佛🙏
1695162885# #罗娜超话。缘份长如水，情谊重如山。鲜花但愿人长久，挂念在心间。健康平安在，开心每一天！。美丽娜妹早上好！微风心音乐
1687655984# #此次出行人升华，重新审视路何方。世界之大容身处，万物随缘灵之动。心音乐作揖微风鲜花
1699825946# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1702335257# #走过路过（八）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1701908526# #此画只是习作，难上大雅之堂。缺少主题思想，不知如何示好。哈哈允悲哈哈允悲哈哈
1687727838# #罗娜超话。天气炎热要静心，。防暑降温要清心。。每天生活要开心，。我的问候送温馨。。美丽娜妹早上好！。鲜花微风作揖音乐心
1688601901# #饺子就酒家常菜，家家户户平无奇。这也能够写首诗，文人墨客皆奇葩。哈哈哈哈哈哈哈哈哈哈
1698963425# #走过路过（四）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1689467068# #公园如今很不爽，游玩还需提前约。风景如画佛香阁，日出日落皆迷人。鲜花微风作揖音乐心
1699308616# #罗娜超话。好心态是人参果，好朋友是开心果。微博就是连心果，健康就是长寿果，每天送上一篮果，吉祥如意幸福果！美丽娜妹早上好！🌹咖啡音乐微风心
1687481000# #姑娘十八一朵花，风华正茂青春季。活力四射满阳光，轻歌曼舞姐妹情。鲜花心鲜花心鲜花
1691534552# #今天添了新菜，好像素炒荷粉。我在广东吃过，宵夜大家爱点。赞赞赞赞赞
1697927691# #世界太平无望，美帝豺狼祸根。俄乌战事未果，阿以枪炮相见。回头看到祖国，风景这边独好。时刻提高警惕，剑出鞘保家园。
1690151364# #密林深处有神灵，登高望远众山小。此地无银三百两，留下便是醉翁亭。作揖作揖作揖作揖作揖
1701730456# #走过路过（十）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1703626159# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1692230654# #小家碧玉自方圆，老婆孩子热炕头。井然有序过日子，家有贤妻是块宝。鲜花作揖鲜花作揖鲜花
1688079401# #🙏🙏🙏
1698109747# #这个老师真不错，言语不多很成熟。简单生活明事理，心有乾坤字方圆。鲜花微风作揖音乐心
1690156764# #遇见美好心留下，重新审视再辉煌。爱美之心人常情，此时无声胜有声。🙏阿弥陀佛🙏
1686951641# #一夜成名当网红，。红过之后当总统。。统帅三军当司令，。令其幻想当英雄.。。挤眼允悲哈哈允悲挤眼
1690495295# #自然灾害天注定，预防措施要周全。减少出行人自救，储备物资保平安。鲜花作揖鲜花作揖鲜花
1691104653# #养生堂…作揖作揖
1702422973# #走过路过（六）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1703891284# #走过路过（三）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1701644432# #大美古城西安…作揖作揖
1687040276# #书画并相存，各自为政篇。文人墨客笔，写画众万千。作揖作揖作揖作揖
1702602108# #忽有故人心上过，回首山河已是冬。风吹残雪花落去，严寒冰霜鬼唱歌。允悲允悲真冷允悲允悲
1699134360# #生活小窍门…作揖作揖
1690588601# #我心中的英雄，为了胜利向我开炮。多少豪言壮语，时代造就英雄联盟。画家笔做钢枪，保家卫国男儿本色。祖国一声招唤，重振雄风消灭来敌。鲜花作揖鲜花作揖鲜花作揖鲜花
1698973705# #我又受到才女的表扬了，看来今天心情不错，再送你一段话吧……人到了一定年纪就会明白：留得住的，不需用力；留不住的，不需费力；留者要惜，弃者要放。一切随缘，皆是天意……
1698789643# #养生堂…作揖作揖
1701472249# #养生之道…作揖作揖
1697072356# #早也盼，晚也盼。仰望星空天开眼，周而复始出。众生灵，雾看花。满目苍伤愁常在，悲苦无尽头。🙏阿弥陀佛🙏
1699049050# #生活小窍门…作揖作揖
1703196033# #走过路过（四）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1694469106# #帝都北京四九城，。皇城脚下品大餐。。俄式西餐数老莫，。美食佳肴超好味。。鲜花作揖鲜花作揖鲜花
1701381006# #世界之窗（中）。外面世界很精彩，。走过路过别错过。。文化交流路脚下，。五洲四海交朋友。。鲜花微风作揖音乐心
1692315430# #舞文弄墨文化人，挥毫泼墨是大家。山水无价笔耕耘，留下丹青手佘香。鲜花作揖鲜花作揖鲜花
1701466750# #走过路过（二）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1696292115# #金秋时节十月天，花好月圆度双节。海外游子思乡情，根系万千再相逢。🙏阿弥陀佛🙏
1697498324# #养生之道.。作揖作揖
1703032088# #人在江湖中，身不由己多。酒醉金迷处，红尘名利场。允悲允悲允悲允悲
1695680706# #高山流水遇知音，世间万物情难觅。心思细腻柔情水，蜜月旅行看攻略。鲜花作揖鲜花作揖鲜花
1700003523# #走过路过（五）。哈哈哈哈哈哈哈哈哈哈。天上人间缘相遇，。万物丛生草木深。。似是星辉斑斓处，。众生好度皆风景。。🙏阿弥陀佛🙏
1703212510# #野生动物收性难，海阔天空鸟飞翔。自然世界赐予我，人定胜天尽力了。鲜花作揖鲜花作揖鲜花
1701817882# #好文分享…作揖作揖
1701466382# #祝福庆生佳节日，。您们恩情永不忘。。生命源于父母情，。日月星辰爱之深。。快点美酒夜光杯，。乐在其中姐妹花。。鲜花音乐作揖微风心。祝您们生日快乐！。🎂🎁🎊🎈🎉
1699916278# #清晨细语…….。。原来真的有两个人，。相互喜欢相互惦念，。却不能在一起，。不是谁不好，。只是时间不凑巧！。所有不合时宜的出现，。都遗憾的让人心疼，。纵使我有一万个想见你的理由，。却唯独没有一个能见你的身份、。如果你早一点出现就好！。鲜花微风作揖音乐心音乐作揖微风鲜花
1692740028# #荷塘月色逛大学，学校一片读书声。声音响起蛙伴奏，奏乐学子花飘香。心音乐作揖微风鲜花
1699224896# #养生长寿…作揖作揖
1696281319# #罗娜超话。相逢来之不易，情谊倍加珍惜，心中牵挂无限，问候始终如一；。一声问候，祝福无限，人生有缘，山河相连，互相惦念，胜似千言；。美好的祝福送给最在乎的您，平安幸福，富贵吉祥。娜妺早安咖啡咖啡咖啡
1701817964# #养生之道…作揖作揖
1688509055# #晨练有奇侠，。飞身轻如燕。。持之以恒者，。仰目众人夸。。作揖作揖作揖作揖
1693788118# #这里是成都…鲜花鲜花鲜花
1689468050# #人生在世本无常，多愁善感自方圆。前世修得今生事，缘来缘去皆天意。🙏黑线阿弥陀佛🙏
1698359777# #大阳最红，毛主席最亲.。鲜花🙏鲜花
1693989468# #快乐生活一点通，轻松打造画完美。家常便饭百味鲜，平凡无奇方是真。鲜花微风作揖音乐心
1688591657# #罗娜超话。知足的心，快乐一辈子！。感恩的心，幸福一辈子！。善良的心，安康一辈子！。阳光的心，年轻一辈子！。早安吉祥，美丽的娜妹！。🌹💗握手音乐作揖微风心
1699312534# #随着年龄的增长，老态龙钟的脱相。青春无悔的结局，望断天涯的明月。🙏阿弥陀佛🙏
1697502930# #走过路过别错过，到处皆是好素材。只要您去用心看，十月金秋色最浓。鲜花作揖鲜花作揖鲜花
1691190634# #阿弥陀佛🙏🙏🙏
1692658141# #早已不再清纯，社会不再从前。空谈不再管用，物质不再那样。允悲允悲允悲允悲允悲
