1701835427# #清者自清
1702688652# #在联合国，菲律宾突然发难，企图单挑中国，中方代表上演绝地反击。。。南海自古以来就是中国海，再说南海九段线是二战胜国的胜利成果，联合国五常是共同认可的，九段线以内的岛礁是中国的领土，九段线以内的海域是中国的领海，任何域外势力占领都是侵略！。。有时候不需要顾及太多，以色列和俄罗斯都当联合
1701664026# #港媒：乱港分子周庭弃保拒绝返港报到。【环球网报道】据大公网等港媒报道，涉嫌违反香港国安法的前“香港众志”成员周庭“弃保潜逃”。报道称，周庭7月获准到加拿大读书，9月离港，原定12月向香港警方报到，她3日在社交平台发文宣称，不会回港报到。香港星岛网4日称，警方回应表示，对于最近有人在社交
1701910696# #转发微博
1699926806# #河南商丘市妇幼保健院被盗4885份出生证案判决出来了：该案属于内盗，时任科长被判刑8年，两名副科长分别判刑4年。历时7年的追踪，终于有结果，太难了！上官正义侵权即删
1701733786# #《李克勤：是毛泽东不懂，还是不懂毛泽东》历史是有规律的，历史之道，潜藏在历史表象之后。毛主席拥有超人的洞察力，今天完全可以说那是先知先觉，难道不是吗？。毛主席领导建成的独立的比较完整的工业体系，那就是毛泽东之道的器化物，是毛主席领导全党全军全国各族人民齐心协力，道器变通的杰作。。
1701821495# #祝贺光伏地图在cop28发布，期待新能源点亮美丽星球🌏🌍🌎呼吁地球村公民积极参与到降碳减污行动。联合国气候变化大会公益同行计划
1700126574# #转发微博
1700627134# #夏奇拉逃税超1亿被罚5700万【国际顶流女歌手夏奇拉逃税超1亿被罚5700万】当地时间11月20日，国际顶流女歌手、流行音乐天后夏奇拉（Shakira）就逃漏税官司与检方达成和解协议，夏奇拉接受检方的多项指控。作为协议的一部分，夏奇拉将支付730万欧元（约合人民币5700万元）的罚款。去年9月，西班牙巴
1699506517# #【今天，发条微博致敬将警铃刻在DNA里的人】当警铃响起，他们经常吃饭吃到一半就要出发。他们是小朋友眼中的超级英雄，其实他们也是爸妈眼中的孩子。哪有什么生来勇敢，只是选择无畏。今天，全国消防日，119秒视频致敬119，致敬每一位“火焰蓝”！
1703804302# #感谢！讨论死磕律师与勾兑律师的时有新型分类：即骗子律师，这种律师忽悠着需要律师的人付费后来既不死磕也不勾兑，躺平了骗当事人特坑人，各位有何评论？作揖
1703123518# #江苏自媒体联盟超话苏大惠保健康，求幸福，“我为人人，人人为我”。江苏医惠保期待您的参与。
1700194220# #外卖员撞坏豪车想分期赔偿女车主婉拒【外卖员撞坏豪车想分期赔偿女车主婉拒，还想给他医药费】11月16日，广东深圳。外卖小哥撞坏保时捷，虽然赔不起但愿意分期赔偿。女车主多次表示不用赔偿，让其去医院检查。车主朋友王先生称：车子前杠被撞坏了，维修费用大概要几万元。交警认定外卖小哥全责，看
1701733729# #赵老师：第五纵队迫害中国中医，只为一个罪恶阴谋！吃惊。赵老师家国人生。境外势力迫害的不是中医，而是中国中医。他们不会迫害美国中医、日本中医、韩国中医、德国中医，而只把矛头对准中国中医。所以，某些自媒体经常转载的什么“共济会百年目标，彻底消灭中医”之类文章，已经不合时宜，甚至客观
1703378878# #韩红携带救灾物资和善款亲自到甘肃临夏地震灾区，一到灾区就到处巡防，看看受灾群众安顿的怎么样，那个明星能做到这样呢？
1700712616# #转发微博
1699661565# #转发微博
1700095972# #苏大惠2024年度“江苏医惠保1号”投保人数突破200万。面向全省参保群众、与基本医疗保险相衔接的普惠型商业补充医疗保险——2024年度“江苏医惠保1号”的投保人数目前已突破200万，在这200万份保单中，有63.52%的人选择为家人投保。据悉，2024年度产品仍为不限年龄、不限户籍、不限职业、不限健康状
1703485258# #当一个人真正觉悟的一刻，他放弃追寻外在的财富，而开始追寻他內心的真正财富。把你的脸迎向阳光，那就不会有阴影。
1703317519# #小学老师用药水帮女孩洗头除虱子【小学老师用药水帮女孩洗头除虱子】老师用药水帮5年级女孩洗头除虱子12月22日，湖南平江县，小学老师发现女孩头发上满是虱子，特地买了药水帮其洗头。老师称，小女孩读小学5年级，家庭比较特殊，所以老师平时对她的生活很照顾。潇湘晨报
1700469234# #老人给重病儿子办手续医生跑腿又塞钱【老人给重病儿子办手续医生跑腿又塞钱】近日，山东烟台。老人的妻子前两天因肝癌去世，来医院又要给植物人儿子办手续。医生张丽君看到老人年事已高，第一次来这个医院不熟悉，便主动帮老人楼上楼下各窗口跑腿签字，还塞给老人500元钱，“医者仁心，想尽自己一
1699572883# #转发微博
1699572962# #转发微博
1699655885# #转发微博
1703635063# #有句话说得好，“民心是最大的政治”。
1700356850# #苏大爱苏大惠人生没有幸不幸福，只有知不知足，温饱无忧是幸事，无病无灾是福泽，至于其他，有则锦上添花，无则依旧风华。实则，健康第一，没有健康，一切皆是过眼烟云。江苏医惠保1号，保障你阖家幸福安康！
1699937108# #光腿神器的危害有多大？原来穿连脚不舒服的不止我一个
1702268877# #江西民政厅调查2亿彩票事件。。江西2.2亿大奖得主真的就现身了，但是一番表述后又被质疑。顶端新闻的报道，大奖得主说自己购买彩票已经超过了5年，家庭经济条件不错，养成了购买彩票的习惯，每周会买彩票三四次，每次购买彩票的资金在数千元到数万元不等。。这可把网友惊掉了下巴了，打麻将单调，胡牌都
1699055232# #转发微博
1700614429# #转发微博
1702871972# #雪天护士把早产婴儿贴胸口一路护送雪天护士把早产婴儿贴胸口一路护送【医护雪天抢救6个多月早产儿】近日，陕西铜川，一孕妇在家产下26周早产儿。山路崎岖，又逢大雪，医护人员尽最快速度出诊，交警一路开道。发现婴儿体温低，助产士把宝宝贴胸口保暖↓↓经过抢救，目前这名“巴掌宝宝”生命体征
1702872981# #400万亿市场迎新规！支付宝、财付通、银联等齐发声。12月17日，《非银行支付机构监督管理条例》（下称《条例》）正式公布，自2024年5月1日起施行。。。《条例》共6章60条，重点规定了四方面内容：一是明确非银行支付机构的定义和设立许可；二是完善支付业务规则；三是保护用户合法权益；四是明确监管职责
1701425020# #苏大惠苏大爱
1701481555# #转发微博
1702168167# #创造历史：引用联合国宪章99条制裁以色列！。。早该对以色列人制裁了，正义已经来的太迟了，还苦难深重的巴勒斯坦人民（哈马斯除外）和平宁静的生活，归还巴勒斯坦人民的土地！。。联合国秘书长终于挺起联合国的脊梁，激活宪章第99条规定，制裁以色列！。。联合国秘书长古特雷斯提出，用联合国宪章第99条解决
1701493341# #【追忆这位中国人民的老朋友】基辛格逝世当地时间11月29日，美国前国务卿亨利·基辛格去世，享年100岁。基辛格一生传奇，曾逾百次到访中国，为推动中美关系发展、增进中美两国人民友谊作出历史性贡献。人民日报数字传播
1701910774# #转发微博
1703032923# #转发微博
1703291915# #转发微博
1700805245# #心态好对于近期网络上的流言蜚语我不想再过多解释，只想尽快结束这一事件对我现实生活的影响，这两年半不间断的被他的粉丝网暴，被黑上热搜，这确实锻炼到了我的抗压能力，也教会了我怎样通过正规的方式维权。。不过我还是希望你们能认清现实，继续纠缠下去对你们并没有任何意义，也改变不了什么，每
1700119765# #《由于理论水平有限，我只能做一名毛主席语录的搬运者，评论、延展的事情交给才高八斗的你们。毛主席一九七一年南方巡视时提出“三要三不要”即“要搞马克思主义、不要搞修正主义；要团结、不要分裂；要光明正大、不要搞阴谋诡计”。毛主席指出：“政治就是把自己的人搞得多多的，把敌人搞得少少的
1700695432# #转发微博
1700192035# #温铁军批判当今的某些学者教授，从来不下乡调查，埋头只写洋文章，来评教授。我们的管理者该好好反思。微笑
1700193248# #苏大惠苏大爱。江苏医惠保，为人民着想，时时保健康平安，。孝顺好儿女，愿父毌安康，不忘记集中投保！
1700959188# #转发微博
1699144876# #转发微博
1701594723# #网友：我的连襟的父亲不幸去世了。在办理注销户口手续之前，有亲戚在派出所工作就告诉他，如果老人有存款，可以先去银行把钱取出来，然后再去派出所注销户口。。。我这位连襟觉得这个建议很有道理，因为他父亲生前有一张12万元的银行卡。于是，他急忙前往银行。。。然而，令他意外的是，当他向银行工作人员
1702163706# #【女儿把患癌父亲送进临终关怀病房引争议：干嘛要一个濒临死亡的人这么痛苦地活着呢】爸爸患癌她选择孝而不顺上海80后独生女Erika成了家里户口本上最后的人，9年前母亲因癌症去世，今年父亲也被查出两种原发癌晚期，经过医生的全面检查及诊断，Erika把多发转移、无法化疗和手术的父亲送入安宁病房
