1695740052# #月亮
1699970982# #现在，菲律宾一直在南海仁爱礁那条破船旁搞事情，解放军已经派出大量的军事船只，三四十，显然中国的意思并不是去灭国的，而是想尽量压住不让事态恶化，中国认为，菲律律现在这么臭得瑟，根源是美国在背后的挑拔鼓噪，现在我们先跟美国谈，把美国拿下，菲律宾应该就会渐渐消停，但是不是如此？要看实际
1697426335# #我看反倒是知识分子们需要人生观教育。
1697530614# #话筒
1700041197# #说的好，转一下！
1693228346# #差不多40年前，我就是这么生活的。
1699508588# #露头就打。
1693302148# #奋进新征程感受天上阿里阿里地区的改则县，给我留下了深刻的印象，它不但幅员广大，而且市景异常热闹，改则是矿产资源集中的地方，尤其是金矿、锂矿非常富含，未来的前景不可限量，所以有人说它可能会超过阿里地区的首府噶尔县，谁知道呢？加之国道216和国道317在改则县完美交叉，还有大大小小无数
1694352737# #个个都有一身装逼的贱骨头。
1694691735# #韩国先蒙了。
1688602286# #奶酪博士，滁州超级工厂，290天建成，在参观过程里学到很多知识，奶酪比牛奶营养的多，每天至少应该来一小块，这一点上中国人还是多向老外学学吧。。高质量发展安徽行
1703399631# #转发微博
1694954619# #转发微博
1692826885# #阿里地区象雄文化旅游节的噶尔恰钦赛马会上，拍到了一些当地牧民的马匹，藏区的马匹大多矮小，也并不强壮，这肯定是缘于4500米平均海拔的地理原因，这里的赛马当然跑起来也不会有内蒙古的赛马那么疯狂，高原反应还是很可怕的，但藏区老百姓对自己的马匹都格外上心，格外心疼，披红挂绿，这又是其他地方
1693556805# #西方媒体宁可编造证据也要抹黑新疆，证明其反华立志之坚决。
1693557342# #小米至今还远离鸿蒙是愚蠢之举。
1701741344# #刚才，饿了，订了一个里脊肉的杂粮煎饼+一个鸡蛋灌饼，先用了26-4元的券，然后再用平台外卖通用券膨胀到-8元，最后实付18元，还给送货上门，一个鸡蛋要多少成本？一块里脊肉要多少成本？所以如此算下来，这一单上卖家的利润肯定是极低的，但是我看商家的订货量还很多，小小门店光饼类就月售2000+，什么
1691653478# #有1.5亿现金？足以彻墙建一座房子了吧？
1697510875# #邦主精选好东西新疆牛乳囊，金黄酥脆，口口香浓，地道新疆味，500g/箱包邮，秒杀价：19.9元。。。这款新疆牛乳馕，在原材料上采用的是新疆原产筋道小麦粉，有着新疆小麦独特的香气，而且在制作过程中不添加一滴水，采用黄金奶源主产区天山牧场的纯奶和面，精心烤制，口感酥脆，蛋香奶香小麦香，慢火微
1698412224# #英雄辈出，天佑之国。
1691916785# #拆了以后，突然发现不是航母，还长了两翅膀，可以飞上天。
1696769438# #说证据，不要扣帽子。
1701004231# #车不要了？
1702957200# #邦主精选好东西云南破酥包子，松软好吃，顺丰快递。口味有香菇肉丁破酥包、传统苏子破酥包、破酥花卷、玫瑰豆沙破酥包，价格：29.9元-59.9元。。。破酥包是云南著名的八珍之一，又和云南过桥米线、汽锅鸡并列为“云南三宝”。。。包子是100%猪油起酥，酥松不散，酥软蓬松，皮软馅香，坚持用老面发酵，
1698491641# #中国先在尸山血海的冲杀里，淬炼出社会组织性的现代化，有了先进组织领导，才一步步带着国家和民族走向独立自主，再从最基础阶段一步步实现国家工业化的，这种从根子上就不同的社会进程，印度统治集团不可能学习，印度精英群体怎么努力，印度都不能摆脱被西方赏赐的社会现代化发展
1688314244# #我现在看中国的官方媒体和中国的（互联网）智库们真他妈捉急，用充足、翔实和压倒性的证据来证明法国的这场大暴乱是美国情报机构在背后搞鬼，这是中国人分分钟可以搞定的事，为什么就是没有人来干这件事呢？美国人能把新冠疫情起源----明明是美国人自己干的，却把这个屎盆子扣在中国人头上，而且一扣就
1694958754# #这款脆柿子，不但不涩，还无需放软，柿子心脆嫩Q弹，汁水丰沛。在这个秋天真是吃柿子的好季节，它的果肉没有纤维感，就是香甜多汁，爽脆可口的味道，大家可以尝尝看。这个好物闭眼入
1698902649# #至少20年没听过了，但当年是我最喜欢的乐队。
1698491714# #不打自招了。
1697696411# #一个巴勒斯坦孩子在医院最后和妈妈说的一段话。
1698809664# #这款饼干，限时：10月31日-11月4日晚24:00时截单，凡下单【岩烧咖啡黑巧饼干】3/6盒，加赠送1袋咖啡奶糖！超级购物节清单
1699872039# #妙！
1688538867# #秒杀活动还在，比超市便宜很多！耶
1696992725# #good
1689395516# #王老师好！
1696681702# #世界这么多社交媒体，恐怕只有中国的平台能为巴勒斯坦人鸣不平。
1690179160# #【第1120期｜大国地缘特权：俄封黑海，我封台湾】南朝鲜总统尹锡悦，带着假脸老婆，得得瑟瑟跑到乌克兰，去支持泽连斯基，将自己摆在了跟俄罗斯对立的一面，结果俄罗斯一生气，就拒绝尹锡悦的飞机飞越自己的领空，造成了尹锡悦和他老婆不能顺利回国的窘境，俄罗斯的领土面积太霸道了，若能从俄罗斯领空
1690715431# #狼王铁律！
1692062515# #明白了，主要是大火之后无人寻人。
1700025428# #乌有之乡最艰难时，缪峰仗义支持，记忆犹深，深切怀念。
1699929631# #这款芝士酪配料表十分简单，没有多余的香精防腐剂的添加，自然纯正的精心配方，可以放心给小朋友们来吃。它口感正宗美味，保留了原生奶酪的风味，加热后味道更加的浓郁丝滑。这个好物闭眼入
1697524838# #江苏非遗传承人用数字人全球卖货没想到现在数字人直播的仿真程度已经这么高了！不管是形象、声音、动作神态都非常逼真，甚至还能跟直播间的观众互动回答问题，不注意还真发现不了。而且一个24小时全天无休的主播，成本仅仅只需要真人直播的1/20，就能完成引流、询客、转化这些流程，何尝不是一次直
1689056736# #邦主精选好东西冷冻越南黑虎虾，1盒300克，约8-10只虾。1盒拼团价65元；2盒118元。。。凡是能吃海鲜的人，大多都对大虾爱得深沉。这是一种极其常见、烹饪方法也相对简单的海鲜，即使不是生活在沿海地区的人们，餐桌上也常常出现大虾的身影。。。今天推荐的越南黑虎虾，被誉为“虾中之虎”的越南黑虎虾，
1691211540# #不可能没联系。
1701742396# #现在中国的各行各业，若从产业的截面上分析，我看最败坏的，排在最前面的，一个是地产，一个是金融，而若是金融+地产，则是中国之败坏中的最败坏，不信大家可以自己去现实中比量比量，不但这两个行业最败坏，而且，因为这两个行业资本汇聚量巨大，暴利巨大，所以它们的败坏细胞和带毒血液又渗透进许许
1691749556# #王主任与新加坡总理李显龙举行会谈，没有摆放国旗，只有开放的鲜花和温暖的氛围，天下华人都是一家，可以不分彼此。
1699273517# #“谁说国产只能沾光，不能发光？”在中国科技迅猛发展的今天，这样的疑问几乎是反问。。。央视新闻主播的最新点评，“强芯补魂”，不只是给予了小米澎湃OS以高度肯定，更是对中国品牌的一种鼓励和支持。正如他们所说：“前有华为Mate60的‘强芯’，后有小米澎湃OS的‘补魂’”，国产科技的崛起，正在颠
1688834298# #耶伦现在说的这句话，其实来自于大汉奸余茂春对蓬佩奥提出的建议，那个建议说，要把中国共产党、中国政府和中国人民分开来看，要一边进攻前两者，而尽量拉拢后者。不过，看耶伦身边的这几个女人，肯定更是代表不了中国人民，她们哪怕跑到微博上支持耶伦，都会被中国人民的汪洋大海淹没了。。。抗战时期，
1692615999# #天上阿里，此时此刻的灼目烈日，怎么样？你服不服？。奋进新征程感受天上阿里
1697205826# #话筒
1695724876# #本是一件死人的事，却笑喷了。
1695995446# #话筒
1697693958# #哈哈哈哈听之任之期待吧。
1702012439# #中国五大山楂产地之一河南辉县，300年栽培名品“豫北红”，种植于太行山下，人工采摘，鲜果色泽鲜红，酸甜可口，颗颗好原料。这个好物闭眼入
1699861407# #【中国经济网：落实知识产权保护促进中医药事业守正创新发展】中医药是中华民族的瑰宝，是中华文明宝库的璀璨明珠。我们欣喜地看到，国家出台了包括《关于促进中医药传承创新发展的意见》《中医药振兴发展重大工程实施方案》等在内的一系列政策措施。同时，2019年新修订了《中华人民共和国药品管理法
1693303283# #西藏的手工艺人，真是各有各的精彩，记得2019年第一次到西藏，在日喀则的谢通门就被一家前店后厂的手工艺品店铺给惊到了，材料真，手艺好，设计佳，态度还周到，但是有一点令人遗憾，因为真是纯手工打造，所以产能不足，交货时间拖得很长；这次到阿里地区的改则，也特地跑到当地著名的非遗级手工艺店铺
1699080940# #关注司马平邦说公号，ID：smpbshuo【菲律宾人自称中国设立“秘密潜伏小组”进行渗透干涉】菲律宾的那些人也不撒泡尿照照，自己配不配中国人这么做？。
1692173584# #波音公司今日宣布，柳青将担任波音中国总裁，该任命将于9月1日正式生效。此次波音中国换帅，作为波音中国总裁，柳青将负责制订和贯彻波音在中国——其最大的民用航空市场之一——的发展和合作战略。他将常驻北京，向波音国际集团总裁布兰登·纳尔逊（Dr.BrendanNelson）汇报工作。。。此柳青非彼柳青，
1692682554# #邦主精选好东西圈厨无线便携榨汁杯，容量300ml，原价：99元，现秒杀价：69元，全国包邮。。。现在家庭中真的是太需要一款榨汁杯了，特别是有孩子的家庭，或者热爱健康生活的朋友们，榨汁杯真的是方便快捷的小家电。。。特别是夏天，感觉是真的离不开榨汁杯，简简单单在家就能实现果汁自由，给自己或者家
