1700519487# #开了三年还无法收本，那一定会倒闭！
1687211701# #布林肯：不支持台湾独立，无意与中国对抗。。不寻求新冷战，不寻求改变中国制度，不寻求通过强化盟友关系反对中国，希望同中方保持交往，负责任的管控分歧。。既然美国都不支持台湾独立，我们就统一，不统一就武力！
1687774379# #中石油大老虎
1689990356# #特里尔眼中的毛泽东（63）。。问题的关键是，虽然毛泽东跟他政治局里的一些人比较而言是亲美的，但他对基辛格直接从海参崴来到北京感到不高兴：基辛格和福特总统曾在那儿与勃列日涅夫共进晚餐。"。毛泽东的有些同事，在毛泽东和周恩来的合作关系中得不到好处，又受到中苏紧张关系缓和下来的想法的吸引，他
1701921527# #1957年夏天，第一个五年计划提前完成，国家实力增强，农村合作化运动已展开，工商业改造已着手，毛主席来到北戴河住了些日子。一生酷爱游泳的毛泽东此时心情极好，乘兴填词《浪淘沙.北戴河》：“大雨落幽燕，白浪滔天，秦皇岛外打鱼船。一片汪洋都不见，知向谁边？往事越千年，魏武挥鞭，东临碣石有遗。
1700769917# #那时的毛岸英高大，帅气，阳光，很有前途，但牺牲在了朝鲜，至今遗骨没有运回国，跟千千万万的志愿军战士一起埋在了异国他乡……。。倪萍曾说：她为了给儿子治眼睛去美国看病，见到了李肇星大使，她哭了，李大使批评她说：“你有什么资格哭？毛主席就这么一个全乎儿子，死在了朝鲜，毛主席抽了一宿的烟
1703551314# #今天，我们迎来毛泽东诞辰130周年，人民怀念他。
1690505789# #坚韧不拔的戴高乐（32）。。同时，军事事务应由一个特别委员会来处理，吉罗和戴高乐应在其中任职，但该委员会最终应对政府负责。但是，吉罗和他的朋友乔治都断然拒绝考虑。会议陷入僵局。6月10日，戴高乐声明，既然委员会连显然该作出的决议都无法作出，他不能再与委员会发生联系了。他在格里森别墅闭门
1699591660# #狗出狂言哈哈哈哈哈哈
1701474280# #胡锡进入股市大致如下哈哈哈哈哈哈，感谢作者！
1694008140# #邓公热爱家庭，喜欢跟孩子们在一起。工作中雷厉风行的他，在家里是一位慈爱的父亲。
1696984501# #我发表了头条文章:《现代散文名篇之十六：萧乾的《叹息的船》》
1698629527# #“两个凡是”错在哪？。一网友的分析比较有道理：。“华国锋对毛泽东思想深信不疑，认为维护毛主席的形象至关重要。这种信仰并不是偶然的，毛主席对他的肯定使他对毛泽东的理念倍感亲近。华国锋之所以不被江青一派和支持邓小平的一派拒绝，是因为他总能在中间找到平衡点，确保国家稳定前行。但即便如
1694062381# #第一次听说朝鲜地震
1695879857# #踢球不行，但干架还行允悲
1688784379# #网络时代，眼睛无处不在！在智能手机还没有那么的普及之前，这个牵手谁也不会知道。但男女主人公太小看今天发达的网络时代了。这个时代，没有隐私可言，要么别玩火，要么先把婚离了再玩。
1699654095# #中国共产党有这样一位早期党员：没有坐成守业，而是勤工俭学。没有徇私不语，而是慷慨直言。没有泄密求生，而是守纪赴死。他就是坚持原则，遵规守纪的共产党员陈乔年，是陈独秀的次子。。1922年，20岁的陈乔年在法国发起成立旅欧中国少年共产党，同年转入中国共产党，与父亲陈独秀，哥哥陈延年不约而同
1690968455# #天啊，感谢上苍，没有让自己生在这个部落，那个部落里。
1700124198# #取得了一些进展。会谈是艰苦的、长期的、拉锯似的。走小步，不停步。
1698758385# #我发表了头条文章:《现代诗歌名篇之二：刘半农的《相隔一层纸》》
1700189609# #在缅甸各方的大力配合下，4名缅北电信诈骗头目，除一人畏罪自杀外，其余三人移交中国警方，中缅联合执法取得重大战果！曾经嚣张跋扈的明家此时要面临的是中国法律的审判！目前，我国已与多个国家签署了打击电信诈骗犯罪的合作协议，加强了对跨国电信诈骗犯罪的打击力度。
1698442553# #毛主席的烟瘾是很大的，但在重庆谈判期间，他一连43天没抽一颗烟。后来，有人出于好奇，问毛主席为何不在谈判桌上抽烟，毛主席回答道:“蒋委员长不抽烟，也讨厌烟味，出于礼节，我万不能抽烟，再说，谈判现场是一个严肃的场合，大家都不抽烟，就我抽烟，这不是乱套了么。”对于毛主席的回答，前来谈
1699060315# #如果是奖学金无话可说！如果是助学金那么这个不公太不应该了！！！
1689197478# #现职，今年初刚选举的。
1702253662# #金一南谈林彪指挥打仗的能力。
1693778337# #不懂的事就去问，问完了就懂了。英语不好尽管去说，不必在乎语法、发音，别人连猜带蒙明白就好了，时间久了自己水平就上去了。人活着脸皮就要厚点，这也不好意思，那也不好意思，那你怎么好意思活着？出错了出丑了一笑而过，有什么好怕的？当你对这个世界好意思的时候，成长才会与日俱增。
1702356164# #我发表了头条文章:《现代小说名篇欣赏：何士光的《种包谷的老人》》
1691666793# #自查自纠，倒查10年，震慑！
1699757467# #刘少奇的珍贵历史影像。
1690934527# #非洲姑娘嫁到中国农村，九年来只回过一次家，这次是时隔六年后第二次回家。。她叫露丝，是一位九零后的乌干达姑娘。。“非洲有多穷？你怎么想象都不为过！这里的人贫穷、野蛮、懒惰、不讲卫生、没文化、国家严重落后、类似原始社会！”这是我以前对非洲这块大陆的印象。可是在露丝身上，彻底推翻了我之前
1702609790# #2013年的今天，金正恩的姑父被执行死刑。
1696504592# #毛主席有一个堂弟叫毛泽连，字润发。刚刚建国那几年，这个毛润发由于生活实在困难，总想让毛主席帮帮他。但毛主席说：“我是这个国家的主席，不是自家人的主席。我知道润发的日子难过，可是我不能开这个先例。作为国家主席，只能想着解决所有中国人的困难，不能想着解决自家的困难。润发的家里有困难
1702810543# #我发表了头条文章:《现代诗歌名篇欣赏：松木的《难老泉》》
1696954808# #每当黄昏来临，毛主席都会在东湖宾岸边散步，他会时常朝东方眺望。毛泽东身边的人都知道，他是在期待那座巨大的钢铁厂能早日炼出钢水。。钢铁是民族工业的脊梁，当武汉长江大桥由梦想变为现实的时候，在长江南岸，青山脚下，一座气势恢宏的钢铁企业正在崛起。它就是在苏联政府的无私帮助下，设计和施工
1695447133# #央视4套节目组出差了吧？
1703050923# #“三朝赤子”冯子材。。1818年8月17日，冯子材生于广东钦州(今属广西)县城沙尾街的一个小商贩之家，因父母早亡，从小艰难度世，做过木工，护送过牛帮。童年流落街头的惨痛经历，使冯子材变得嫉恶如仇、坚毅果敢，还练就了一身武艺，为今后的领兵御辱打下了基础。。当时的两广，阶级矛盾尖锐，“天地会”起
1694208351# #你好老师第39个教师节。。《师说》。。唐.韩愈。。古之学者必有师。师者，所以传道受业解惑也。人非生而知之者，孰能无惑?惑而不从师，其为惑也，终不解矣。生乎吾前，其闻道也固先乎吾，吾从而师之;生乎吾后，其闻道也亦先乎吾，吾从而师之。吾师
1699945093# #惊人复出！
1691449153# #坚韧不拔的戴高乐（40）。。1944年6月6日午后6时，戴高乐将军在英国广播公司对法国人民发表讲话。这时他已经与盟国进行了两天激烈而困难的谈判。诺曼底登陆就在当天晚上开始，直接参加这一行动的法国野战军很少。他提出了一个十分鼓舞人心又表明未来大纲的口号："这是解放法国的战役，也是法国自己解放自
1691910226# #面对医疗领域的反腐风暴，有人担心并呼吁：别再查了，再查下去，医院没人给老百姓看病了！有网友支招说，可以去监狱给犯人看病！还有人说，请恢复中医，有网友抱怨说，中医药并不比西医药便宜。
1698498204# #我发表了头条文章:《现代散文名篇之三十六：《辰河小船上的水手》》
1700743366# #沈阳迎接英雄回家！
1703852126# #前几天看网报说，南方的小伙伴去哈尔滨旅游，羽绒服商标都不摘，只等旅游结束直接退货！但退货也是有要求的，你退的商品得不影响商家的二次销售才行。人要有起码的道德底线，不能滥用七天无理由退货。
1698816478# #布林肯听证会上被多名抗议者打断，抗议者举起血淋淋的双手反对美国支持以色列的战争！
1690906730# #这张照片，是一段录像的截图。这段录像是由苏联记者所拍摄的，拍摄时间是1949年开国大典前夕，拍摄地点是北京某地。。照片中的毛主席，身穿一件黑色的呢子大衣，头戴一顶深棕色的解放帽。他站姿笔挺，双手背后，正在和面前的战士们拉家常。。这些战士，不知道是哪个部队的，他们刚刚吃过中午饭，正坐在大
1701866830# #真正的死亡，是被遗忘！。。有人说，人的一生会死三次：第一次是断气时，即生理上的死亡。第二次是举行葬礼时，身份从社会上抹除。第三次是被世上最后一个纪念你的人遗忘。此时，才是真正的死亡，因为再没有人知道你，曾来过这个世界。。你的亲人只是到了你看不到的地方，但是他们能看到你，他们非常不希
1693802663# #我发表了头条文章:《临危受命的丘吉尔（7）》
1703977576# #毛泽东与水有着极为深厚的感情。“自信人生二百年，会当水击三千里”是他意志和性格的流露。。毛泽东一生游过中华大地无数的江河。在湖南，他游过湘江；在广州，他游过珠江;在广西南宁，他游过邕江;在浙江杭州，他游过钱塘江;在江西南昌，他游过赣江;在湖北武汉，他游过长江。在没有大江大河可游的
1701861452# #毛主席的珍贵视频影像，太亲切了！
1695475733# #我发表了头条文章:《蒋介石的早期革命活动（四）》
