1703760997# #“技术应该在车上，而不是在PPT上。”领跑汽车这是在内涵谁？
1698713158# #iPhone16Pro或进一步上调售价。。今年iPhone15系列各种挤牙膏，各种BUG频出，销量不咋行！iPhone16系列再涨价又挤牙膏的话，看它还能嘚瑟多久？
1696926204# #荣耀手表4Pro的这个“镜月翡翠”配色看上去也太精致了吧？！有机械表那个高端大气上档次的味道了，猜猜会卖多少钱？
1690630675# #又见YOYO的贴心提醒，时间过的真快！上次提醒我荣耀手表4是要充电还是9天前，YOYO不提醒，我绝逼会忘记！允悲
1700910364# #美国人工智能判定美国登月任务照片是假的。。有意思啊！有意思！哪些网友在急什么？
1700718684# #余承东之前说要一年卖30万辆车，很多人说他吹牛，可现在看来，似乎又要实现了！。。智界S7的预定量居然已经达到了惊人的3万台了！建议大嘴发布会都不用开了，直接直播个工厂拧螺丝吧！
1703834839# #你置办年货了吗。2024年马上就要到了，送家人什么好呢？岳父的手机想换了，想着要不整一台荣耀X50吧！反正他也不玩游戏，就刷刷抖音，应该是完全够用了！年轻人置办一种很新的年货。。你过年会给父母准备什么礼物啊？
1701214107# #一加和KML的火药味有点重啊！
1703114867# #笑死了！苹果官方的回收真有点那啥！。。我之前也发过相关内容，几年的iPad是0元回收♻️的！允悲苹果手机估价近3000回收却给500。。苹果产品要出二手，真还是自己扔海鲜市场值，官方回收不差钱的可以用。
1699418557# #网友真是，笋到家了！
1703293970# #每天早起打卡。。能睡到自然醒真是爽。大家早呀！。。荣耀Magic5Pro
1688560933# #荣耀X50雨后初晴，小猪搞机开箱赏析。
1703733837# #小白80万上海开面馆6天濒临倒闭。。我们小区门口有个早餐店，已经开了十五六年了，每天生意络绎不绝，有些人觉得生意好做也在边上开店，但是总坚持不了多久关门了！。。早餐生意早上4/5点就要起床，准备各种材料，而且每天都是如此，试问有多少人能360天吃这个苦？
1693145702# #这次成都车展上，AITO直接将展台摆在了理想的展台的对面，而且余承东介绍新问界M7一直讲它的空间超级大，这中门对狙意图明显啊！。。看来老余这是打算和理想硬刚一波了，而且新问界M725万左右的预售起步价也是相当有诚意！。。你觉得新问界M7如何？
1702523237# #荣耀正式官宣了保时捷设计达成合作。。。听说保时捷设计和华为合作到期后，有不少厂家都去谈了合作，不过看来最终保时捷设计选择了荣耀，不知道是不是大哥帮忙打招呼的结果？嘻嘻。。苹果市值明年或达4万亿美元
1701347391# #给粉丝寄耳机去。。。还没成为铁粉的小伙伴加油互动，还没加群的记得加福利群，这个月送台荣耀平板给铁粉。
1692490028# #“余承东做梦也没有想到……”。。没想到，大嘴在头条每天都在做梦……
1702960150# #我们欢哥现在一年级，现在语文、英语这些都要阅读打卡，这还不包括其它网课的，真不太可能完全和电子设备隔离开，所以选择一款护眼一点的平板才是最佳选择。你会担心孩子长时间使用电子设备么。。荣耀这次的荣耀平板9据称是专为青少年打造的最强护眼平板，如果能解决我们父母在孩子使用电子产品方面的
1694044956# #有网友不建议iPhone用户换华为Ma­te60Pro！。。网友表示，手机太难买，他是第三方加价500才拿到，上手第一感觉是比苹果手机信号强多了，以前负二层车库里基本没信号，现在信号总是满满的。。。然后华为Ma­te60Pro充电速度真是太快了，续航也强，用一天还剩20多的电量！最主要的是这手机扬声器似乎也有
1694094092# #感觉开放式蓝牙耳机还是蛮适合我的，不入耳、不伤耳、不塞耳道，不管是运动还是平时通勤使用都可以佩戴。
1702955539# #各品牌手机的地震预警功能打开路径，大家可以收藏一下！手机怎么开地震预警
1703733400# #吉利高管称小米汽车宣发过了。。昨天雷军没向吉利致敬，看来有点不开心。嘻嘻
1690933886# #居然有人吐槽问界M5的车机界面像华强北出品！。。大嘴看了都会调跳脚吧？。。问界M5的车机界面颜值算可以的了！这是没有把其它家的拉出来对比吧！
1700200260# #网友做的小米汽车的立标！。。这是信仰之力拉满了吧？
1700523431# #感觉这次双11荣耀才是最大赢家啊！。。这次双十一，其他家依旧是传统的靠冲量赢销量的打法，而荣耀却另辟蹊径，靠折叠屏获得了销量/口碑双丰收。。。难怪荣耀计划全员涨薪！
1702552296# #鸿蒙系统即将走向独立。。23家985高校、46家211高校已开设或即将开设HarmonyOS相关课程！。。HarmonyOS的万物互联属性，让它必将成为我们新一代的操作系统。
1703499230# #蓝牙耳机界的卷王南卡又又又发布新品了，南卡OEMix开放式蓝牙耳机，这次的佩戴体验相当不错。。。话说，我拍照的水平是不是又进步了？
1692573826# #当我姐发现自己曾拒绝过华为。。这个看着就假，华为公司的名字都写错了。2013年虽然华为手机不是很出名，但已经是妥妥的通信巨头了！
1696467240# #提前返程结果1小时开了10公里。。昨天从安吉回杭州百丈高速入口就封闭了，说是杭州车流量比较大，无奈只有反方向往安吉开，从安吉站下来之后再掉头上高速，一来一去多花了半个小时！。。现在一到节假日就堵车，高速就堵的厉害，是大家都有车了出去玩了？还是我们的路建的还不够宽？
1700713697# #光谷偶遇vivo活动，试了试vivoX100Pro的长焦微距，确实相当不错。
1700977210# #对于预算在百元左右的无线蓝牙耳机，荣耀亲选X5s是一个不错的选择。其入耳式设计佩戴舒适，配备了10mm高动态扬声和高分子复合材质球顶振膜，音质方面也表现出色。此外，荣耀亲选X5s的续航能力也非常强大，最高可续航35小时，非常适合通勤人员使用。
1697601130# #表情包演我的精神状态。。看到身边很多做设计的朋友几乎都配有平板电脑，感觉平板电脑现在的第一个生产力用途就是画画。。最早表情包可能是脸谱
1703860257# #荣耀的工程师和华为的一个德行！荣耀Magic5Pro1.3GB的更新包，更新日志就简单一句话“提升系统稳定性，让您的手机运行更稳定。”多说几句，要命啊！笑cry
1694909382# #帅哥美女那么多，苹果偏偏选个眯眯眼辫子男，很难说你苹果不是故意的！
1703294133# #腾讯市值跌没了一个小米。。网友：小米成了一个计量单位。。。雷军：……
1702003334# #支付宝也宣布加入鸿蒙原生应用开发了！。。我觉得鸿蒙已经是大势所趋。。。还有哪些公司没有加入的？快点行动起来吧！要不真落伍了！嘻嘻
1689583372# #荣耀邀请京东方入股果然是正确的选择！。。看看，京东方现在都把最好的屏幕都先给荣耀用了！。。现在说荣耀手机的屏幕，在智能手机领域已经是数一数二的存在，应该没有什么人反对吧？
1690633260# #有TX问，荣耀平板MagicPad13的智能键盘能实现什么功能？今天有时间拍个视频和大家说说！数码评测
1701086062# #问界新M7大定突破十万辆。。华为就是这样，要么不爆发，爆发起来的势头特恐怖，而且后劲很足！嘴哥30万台的销量，也快实现了！还有人认为他是吹牛吗？
1701349108# #我就奇怪了，暴雪的游戏不玩，难道会有问题吗？腾讯有必要去代理暴雪的游戏吗？自己的游戏先经营好吧！。。腾讯回应是否代理暴雪国服
1691018468# #问界M5智驾版用户福利真不错，能够享受半年免费的华为ADS2.0的高阶辅助功能包。。。华为这是要让所有问界M5智驾版车主，充分感受一下华为ADS2.0的魅力啊！相信体验完后，很多人会续订吧？。。更新到最新系统以后，就可以领取。
1697704908# #OPPOFindN3发布会。。OPPO（不含一加）在海外的销量表现还是非常不错的。2023年第二季度OPPO在东南亚地区的市场份额位列第二，OPPOFindN2Flip在印尼、新加坡、泰国、马来西亚都获得了非常不错的表现。
1696979327# #每天早起打卡。。老铁们早安！起来搬砖了！
1697962170# #华为全面完成5.5G关键技术测试。。在突破了芯片的封锁之后，还有什么能阻挡华为创新的脚步？
1699579498# #刚看到一个有意思的话题，华为凭什么打入高端电动轿车市场？。。我觉得华为必将打入高端市场！。。华为一直以来都以技术著称，目前在5G、人工智能、物联网等领域均取得了非常多的成就。华为将自己的通信和网络技术优势与电动车相关技术结合，能够为电动轿车带来更多新的技术和创新，这就是华为电动车进入高
1703672004# #中国新能源汽车在欧洲市场的崛起已经成为不可逆转的趋势，作为全球新能源汽车的领导者，比亚迪将迎来前所未有的机遇。然而，如何应对挑战和克服障碍，保持其在欧洲市场的竞争优势，将是比亚迪未来需要重点关注的问题。
1699533634# #智界S7售价25.8万起，华为这是找到最佳定价着力点了！
1694691895# #宋紫薇居然离职了？！iQOO失去一员大将，我失去一个机会！允悲
1703835022# #2023年总结，赚了一点钱，花了一点钱，啥也没剩！干了挺多事，干成了挺多事，不过还有挺多遗憾的事！。。高手是如何做年终总结的一个字总结我的2023
1700098052# #不怕抄，就怕偷！菊厂也无奈啊！
1691365022# #高校1.31亿科研经费成果转化率为0。。难得！可以看到广西能公布这些数据，科研项目本就要持续投入，而且要允许失败。。。我觉得问题的主要矛盾在研发成果的市场转化上，一方面，很多高校确实比较强的研发能力，能产出很多成果。另一方面，很多企业有研发需求，但却没有门路。。。主要还是信息不对称的问题
