1692014555# #7.28
1693797214# #松开掐脖子的手即可，没必要搞那么多表面文章
1689394384# #近年来A股市场IPO募资额一直蝉联全球冠军，且远超其他市场。。这一点，大家都看到了。。没想到某些报纸把这个也拿出来吹。。股市应该是公司和投资者双赢的地方，二级市场投资者就应该只付出而没有回报？
1694672756# #专业的事情很扯淡。。扯淡的事情很专业
1687833171# #人工智能板块炒到A股上市公司老板要离婚的地步。。散户还要去接盘……哈哈
1695349843# #你信吗？
1692855602# #刺激啊
1697271511# #证监会出台融券政策两条逆周期安排。。这个消息不错，算是堵了一点漏洞，但没有完全堵住，主要是很多上市公司限售股大头根本不在高管和核心员工那里。。聊胜于无吧，如果早点下大决心，早行动起来，A股也不至于此。。再者，解钮扣速度要快一点啊，力度要大一点啊，现在流动性成了很大的问题，观众都快走完
1693373584# #这个时候就别瞎整了
1695212411# #重磅！新华社中国经济“放眼量”系列三连评来了！。。——《“中国经济崩溃论”注定再度崩溃》。——《他们为中国经济投下“信任票”》。——《为什么说“下一个中国”奇迹还在中国》
1688909641# #私搭浮桥案审判长被曝顶替他人上大学。。顶替他人上大学相当于科举舞弊吧？。。在哪朝哪代都是杀头的重罪吧？。。警告就完事了？
1687848343# #？
1695444204# #把周鸿祎放在这里面，有点不合适吧。。360和鲁大师在A股和港股里的事情让投资者印象深刻……
1701055815# #八部门：强化金融支持举措助力民营经济发展壮大
1695778922# #长假将至，持股过节还是无股一身轻，取决于长假会发生一些什么。。个人看法：长假期间，A股大漏洞补起来有难度，小漏洞大概率会裱糊补几个。。市场大的拐点估计还没到，但短期这三个交易日估计也不会太差。。适当埋伏点，赚点旅游钱，节后兑现，我就这么干
1689643591# #人民日报：中国式现代化关键在科技现代化。。那科技现代化的关键又是什么？。。现在的教育、科研氛围适合科技现代化吗？
1696211589# #哈哈，流氓惯用伎俩嘻嘻
1687598707# #瓦格纳俄对普利里戈任号召叛乱刑事立案俄罗斯当年宇宙大将军侯景用区区8000精兵就敢起兵造反，并且长期围困建康台城。。城外数十万梁军吃瓜看戏，完全不管梁武帝死活。。为什么？因为梁武帝后期胡乱折腾，已经丧失人心，内外交困，更不会有人出手相助，大家都等他一死来争夺帝位。。现在俄的形势也是
1689734874# #透彻，窝囊、没原则不是事情解决的方法
1700010469# #日本买房应该是附带了重疾险，即便如此，低利率和现房销售值得我们学习。。烂尾楼只让购房者承担风险，还要继续还贷，银行、开发商不管，这在哪里都说不过去
1702378084# #九几年六万块钱能不能在浦东某些地方买一套房啊
1695966265# #承德的事，我在首都都不敢打听苦涩苦涩苦涩@派大星inside
1690854127# #允悲
1698208466# #怎么，知道是他说的就不敢喷了？哈哈
1692412946# #纳斯达克中国金龙指数跌3.48%
1702859643# #想要赚大钱，就得像这样允悲
1688693673# #大笑底又破了哈哈
1689224257# #以人民币计价，6月份出口同比下降8.3%
1694002936# #涨到股东hold不住了哈哈
1696511503# #媒体天天看多，不妨碍A股经常4000只股票待涨哈哈
1694915963# #不是，那胡锡进是怎么上外网的？他们不算违法吗？
1697698299# #尾盘就考验3000点了允悲
1703662480# #A股不涨比大涨要安全很多哈哈哈哈。。小周的这番震古烁今的言论，直接让顾炎武、王夫之望尘莫及；小周的才华睿智，让马斯克、乔布斯甘拜下风；小周的直言敢谏，让魏征、包拯自叹不如……。。有这样的大才，何愁大事不成哈哈哈哈哈哈
1694655206# #5G我还没整明白，又来5.5G允悲。。作为投资者，一天不学习都不行啊。。我记得有段时间，还宣传4G不输5G…
1687603466# #瓦格纳俄罗斯今天新闻够热闹了。。明天早上会不会有更大的消息嘻嘻
1688221971# #太正常了，掏空了经济迟早也会自食其果
1699667891# #哈以冲突快结束了…
1700269649# #大鹅的新闻每天都能把我逗乐哈哈哈哈哈哈
1703123424# #新华社：居民人均可支配收入十年增长超80%，人民生活水平持续改善
1688179697# #无论怎样说，人往高处走，这就是现实！
1700880698# #国外中产自己动手是被逼的，因为人工服务费很贵，蓝领工资很高。。国内的人工服务费不贵，中产开始自己动手，是什么原因？感觉应该不多的
1695693348# #A股要整体起来，必须看成交量。成交量要起来，需要看到真的决心和动作。否则长期持有一般股票的人太痛苦了，漫漫阴跌。不过，对于短线客来说，现在的行情并不差。指数漫漫阴跌，妖股的辨识度反而更明显。做好心理预期，设置好仓位，机器一般操作。在龙头妖股上博弈，收获的概率还是蛮大的。外面枪林弹雨，不妨
1688607422# #人生苦短，没有抑郁症，就好好活着，尽量活出自己想要的样子，不要执着；如果有抑郁症，能治疗尽量治疗，如果治疗无效，也要尊重患者自己的选择
1696328060# #张维为：美国相当比例的人抗风险能力，还不如中国的农民工
1697699730# #碧桂园辟谣创始人父女或已离境碧桂园所持6368万股权被冻结。。碧桂园债务违约，一些股权被冻结，各种传闻甚嚣尘上。。更可怕的是，碧桂园有3000多个在建项目，是恒大的四倍。。最近官方关于房地产的论调相比之前也有一些不同。。自己体会一下。。港股内房股、A股地产股，早就稀里哗啦了。。A股已经3005了
1693306358# #利空银行，利好消费。。银行股今天下跌，已经消化了这个消息
1696549784# #至今还记得十年前的一期上海财经频道的节目，关于油价上涨的。。马光远说了油价接连上涨对通胀、社会各行业成本提升的影响。。然后有一个“专家”说：油价上涨可能是一件好事，这样会让上面重视能源安全问题…。。这逻辑就如同：我把你打得头破血流可能是件好事，这让你重视了锻炼身体的重要性。。这种混账逻辑
1699668862# #事已至此，希望以后能再回中国看看
1692091224# #走路也要戴头盔，都是为你好
1696933809# #北极鲶鱼爷爷违法违纪所得被收缴。。胡锡进：从通报的细节看，钟庚赐被降低但保留了退休待遇。。通报中对他使用了“违纪违法所得”的描述，没有使用对贪官通常用的“违法犯罪”定性，这有可能意味着对钟庚赐的处罚没有走到刑事追究那一步
1692327429# #坚持发声的理由就是不想把世界交给疯子们，为子孙后代保留一些希望
1703900991# #财政部：要扩大地方财力，逐步提高直接税比重，研究完善综合与分类相结合的个人所得税制度
1689746483# #证券午后启动，我一般不追。。有自信发动大行情，大多上午就涨停潮了。。午后偷袭，基本都是信心不足，骗炮居多
1699409026# #牛逼，A股把龙炒结束了，现在炒凤凰。。涨停、大涨的个股真不少。。游资迎合散户想象力，犀利啊
1696591310# #见怪不怪了哈哈哈哈哈哈。。【网曝山东两村干部不雅视频流出街办：已停职并交纪委调查】官方回应山东两村干部不雅视频流出近日，网传山东潍坊于河镇某书记因会议后未关摄像头，不雅视频流出。根据网传信息显示，有网友称，山东潍坊某镇一名书记于视频会议结束后，忘记关闭摄像头，流出不雅视
1690513801# #丢了一个，又捡一个。。低价券商
1702178718# #经济日报：多家国际机构上调中国经济增长预期
1699495156# #不知道冈本六熊的粉丝能不能跟上思维节奏
1691648945# #晚上有文件吗？嘻嘻
1691193244# #这样的人能为老百姓办事？
1701309338# #基辛格逝世基辛格曾说中国是他生命的一部分。。美国前国务卿亨利·基辛格去世，享年100岁。。今年5月27日，基辛格刚度过百岁生日，且从1971年基辛格第一次秘密访华算起，至今他访问中国已有逾百次。。基辛格为中美关系的发展做出了非常大的贡献，中国人不会忘了这位老朋友
1694595120# #十几年时间，凤凰网变成这样了…允悲
1689816522# #大校口中的特大利好，让上证指数高开0.1%允悲
1698717370# #A股行情转暖之后，妖股行情反而艰难了。。务必重视之前说的逻辑
1699495487# #美研究机构称“一带一路”共建国家目前欠中国超过1万亿美元，中方回应。。外媒记者格局实在太低，不足以讨论大事……哈哈
1700280822# #有些媒体二十年前是这样。。现在还是这样
1702961562# #醉驾情节轻微可不起诉或定罪免刑。。为什么要修改这个？利好茅台？
1691733811# #华林、中原都是掩护出货的
1687265591# #国台办：愿继续为恢复台湾农渔产品输入大陆提供帮助
