1701737709# #赞
1701169599# #允悲
1700042628# #新华社五论中美关系
1700459970# #赞
1702258470# #一个乐观、美丽、自信的女孩心赞
1703812321# #2023.货车司机们辛苦了心鲜花
1703162142# #南昌，很美赞
1689998486# #网友在青海遇到超大沙尘暴，太震撼了！人类在大自然面前真的很渺小……吃惊吃惊吃惊郎摘新闻超话
1690811695# #允悲
1689251959# #这……把地铁当自己家了？说发情就发情……郎摘新闻超话
1697790767# #一个伟大的“妈妈”！心赞
1703505756# #节日能给表白加多少buff一般来说，夏天的绿荫，秋夜的星空，冬日的雪原，我喜欢一切美好的事物，都不及节日的表白，每逢佳节，表白的buff当然是少不了，这是因为节日的时候本身就更加的有仪式感，当然，节日表白不是三分钟热度，而是一个三分钟接一个三分钟，不曾停过。心
1689841286# #90后女生攒20万裸辞回村生活这则新闻中，我认为重点在于:“身体感觉越发不如之前”，一个年纪轻轻的人，何以仅仅工作六年之后，就身体越发不如之前？20万不多也来之不易，暂时回村休整一段时间，也好。v光计划
1702689144# #罗永浩爆料有人出5亿违约金挖董宇辉据南方都市报报道：12月15日晚，董宇辉从东方甄选离职可能要付高额违约金，对此，罗永浩直言，“会有相当多人愿意给他出违约金”。罗永浩还爆料，他曾问过一圈，有不少人表示“出5亿违约金也愿意掏钱”。罗永浩表示，有不少人想让他牵线，他通过老同事也能联系上
1689415835# #赞
1693922724# #生活真不易……
1695103572# #石家庄百余家4S店被搬迁：有的店搬200多米远，要多花上千万。“张强想的最多的还是生存的问题。他给记者算了算，虽然只是搬了200米，但老店推倒，投资的钱基本就没了，到了新地方又要重新装修，没有四五百万也下不来，“来回一加，千把万就出去了。”郎摘新闻超话
1694858386# #男子搭讪遭拒殴打女子被行拘【郑州一男子疑火锅店搭讪失败后殴打女子，女方律师：男子已被行拘】9月12日，在河南郑州某火锅店，男子搭讪邻座女子，之后又强行帮其买单，索要联系方式失败后对女子大打出手。9月15日，被打女子郭女士的律师表示，当地派出所已介入调查，郭女士在医院做检查及验伤等。1
1699409139# #VPlus双11惠聚周年庆好多朋友跟我说没抢到早鸟优惠券，特向平台申请券数加码，数量不多拼手速！成功订阅年费后还可开现金红包，100%中奖（最高奖1111元），点击下方卡片订阅↓↓苹果ios用户支付方法：
1692096718# #保护民营企业，必须从心做起，如此，只会伤了民营的心。
1691656785# #湖南娄底：一镇长与一女子夜泳，女溺亡，镇长等人伪造假现场后逃离……郎摘新闻超话
1694664946# #赞
1697886995# #这……
1695715962# #江西一国企领导称要取消周末如此法盲，实在堪忧，既为领导，咋上位的？看来，有必要组织类似国企领导们培训培训劳动法等法律常识……doge
1692950606# #分享图片
1694828068# #华为徐直军：如果不去用国产芯片，差距永远是差距。尽管我们生产的芯片、服务器、PC机，相比国外的生产有差距。但如果不去用，这个差距永远是差距，落后永远是落后。但是如果大规模去使用它，就可能拉动和推动我们整个技术的进步、产品的进步，然后慢慢追上去。郎摘新闻超话
1693200955# #允悲
1699355069# #大爷盗走充气娃娃称不是给自己用，只是想卖废品，卖了3毛钱……
1702473526# #广州一彩民中1.44亿元大奖果然不出网民所料，大奖开始密集出现了，赶明儿我去把快递包装盒收拾收拾，卖了也去买叠彩票去，万一中了个啥奖，好继续去网购……
1694691052# #还可以与开塞露合作，谓之:茅塞顿开……
1694757437# #我是一个……
1697336577# #警方回应男子车内将妻子捅伤进ICU10月13日，湖北咸宁，市民之家停车场内发生一起凶案。一男子在车内，当着孩子的面将妻子捅伤。事发时，曾有多名群众在车外劝阻。10月14日，出警的咸宁市横沟桥派出所回应记者，行凶男子已经被抓获，伤者仍在ICU救治，现场的儿童未受伤。郎摘新闻超话
1692592891# #新发现或能让人更持久工作看来，有的发现还不如不发现，盖咱们已有人发明了996工作制，如果再让人“更持久”工作，还让肉身的人活不？允悲V光计划
1702642891# #罗永浩愿意支持董宇辉创业罗永浩邀请董宇辉创业，大伙猜猜，董宇辉会去吗？疑问疑问疑问
1701478022# #韩国农户集会抗议禁食狗肉法案【与警方爆发激烈冲突】11月30日，韩国首尔。数百名农户集会示威抗议“禁食狗肉”法案，与警方发生激烈冲突。近日，韩国政府和执政党决定，在年内推进禁食狗肉的特别法案，将禁止饲养、屠宰、分配和销售供人食用的犬只。考虑到餐厅关闭期限等因素，打击行动计划将从2027
1703394403# #哈哈
1701656343# #这，太明目张胆了吧？……允悲郎摘新闻超话
1693136810# #这个必须转发话筒赞近日，贵州威宁，一位住院患者在走廊不慎掉落1万元现金。一对年轻夫妻发现后，将钱袋捡起上交到收费处。夫妻俩相视一笑，默默离开。工作人员清点现金，事后找到失主如数归还。夫妻俩医院捡1万元毫不犹豫上交郎摘新闻超话
1701473696# #分享图片
1702387026# #男子花100块买彩票中8662万捐5300万这……近期彩票俩大热搜似乎挨的太亲密，估计有人已经不在乎人们的脑神经了……
1688891714# #当事人称没架桥前溺亡22位乡亲【如何看待私搭浮桥村民发声】近日，吉林白城村民黄德义私自搭建“便民浮桥”并收费，被以寻衅滋事罪判处有期徒刑两年，缓刑两年，引发公众关注。据私搭浮桥当事人称：没架桥前溺亡22位乡亲，桥拆后又溺亡10余人。当地村干部证实：涉水渡河溺亡的人数比较少，但肯定存在
1701081089# #1996年，陈佩斯、刘全利喜剧短片《两个木匠》，经典的演绎，百看不厌……郎摘新闻超话
1699226038# #真的？假的？就这，还一般？……
1692612151# #貌似这些因素，导致许多人不敢或不愿发朋友圈（包括其它社交平台），其实，一旦你思维及业务潜能只能局限于这些认知，发，于事无益；不发，于事无补……
1696589857# #南阳女主持人含泪控诉感觉这悲情牌打的不合适，原因是，到底有没有小偷这回事？有的话，网友们便不是抹黑，只要南阳方承认事实加以改进便是了。
1700047530# #这个89岁老奶奶，临走的前几天，拄着木棍去村里挨家挨户坐坐，说她走了以后如果看到她的傻儿子，请给口吃的或者穿的……泪郎摘新闻超话
1690282836# #王雪峰被逮捕估计不止我一人，差点看成了张雪峰……
1693355025# #愿望是好的……赞
1690770102# #男子高铁上抽烟被强制带离哭着不肯下车允悲7月29日，G3188次高铁运行到河南开封段，一位身穿紫红色上衣的男子，偷偷地在高铁车厢内抽烟，男子高铁抽烟被强制带离。原本以为很快抽完一根烟，不会被列车上的乘警发现，谁知烟感器早就捕捉到弥漫在他周围的烟雾，车厢内响起烟雾报警器刺耳的报警声。
1702247910# #有机会再去微园玩玩心作揖
1688977895# #话筒
1693040494# #工地上妻子中暑，丈夫那无助的表情实属让人心疼……泪郎摘新闻超话
1693868176# #记得，当年媒体称此为:“提前消费”……
1702539425# #珍惜生命🙏🙏🙏生命无常珍惜眼前
1698534000# #你们活起来，发展起来，国家才会好！🙏郎摘新闻超话
1690373365# #浅水也能溺死人，不是玩笑话……郎摘新闻超话
1689509133# #这锦旗上的文字，估计高考作文难及格，但它很感性、很纯正赞赞赞
1689898625# #泪
1700092574# #让开，让开，都让开，马老师来了……郎摘新闻超话
1700921742# #【黑龙江一老人栽进雪堆起不来，路过男子拍视频扶起】11月21日，黑龙江鸡西。李先生发现一老人栽进雪堆无法起身，他一边拍视频一边将老人扶起。李先生称录这个视频也是怕，看见有人路过却无人敢扶，他就开视频去扶了。扶他的时候他一身酒气，希望社会上多一份爱心。郎摘新闻超话
1699522153# #这女孩遇到大好人了心赞
1689433628# #广西小伙脚踩平衡车晒稻谷【又酷又有效率！赞】近日，广西南宁上林县的一名小伙脚踩平衡车晒稻谷，又酷又有效率！网友连连称赞：劳动人民的智慧果然无穷！郎摘新闻超话
1695639178# #云南一坚果公司发生中毒事件致3死：1人洗坚果中毒，4人相继去查看也中毒。洗坚果中毒致3人死亡郎摘新闻超话
1693272520# #抓狂
1700868905# #女子见看守所丈夫女警帮忙哄娃11月20日，云南德宏。一名女子在看守所见丈夫，一手拿着听筒一手抱孩子，时间长了手臂有些吃力和僵硬，幸警官看见后轻轻从其手中接过孩子，抱在怀中慢慢踱步耐心哄……心赞
1697340215# #赞
1696504028# #这是一个可以为将来有效避免小行星撞击地球的重要实验，意义重大！
1693138960# #小男孩踹奶奶被三位身材强壮的大哥教育，黑衣哥忍的手发抖，真怕这奶奶去拦着那几个人不让说……郎摘新闻超话
1699309161# #佳木斯一体育馆发生坍塌【当地：现场已封锁，正在救援】11月6日晚，黑龙江佳木斯桦南县一体育馆发生坍塌，当地已经紧急开展救援。网友称，事发时有孩子在体育馆内。视频显示，坍塌的体育馆顶部有厚厚的白雪。佳木斯市气象台11月6日17时30分发布暴雪红色预警信号：“我市6小时累计降雪量已达15毫米，
1703332798# #女儿抓老爸上网。网友：小时候被爸妈抓，退休了被女儿抓，太难了……允悲郎摘新闻超话
1701697886# #为啥会这样？吃惊
1692164568# #心赞
1699018901# #可赏，可游，可居的意境赞
1693298965# #有可能允悲
1692280987# #溺水男孩磕头感谢陌生爷爷救命🙏近日，安徽宿州。9岁男孩溺水被邻村老人救上岸后，家人带着男孩送锦旗感谢救命恩人。男孩随即磕头感谢老人：谢谢爷爷救我的命！救人者张先生称，当时小孩已经沉到水底了，把他救上来后已经没有呼吸了，就给孩子做人工呼吸，十几分钟后，小孩就醒过来了……心赞
