1698363499# #乌克兰武装部队第25空降旅突击了俄军的一个阵地，俘虏一群俄国兵。俄乌战争
1696407359# #【美国总统拜登3日与美国盟友和伙伴通电话讨论了协调对乌克兰援助问题】。。白宫声明：。今天，拜登总统与盟友和合作伙伴召开了一次电话会议，协调我们对乌克兰人民的持续支持，因为他们在俄罗斯的残酷入侵下捍卫自己的自由和独立。拜登总统重申，美国承诺在乌克兰捍卫其主权和领土完整的过程中支持乌克兰
1694444193# #俄罗斯克拉斯诺达尔边疆区的燃料危机-加油站几乎没有柴油。俄乌战争
1699105137# #弗拉基米尔·泽连斯基在导弹部队和炮兵日之际向乌克兰士兵颁奖。俄乌战争
1695035626# #乌克兰政府解雇了所有国防部副部长和国防部国务秘书。特别是安娜·马利亚尔被解雇。俄乌战争
1691207661# #致敬平凡的英雄，少歌功颂德goodgood给力给力鲜花鲜花
1701478911# #泽连斯基：能够与在赫尔松地区执行进攻行动的士兵们见面，我感到非常荣幸。我们为他们所有人感到自豪，我们相信他们的力量。感谢您捍卫乌克兰主权！俄乌战争
1693705783# #乌军第47机械化突击旅在扎波罗热地区摧毁的俄军装甲运兵车。武器装备俄乌战争
1696284479# #【乌军前线部署变动】。库皮扬斯克。第44机械化旅被重新部署到库皮扬斯克轴心，以加强乌克兰在北部的防御。。第42机械化旅也被重新部署到库皮扬斯克轴线。。。巴赫穆特。鉴于第57摩托化旅最近发布的训练视频，该旅似乎已从前线撤出。。第93机械化旅至少部分返回巴赫穆特以南的前线。。。大诺沃希尔卡。国民警
1690814022# #【桥梁袭击“严重影响”俄罗斯补给线】乌克兰南部司令部发言人表示，过去两周通往克里米亚的桥梁发生两次爆炸后，俄罗斯军方正遭受重大后勤问题。。。纳塔利娅·胡梅纽克（NataliaHumeniuk）在乌克兰电视台发表讲话时表示，爆炸迫使俄罗斯乘船运送一些物资穿越刻赤海峡，并在乌克兰大陆的俄罗斯占领区绕
1700262608# #【以色列国防军声称，巴勒斯坦伊斯兰圣战组织武器设施被摧毁】以色列军方声称，它已经摧毁了巴勒斯坦伊斯兰圣战组织（PIJ）在加沙使用的武器生产设施。。。以色列国防军（IDF）表示，在持续12个小时的行动后，它于周四进行了爆炸，其部队遭到袭击。。。“这个职位是武器生产的主要资产，”以色列国防军在一
1701581037# #12月1日至2日以色列对整个加沙地带的哈马斯武装分子目标进行轰炸，包括汗优尼斯和拉法。以色列巴勒斯坦冲突
1699355368# #以色列国防军对加沙北部平民喊话：尽管哈马斯继续破坏正在进行的人道主义努力，并利用你作为人盾，但今天以色列国防军将再次允许在上午10：00至下午14：00之间通过Salahal-Din公路。为了您的安全，请抓住下一次机会向南移动，越过加沙河谷。以色列巴勒斯坦冲突
1698351058# #回教分裂分子和极端组织为华夏之大患。西方白左，帝俄与天朝毒财者，黄鹅皆是此等贱贼的帮凶。
1697199622# #塞瓦斯托波尔附近遭到乌军导弹袭击发生爆炸后，俄罗斯布延级护卫舰冒烟，受伤程度未知。。。乌克兰媒体：俄罗斯船只在乌克兰海军和安全局联合行动中遭到海军无人机袭击。。俄乌战争
1699488271# #缅甸民族民主同盟军(MNDAA)抵抗部队占领了掸邦的勐格镇（Monekoe），在边境桥上升起了他们的旗帜。Mongkoe现在是抵抗运动占领的与中国接壤的第二个过境点。缅北多地爆发激烈战事
1694444252# #德国外交部长安娜莱娜·贝尔博克正在访问乌克兰。
1688777222# #【部分瓦格纳雇佣兵拒绝与俄罗斯国防部签订合同并离开中非共和国】班吉的高级官员已证实瓦格纳人员已离开中非共和国（CAR）。。。CAR国防部的高级消息人士和俄罗斯大使馆的一名官员透露，周三约有400名瓦格纳员工乘坐两架飞机离开首都，证实了当地关于瓦格纳脱离接触的报道。。。一名国防部官员表示，离开
1699227368# #转自乌克兰真理报【《纽约时报》记者：泽连斯基对扎卢日尼的批评表明乌克兰领导层分裂】。。乌克兰总统办公室周六批评乌克兰武装部队总司令瓦列里·扎卢日尼（ValeryZaluzhny）最近的材料，这一事实被西方媒体视为“生动的公开谴责”，显示了乌克兰军方和文职领导层之间的差距。。。来源：《纽约时报》。。细
1699164898# #以色列国防军定位瞄准加沙爱资哈尔学校地下武器库。以色列巴勒斯坦冲突
1692851401# #【普里戈津殒命，瓦格纳乱成一锅粥】导致普里戈丧生的飞机失事事件发生后，瓦格纳雇佣军的车队正离开白俄罗斯前往俄罗斯。据报道白俄罗斯军队正赶往边境拦截瓦格纳军队。。。另有报道指，乌克兰境内的俄罗斯自由军团已经收到上千份瓦格纳士兵的加入申请。俄乌战争瓦格纳创始人坠机身亡
1694126892# #俄占顿涅茨克基辅区发生爆炸。俄乌战争
1703942537# #【俄军29日大规模空袭乌克兰耗资逾12亿美元】。。《福布斯》报道，12月29日，俄罗斯对乌克兰的大规模打击可能使俄方耗费12.73亿美元。乌克兰武装部队总司令扎卢日内说，根据初步数据，俄罗斯军队对乌克兰使用了158件空袭兵器：36架沙赫德-136/131攻击型无人机；8枚Kh-22/Kh-32巡航导弹；约90枚Kh-101/Kh-
1699105399# #乌克兰军方发射三枚MGM-140A“ATACMS”导弹（陆军战术导弹），克里米亚遭到袭击。俄乌战争
1700489159# #Axios援引官员的话说：拜登的顾问阿莫斯·霍克斯坦（AmosHochstein）正在以色列就避免以色列和黎巴嫩之间的战争进行讨论。以色列巴勒斯坦冲突
1701825321# #一架俄罗斯Su-24M轰炸机在蛇岛附近被击落。俄乌战争
1690296278# #乌克兰武装部队总参谋部在早间报道中说，俄罗斯军队在乌克兰国防军的压力下从巴赫穆特附近的安德里夫卡地区撤出。俄乌战争乌克兰反攻
1697582948# #泽伦斯基总统确认成功使用ATACMS（陆军战术导弹），夜间击中别尔江斯克机场的MGM-140AATACMSBlock1导弹（陆军战术导弹）的部件图像（图1）。图2是在别尔江斯克机场发现的M74子弹药残骸。俄乌战争武器装备
1698057311# #一位以色列人用中文讲述他因哈马斯的袭击而从军的故事。以色列正式向哈马斯宣战
1688661561# #乌军第2总统旅的机械化营与友军的炮兵和陆军航空兵合作，侦查并摧毁了阿夫迪夫卡地区的俄军。乌克兰反攻俄乌战争
1703553730# #【哈马斯组织光天化日之下抢走人道主义物资并射杀巴勒斯坦男孩】人道主义物资援助卡车从埃及进入加沙后不久，巴勒斯坦人试图获得一些人道主义援助。哈马斯草种人群开火并抢走了所有人道主义援助物资，在此过程中该组织射手射杀了一名叫艾哈迈德·富拉的男孩。作为回应，富拉家族成员和其他加沙民众焚烧
1688338687# #战场保一命，优良的防弹衣拯救了士兵的生命。俄乌战争乌克兰反攻武器装备
1696736326# #沙特外交部长费萨尔·本·法拉汗在与美国国务卿布林肯的谈话中澄清说，沙特反对任何将手无寸铁的公民变成目标的方式。埃及人告知，他们正在与沙特阿拉伯和约旦进行谈判，以缓解以色列和巴勒斯坦人之间的紧张局势。以色列巴勒斯坦冲突
1701479553# #12月1日，由于哈马斯违反了停火协议，战斗已经在加沙地带重新开始；自早上7点以来，以色列国防军已经打击了超过200个哈马斯目标。。。过去几个小时，以色列陆海空三军对加沙地带北部和南部的哈马斯目标发动了打击，包括在汗尤尼斯和拉法等地。以色列巴勒斯坦冲突
1690954369# #7月31日，乌克兰独立通讯社报道，以色列船只率先突破俄罗斯的粮食封锁。在7月30日晚上，三艘民用船只——AMS1（以色列）、SAHIN2（希腊）和YILMAZKAPTAN（土耳其/格鲁吉亚）通过了土耳其海峡icon。通过AIS（船舶识别系统）的数据显示，可以确定这些船只的目的地是乌克兰icon。AMS1首先进入乌克兰多
1698589494# #乌克兰边防部队在阿夫迪耶夫卡方向击落俄罗斯Su-25飞机。以色列正式向哈马斯宣战
1697939141# #苏纳克上周访问了以色列，沙特阿拉伯和埃及，以表示对以色列人民的声援，并防止战争蔓延到更广泛的地区冲突。。。苏纳克表示，现在“比以往任何时候都更加重要的是加快外交努力”。。。“重新开放进入加沙的拉法过境点证明了外交的力量，美国，以色列和埃及斡旋达成协议，以确保重要的援助到达巴勒斯坦人民
1690559299# #7月27日被乌军解放的斯塔罗迈尔斯克，硝烟还未散尽。俄乌战争乌克兰反攻
1692808823# #乌克兰军事情报部门称摧毁了俄占克里米亚西部的S-400防空系统。
1688341489# #【莫斯科学生：谁反对晋凉就支持谁】莫斯科高尔基公园举行的毕业典礼上，毕业生们展开了瓦格纳PMC的旗帜，并在我是俄罗斯人的歌声中挥舞着旗帜。瓦格纳
1688397402# #FSB在克里米亚拘留了一名男子，指控他策划暗杀侵略当局负责人谢尔盖·阿克肖诺夫。乌克兰反攻俄乌战争
1700025101# #以色列军队表示，它正在加沙城Al-Shifa医院的“某个部分”与哈马斯作战，据信这是哈马斯主要行动基地。以色列巴勒斯坦冲突
1694522397# #美国
1696943959# #最近几分钟，来自加沙的火箭弹不断针对特拉维夫及其大都市区。。。哈马斯政治局成员扎卡里亚·穆阿迈尔和贾瓦德·阿布·沙马拉在对加沙的袭击中丧生。以色列巴勒斯坦冲突
1699761213# #【强烈支持伊朗神棍率先上场而不是口嗨！】以色列国防部长：真主党在玩火，我们的部队已经准备好了。。。以色列军队：以色列飞机瞄准叙利亚的“恐怖主义”基础设施。。。哈马斯失去了对加沙地带北部的控制——以色列军方发言人。。。伊朗总统表示，如果利雅得峰会“未能产生结果，各国可能会自己上场”。
1695657939# #乌克兰称，俄罗斯黑海舰队司令维克托·索科洛夫上将在周五乌克兰对塞瓦斯托波尔的袭击中丧生。。。乌克兰特种作战部队的最新消息中表示：“俄罗斯黑海舰队总部遭到袭击后，34名军官死亡，其中包括俄罗斯黑海舰队指挥官。”并补充说，另有100多名俄罗斯军人受伤。俄乌战争乌克兰反攻
1691637899# #朝鲜领导人金正恩撤换总参谋长，并要求为可能发生的战争做好更多准备，提高武器产量，扩大军事演习规模。。。综合外电和韩联社引述朝中社报道，朝鲜劳动党第八届中央军事委员会第七次扩大会议星期三（8月9日）在中央党部大楼举行，朝鲜国务委员会委员长金正恩主持会议，决定以攻势性军事行动全面加强战备
1697687185# #乌军使用海马斯火箭炮发射ATACMS陆军战术导弹。俄乌战争
1696736374# #以色列军队已向加沙地带7个地区的居民发出具体指示，要求他们撤离到预定地点。以色列巴勒斯坦冲突
1697088128# #初步报告显示，伊斯兰圣战组织高级成员穆萨·纳西尔在加沙地带北部的一次空袭中丧生。以色列巴勒斯坦冲突
1689868085# #狭路相逢勇者胜，乌俄两军短兵相接。俄乌战争乌克兰反攻
1699111212# #几内亚首都科纳克里发生猛烈交火——一些社交媒体用户称政变正在发生，还有一些人称是身份不明的武装人员试图帮助被推翻的总统穆萨·达迪斯·卡马拉越狱。几内亚
1689778438# #乌克兰武装部队总参谋部在早间报道中说，乌克兰国防军在韦利卡新西尔卡-斯塔罗马约尔斯克和新西尔卡一线（大诺沃西尔卡以南）取得了成功。俄乌战争乌克兰反攻
1690281846# #俄占马基夫卡发生爆炸和火灾俄乌战争乌克兰反攻
