1688810113# #她的舌头为什么那么长
1701752839# #车子四万公里做了个大宝剑，出来看看有单子没！
1697168169# #挺好看吧
1699239871# #天气凉了
1691965420# #撒娇女人最幸福
1703773939# #大清有一条忘记了，后宫不得干政。
1687427842# #生活就是这样兜兜转转
1695131590# #我的爱好是不上班
1690005115# #原来里面还有这么多奶
1688989987# #你们觉得这会是真的吗
1688380565# #现在造车越来越不管安全，这样的门和车顶有什么安全性可言
1690091293# #看看大神跑滴滴都是大单
1699279278# #我也不知道该叫什么了
1693378663# #上个厕所而已有必要脱光吗
1692400919# #为啥不愿意做筷子
1690595610# #又没单子了，滴滴还总是判司机有责烦得很。
1687145543# #这裙子好看
1701572605# #出来看看有单子没
1690434409# #被困机场无单返回，大雨来临
1689547056# #啦台风开始来了吗
1697692483# #你们一家子半夜敷什么面膜
1695852705# #每日一餐分享中秋大闸蟹先吃母蟹
1695741842# #这跟炒股不一样吗，亏了补仓越补越亏
1693942680# #比打车都贵叫个滴滴不香吗
1700871790# #以色列哈马斯移交首批被扣押人员这些人活的都挺好看来生活条件不赖
1701705695# #一股子发烧的感觉又上来了，妈的怎么就好不了了，吃过药四个小时一过去病症就上来了，一点都不耽误。这病毒太猛了
1696535495# #我的十一Plog世界上最繁忙的高速公路
1699812469# #李佳琦双十一收入超250亿这别说个人，就是很多大老板也得眼红，doge
1698027833# #有点后宫干政的感觉
1693658864# #男人吃啥都快
1697455987# #这一定是盖房子的搭架子用的
1697791331# #只是捂住嘴了吗哈哈哈哈哈哈
1692878848# #老子吓得连个屁都不敢放
1693230637# #还是挺好收买的
1687764499# #好强看到就害怕
1692147484# #车位怎么选择
1695040701# #女人不生孩子就是缺德
1704114950# #元旦3倍工资不得以调休代替只要你工资超过了八千，加班就不划算了，很多公司是按照地方最低工资算底薪来计算加班费的。也就是2200的基数，算下来三倍工资等同于月薪六千的一天的数额。哈哈哈哈哈哈
1704147219# #好运报道！我正在参与微博开新年跨进2024，成功解锁红包0.13元锦鲤附体加入发博打卡、互动集卡，跨年惊喜根本停不下来比耶&gt;&gt;
1700537127# #累计3.1万名电诈嫌犯由缅北移交我方这么多渣子
1697772729# #高中同学说明成绩差不多都在家附近基本门当户对。大学同学差距就大了，有人600分进来，有人400分进来的，还有专升本来的。各地经济差异巨大。未来走向不一样很正常。
1688477031# #现实版越女剑
1701675350# #11月跑滴滴充电花了560。自己家充电桩。
1687154956# #我也要亲一口
1702076148# #常州的清晨
1695741437# #这些能说吗
1692879427# #婚前财产公正女拳们这个该怎么打拳
1699707307# #京东高管炮轰头部主播佣金过高看别人挣钱眼红吗？
1700460673# #【滴滴快车】亲爱的滴滴师傅您好！邀请您于2023年11月22日下午1点，准时到常州市武进区夏城北路1号新时代家具广场1-B136滴滴出行授权司机服务之家(新时代广场店)参加线下培训交流会，到场后请打开司机部落签到，迟到15分钟不予签到。如未到场将会阻断出车，培训后方可恢复！请务必按照对应的场次和时
1697791954# #刘雅瑟称不是所有流浪狗都是坏狗圣母婊啊
1693969822# #给个单子吧。dogedogedoge
1697797308# #中国移动前三季度营运收入人民币7,756亿元天天打电话套路你加套餐。上去了就降不下来直到换号
1698933114# #专家建议双非本科生不要介意下工厂开始号召一本大学以下的孩子进场打螺丝做操作工了
1701989943# #北京多所高校食堂鹅腿断货东北大鹅冲啊
1696087230# #天妒英才吗
1690812060# #套路真多
1690279217# #护士打针也怕疼
1689337596# #滴滴总弄这些虚假投诉坑司机，你的口碑会毁掉的。我的空调开的冻死你，谁敢投诉我？
1689141252# #这是泽连斯基吗
1701224813# #这个点凉的透透的一个单子也没有跑滴滴亏死了
1703208867# #必须滴，没吃过饺子怎么能算美国人
1700607082# #我也冷
1693295520# #23公里就出32块钱，我给他删了，又在这个价发，真不要脸。
1704058001# #2024年第一条微博跨年结束，听说很多人打不到车走路回家了允悲允悲允悲
1701645134# #这次是真的没有胃口，吃什么都没味，吃不下，一碗面条都嫌多。doge肚里空空喝杯热水咕咕叫，什么也不想吃。
1701352010# #老胳膊老腿不好使了
1702823880# #红肚兜好看啊
1692951273# #做美容吗
1695077345# #豪宅啊
1699657505# #以军否认加沙地带暂时停火没炮弹了，做个顺水人情就说停火哈哈哈哈哈哈弹丸之地轰炸了一个月了没拿下来丢人吧
1692612925# #吃完饭就活剥吗doge
1703921788# #孟羽童离开格力后气色好了很多。
1693383692# #破导航走什么米字弄，那个鬼地方城中村电驴都费劲，你导航让汽车穿越。
1701774364# #回家了
1688283350# #朦胧美
1691569255# #感觉不一样吗
1696513183# #赚钱比较容易
1690715320# #机场八十司机排队，停车场都满了。啥时候能回去了啊
1688164356# #道达尔加油就是便宜
1702795927# #多家航运公司暂停在红海航行中国海军出发吧
1699582077# #爱情经不住考验
1692106650# #这个姐姐真好
1697505278# #洗脸刷牙出来闲逛，不知道什么时候能去拿车。无所事事莱欧斯利
1690445908# #这也太深奥了
1689905020# #在常州滴滴说缺司机，司机说挣不到钱。你来不来常州跑滴滴？doge
1689111020# #人生处处召小人，买车时候说的好好的，你离的近可以来店里免费充电，昨晚销售经理跟保安说他不是我们的人不要放他进来。
1692796898# #西瓜种子哪里来的谁种的西瓜
1702961470# #甘肃地震已致111人遇难艹，村里的土房子扛不住啊
1694513137# #郭美美已出狱那不得热闹一下摆几桌
1687707876# #外面下雨了，我的小鹏在外面充电呢doge
1702126254# #这时候你用得着
1691535842# #确实好听
1695942225# #多聪明的女孩子
1697934715# #以前下海是因为到处都是机会，现在下海干什么？
1703504823# #阿姨的战袍不赖
1698125080# #老头都退休了打个游戏还不行吗？
1693526385# #这导航听着舒服就是人多的时候尴尬不
1695180064# #奇怪的声音哈哈
1692429005# #吃了滴滴八块钱低保。一般我是不听从调度的，这次给我调度家门口了，就来了，果然十分钟没单子，吃了八块钱低保。
1701067343# #姐夫呢
1692504024# #一个小子发了个十公里实时计价单子，过了一会他删了。又过了一会重新发了个一口价特惠十公里十四块钱，然后我给他删了允悲允悲允悲允悲
1698479305# #勾引你跑特惠
1688250536# #这么文明自律的民族今天能混成这逼样哈哈
1696816621# #劳资蜀道山最温柔
1698110578# #哈哈不怕女朋友被拐走就怕她拐别人走
1698880462# #我同意
1696727056# #累了躺着休息，待会去出车跑滴滴
1696747774# #以色列人间肿瘤doge
1702971928# #新东方及东方甄选捐款1000万元看来直播带货很赚钱
1696086440# #最后那是谁放了个屁
1698807711# #哈哈痛快了吧
1701323473# #瞧这乌鸦嘴
1693572411# #还是小姨子好使
1703470441# #朋友们，今年最后一期周一福利日！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！奖池百元大额红包中奖概率今日翻倍！最后1天！快来拼手速吧！
1700173457# #常州的娱乐业又可以开业了
1699929407# #哇这好看
1691534949# #秋天果然不一样
1694780577# #这是哪家饭店
1690525719# #给孩子来个大单吧，一天没吃饭了可怜
1700619253# #这不行腰上有点肥
1695605954# #真有才
1698507458# #难怪你找不到男朋友
1691272995# #最真实的用户体验
1700642654# #就喜欢这个媳妇
1694558731# #早
1694140701# #向资本屈服打开特惠跑滴滴泪。
1688253525# #把我当大傻逼吗，刚出来调度十公里。那个地方就是起步价偷笑
1699863942# #美
