1650668899# #人应有志，勤学，作事要有恒心。。曾国藩
1676308654# #人生的复盘。在这衣食无忧的世界，。追求成就感是任何一个年青人人生拼博的原动力！
1659805850# #张朝阳-秒懂百科秒懂百科：短视频涨知识，世界如此简单。
1656372960# #转发微博
1686543015# #RoseWong/MaxLu《FINALLY原来的我》
1669436315# #PUA到底有多可怕？揭秘PUA是如何操纵人心的，学会你就不会被骗。生活常识(好女不嫁钓鱼郎)。。你听说过什么是精神操控嘛，你有经历过pua嘛。。首先精神操控者最常用的手段就是双重洗脑。举个例子，你比如说，一个男生开一辆豪车，带着第一次见面的女生出去吃喝玩乐，并且表现得非常热情，因为首次效应
1690692767# #转发微博
1700758048# #消费、科技、养老。
1698764551# #《GoWest》歌手：PetShopBoys
1658321635# #7月20日是世界国际象棋日（WorldChessDay）。请看美国人在哪些地方下国际象棋以及为什么国际象棋对青少年越来越有吸引力。。
1683482913# #你买的不是股票，你买的是一个公司业务的一部分。
1669135435# #生活中不爱出风头的人。往往才是最有趣的人
1659654791# #早晨！。七夕次日七律。多情之人最无情，祝你每天都快乐！。酒至半酣花最多，情到深处人孤独！。嫦娥应悔偷灵药，碧海青天夜夜心！
1697030155# #体检指标
1688053110# #BEYOND《真的爱你》（《摆渡人》电影插曲）每日30首）
1676269248# #中国科技三剑客不差，中科曙光，浪潮信息，紫光股份
1694693323# #降准经济运行持续恢复，内生动力持续增强，社会预期持续改善。为巩固经济回升向好基础，保持流动性合理充裕，中国人民银行决定于2023年9月15日下调金融机构存款准备金率0.25个百分点（不含已执行5%存款准备金率的金融机构）。本次下调后，金融机构加权平均存款准备金率约为7.4%。
1652884369# #生活常识
1676737153# #蝶恋花·从汀州到长沙。蝶恋花·从汀洲向长沙（一九三零年七月）。六月天兵征腐恶，万丈长缨要把鲲鹏缚。赣水那边红一角，偏师借重黄公略。。百万工农齐踊跃，席卷江西直捣湘和鄂。国际悲歌歌一曲，狂飙为我从天落。
1651076941# #转发微博
1692708778# #《行香子·七夕》。【宋】李清照。草际鸣蛩，惊落梧桐。。正人间、天上愁浓。。云阶月地，关锁千重。。纵浮槎来，浮槎去，不相逢。 。。星桥鹊驾，经年才见，。想离情、别恨难穷。。牵牛织女，莫是离中。。甚霎儿晴，霎儿雨，霎儿风。
1673316327# #生活常识佛法
1658148563# #林子祥《十分十二吋》
1662221931# #下次再遇见喜欢的人，一定要提醒自己，。只做朋友，只谈笑风生，不可以动情，。不远不近的欣赏，淡淡的喜欢，。不至于最后乱了初心，败了芳华。。。——杨绛。。讨厌一个人也不必翻脸，谁都有自己的活法？。生活常识
1682861601# #致敬警营的所有劳动者，并祝大家节目快乐！
1702178565# #转发微博
1650190811# #转发微博
1681215123# #如果你想要一头浓发，喝茶，喝咖啡吧，少喝碳酸饮料
1702168020# #厦门象屿(600057.SH)：控股股东累计增持0.43%股份→
1692813334# #东方财富股票【首份国有大行中报出炉：建行净利同比增3.12%这些指标值得关注】首家国有大行2023年半年度业绩经营数据“出炉”。8月23日，建设银行披露了2023年半年度报告，报告期内，该行实现营业收入4002.55亿元，同比下降0.59%，实现净利润1672.95亿元，较上年同期增长3.12%。资产负债规模实现
1651669978# #八个菜
1653684751# #转发微博
1672674673# #喜剧
1654006252# #5月31日，降低单元席位交易费的影响。三大股指早盘探底回升，午后强势上扬，沪指涨逾1%，深成指涨近2%，创业板指涨约2.3%收复2400点；两市成交额有所放大，全日成交约9300亿元，北向资金净买入近140亿元。行业方面，半导体、食品饮料、农业、酿酒等板块大幅走高，粮食概念、消费电子等题材表现活跃。。。
1673774630# #【晶澳科技：2022年净利同比预增135.45%-174.69%】晶澳科技(002459)1月15日晚间发布业绩预告，预计2022年净利润48亿元-56亿元，同比增长135.45%-174.69%。报告期内，光伏行业快速发展，光伏产品需求持续增长，公司光伏组件出货量和营收规模实现较大幅度增长。
1681489976# #飞花深处，慎始敬终。【今日主题词：始】。翠林遮日，树荫成影；绿湖耀目，鸟雀成群。。芳草满目，香气怡人，登高眺望，始于迈步。
1667711878# #张国荣《为你钟情》
1673287161# #转发微博
1663963290# #真正有格局的人：少管闲事，专注。。觉人之诈，不怒于言。。察人之过，不扬于人。。受人之辱，不动于色。。施人于难，不记于心。。生活常识
1676568192# #股市常识。每个人都有自己的逻辑，做好自己。。预计未来贫富二极分化，也许有更多的现金流走向股市，这些资金应是求稳求利，所以银行股票是用来的投资的其一路径，10年前购买的某银行当时2.7元分红0.10元，现在5元左右分红0.3左右。
1691048684# #正道要守，小技要懂！虽不能尽祥，无咎
1677670927# #【香港恒生指数收涨4.21%恒生科技指数涨6.64%】香港恒生指数收涨4.21%，恒生科技指数涨6.64%。蔚来涨11%，小鹏汽车涨超9%，理想汽车、知乎涨超8%，腾讯控股涨超7%，中国电信涨近7%。
1680973566# #4月9日语报，星期日，农历闰二月十九，周末愉快！。1、广东5年连续蝉联全国第一生育大省。2、人民网热评：陈某龙造谣被行拘，但加班痛点需直视。。3、从事危险研究！美国超330个生物实验室遍布全球。。4、日本多地下水道被测出含放射性物质，经焚烧后无处填埋。。5、深圳将取消人才房和安居房。。6、巴西超
1656019418# #转发微博
1688822098# #转发微博
1698373129# #今天是变形的红三兵，
1651433339# #人生的复盘和失败者在一起，你可以总结经验，预防失败！和成功者在一起，你可以得到成功的知识，创造成功！
1661759766# #转发微博
1672594330# #V评:上周资金净买入最多的是银行，净买入19.6亿，第二是医疗服务，净买入15.85亿，第三是电力，净买入15.08亿，第四是证券期货，净买入14.82亿，以上数据显示，至少上周有资金买了点指数。
1696390138# #10倍是个头部。。我觉得会跌到当地平均十二年工资能买上100平方米的价钱时比较合理。生活常识
1693545891# #转发微博
1667225322# #依雪《滴答》
1681403665# #索罗斯传：在市场赔钱并不可怕，可怕的是不能认识到自己的错误而继续赔钱，一个伟大的投资者，不在于他从市场赚了多少钱，而在于他是否有承认失败的勇气，以及能否从每一次失败后重新站起来，并且变得更加强大的毅力。索罗斯金融期货金融故事传奇人物量子基金财经
1656857004# #突发！2000亿巨头遭证监会立案调查！涉A股内幕交易，22万股民懵了
1676197097# #人生的复盘。年青人应有的二大意识。第一、事业意识，兴趣专注，奋进。。第二、家意识，勤、俭。
1667964678# #盘中小经验股市常识。入股市后的进阶思考是如何规辟羊群思想？。①什么是羊群思想、特征。②如何坚定地规辟
1675297916# #知所从来，思所将往，方明所去。。注册制是创业者最好的奖励。
1678116376# #转发微博
1684087732# #2023.9.23亚运会
1665106479# #对奢侈品文化的支持，。就是对固化并腐朽的资本主义文化入侵的支持！。关于不可调和，大多数是意识形态的不同。。生活常识
1690824180# #转发微博
1674804416# #转发微博
1674325452# #转发微博喜剧
1660089153# #什么是Chiplet技术？。。Chiplet通常被翻译为“粒芯”或“小芯片”。单从字面意义上可以理解为更为“粒度更小的芯片”。它是一种在先进制程下提升芯片的集成度，从而在不改变制程的前提下提升算力，并保证芯片制造良品率的一种手段。。。现代芯片制造工艺可以被视为一个无限追求摩尔定律极限的过程，而当芯
1651984501# #爱才是天底下最美的盛宴，因爱得福
1657234512# #约翰逊宣布辞职后，英国外相首次发声：他做了正确的决定
1663268406# #转发微博
1658398841# #『从滴滴被罚80亿，看医疗数据安全的持久战』
1682958552# #量大智自裕，心宽寿自延。。。《中庸》里说：“大德必得其位，必得其禄，必得其名，必得其寿。”。。有德行的人，行事磊落，精神开朗，从而气血和调，生理功能平稳，最终得以健康长寿。。。历代养生家都强调，养生必须与道德修养相协调。。。一个心怀慈悲的人，以仁爱待人，以宽厚处世，不役于物，也不伤于物。
1693451853# #今天PMI数据亮了
1661506135# #男人的通病～你觉得说的有道理吗？。这个问题本来都不稍回答，却有缘。。点评一下：一个好的女人无论是在持家，还是做事？都应保持一个好的记忆力、想象力和思考！。女人如花，没有绿叶好么，绿叶无花自成荫，。女人如肉，应该尽快给吃了，或者放进冰箱，放在案台的肉很快就臭，绿头苍蝇惦记着呢！。如
1663149634# #转发微博
1685640967# #如果说康震如李白、东坡再世，此女却是人间不同！
1678527737# #张又侠、何卫东为中央军委副主席，李尚福、刘振立、苗华、张升民为中央军委委员『国务院总理李强进行宪法宣誓』
1677590634# #28日，两市股指早盘震荡下探，午后探底回升，创业板指午后涨近1%；两市成交约7500亿元，仍维持在低位；北向资金小幅净流出。。。截至收盘，沪指涨0.66%报3279.61点，深成指涨0.7%报11783.8点，创业板指涨0.8%报2429.03点，上证50指数涨0.5%；两市合计成交7567亿元，北向资金净卖出13.04亿元。。。盘面上看
1674325298# #生活常识山高有行路，水深有渡舟，和气作春妍，新年胜旧年。
1659635488# #七夕吟。盼！。我愿如港湾，你如远航，静等你落锚！。等！。执子之手皆俚，温粥，筑巢，霞光栖茶影！
