1694445507# #☞吴彤这嘴绝了！☞傅首尔&nbsp;☞笑女士
1693585142# #☞范丞丞做饭露出痛苦面具范丞丞做饭是真的有搞笑buff在吧，听到要给鸡按摩直接瞳孔地震，上手之后更是连连痛苦面具，表情生动又可爱，谁来救救做饭的范丞丞啊☞娱你安利☞笑女士
1695994878# #国货彩妆你到底在干什么！★平价彩妆不平价
1702217503# #★谢娜你好星期六录制路透这也是另一种意义上的回家了吧，期待炅娜同台合体。★综艺★何炅谢娜&nbsp;给视频加buff
1697898203# #★猫咪★萌宠原来这只猫猫已经13岁了
1698297625# #这才是真正的好闺蜜啊！★刘涛★秦海璐★花儿与少年★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1697590793# #★天线大眼仔这么炸街的玩具谁能不爱★玩具★奇奇怪怪★发夹
1700227511# #天鲨的，你敢耍老子！！★专治不开心★万万没想到
1704803654# #徐志胜：吴泽林要惩罚我直接说吧娱乐评论大赏
1699970584# #但凡失误一下子这火就灭了★狗狗★动物的迷惑行为★搞笑
1693604450# #&nbsp;☞瑞幸&nbsp;也开始玩&nbsp;☞高端局&nbsp;了☞笑女士
1694862025# #☞宋茜&nbsp;再现神级现场舞台无所谓舞台女王会出手&nbsp;&nbsp;☞和平精英&nbsp;&nbsp;☞这谁顶得住啊&nbsp;☞笑女士
1693662187# #☞何超莲了解☞武艺从拿蛋糕开始。武艺问武艺拿蛋糕好笑吗。媲美武艺分蛋糕的镜头出现了☞...☞娱乐评论大赏☞笑女士
1702061725# #当世界拳击冠军偶遇袋鼠★搞笑明星
1693292151# #喜欢在雨中漫步的人真的要注意了&nbsp;☞淋雨&nbsp;☞笑女士
1701069439# #这个我真的破防了……★宁安如梦★打工人亿点曝光计划
1704122581# #大老虎爆改东北金渐层，尔滨你太陌生了哈尔滨老虎东北金渐层哄小土豆开心哈尔滨旅游哈尔滨
1694421960# #军训的小可爱们过来接雨啦~☞军训☞萧敬腾☞娱乐评论大赏☞笑女士
1693576565# #真的好甜，羡慕这样的爱情☞手拉手跑出考场的情侣找到了☞男友视角☞情侣☞笑女士
1698571294# #企鹅：说好的咱们俩一人砸一下+★搞笑★万万没想到★情感CR:★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1702504621# #187穿西装就是带劲嗷！★林一★脱轨★西装★这谁顶得住啊★萤火虫安利机
1694749740# #&nbsp;☞戚薇&nbsp;&nbsp;☞郑秀晶&nbsp;同框，两位都是颜值超高的美女，百花齐放了属于是&nbsp;☞娱你安利&nbsp;☞笑女士
1701990706# #GQ承包我一年的笑点★gq盛典★gq红毯★张若昀★吴磊涨姿势
1698111157# #雪王，你真瞒着我过上奢华帝王生活了啊优质博文上热搜开放计划
1702548096# #真的被乐高积木的力量狠狠震撼到了！★乐高★乐高大师★乐高大师中国版★万物皆可乐高积木
1699943934# #知识以一种奇怪的方式进入了我的脑子★英语★娱乐评论大赏
1696138633# #★刘宇宁：别踩我鞋了er~&nbsp;&nbsp;★娱你安利&nbsp;
1697605077# #★田耕纪里的三段母女情她们是npc,但也是母亲，生来的设定就是爱你★田耕纪母女线★亲情★母爱★田曦薇
1701615558# #★陈少熙★十个勤天★向全世界安利陈少熙粉丝吃得也太好了吧，有事儿正主会刚，这是什么大爽文啊！亿点曝光计划
1701073972# #★林俊杰宿命感直接拉满★林俊杰人生愿望清单：去看一场林俊杰的演唱会综艺
1694033368# #10后流行文言文交流了☞笑女士
1693440737# #☞王鹤棣狼尾☞侯明昊万宝龙活动☞许凯笑出镜头了☞侯雯元好帅☞于适纯白西装☞笑女士
1704032342# #这波回忆鲨我先吃了，铠甲勇士主持跨年晚会，这个晚会是懂观众的！跨年晚会今年主持人是铠甲勇士
1698127609# #吃好喝好哈，今天我做东！！优质博文上热搜开放计划
1687949507# #:/:
1694661467# #人终将被年少不可得之物尽其一生☞笑女士
1701780853# #人颠点就算了手机也颠了&nbsp;&nbsp;★万万想不到&nbsp;&nbsp;★娱你安利&nbsp;优质博文上热搜开放计划
1701373069# #原来同一个屋檐下的人，可以如此冷漠没边界感★大学生★舍友★素质★娱乐评论大赏优质博文上热搜开放计划
1700756461# #★娱乐评论大赏★摇子的快乐生活小孩哥好丝滑！好看，爱看！★搞笑明星
1694687887# #大数据太厉害了！&nbsp;&nbsp;☞娱你安利&nbsp;☞笑女士
1703064117# #谁懂啊！姐姐和张大大真的好飒啊！两人能不能拍一段打戏，我真的很想看！★姐姐妹妹俱乐部
1690718187# #点我评可以吗
1694791367# #这发言真的很难评啊☞具俊晔☞大s☞笑女士
1700738259# #★我就是演员第3季★于正：要对的起演员二字★姜潮：如履薄冰了★高情商优质博文上热搜开放计划
1699880201# #★景甜男演员的脸小不小景甜的手一量就知道★许凯★张彬彬★娱乐评论大赏
1701247721# #★奶茶咖位图你喜欢喝哪个呢？涨姿势
1694748995# #原来不同的声线出来的效果很不一样，太可以了，都好喜欢🆒☞虞书欣☞关晓彤☞王牌对王牌☞笑女士
1698067597# #金五集团三巨头聚集，少了于和伟，多了一个“它”~★荣耀手表4Pro★孙艺洲★田雨★李乃文
1699602912# #拍戏现场导演带着演员们跳起了科目三★记录电影人的点点滴滴★开机大吉★拍摄现场★科目三★万物皆可科目三
1693825562# #太喜欢看这两人玩游戏了！跪求孟姐多来几期，我爱看~☞孟子义&nbsp;☞秦霄贤&nbsp;☞娱你安利☞笑女士
1701437409# #不愧是乌合麒麟出品！好深的寓意啊★声生不息★乌合麒麟★海报设计给视频加buff
1688814298# #哈哈哈哈
1694934337# #它秀出下颚线的那一刻，狗绳都能变领带！。☞这么可爱的狗狗当然要宠着啊☞它好像知道自己很可爱☞狗狗这是谁家的小狗啊￼☞笑女士
1688178726# #找我互动苦涩
1693281740# #☞贺峻霖的追星之路和别人不太一样~☞笑女士
1699140451# #★ITZY哇！击来上海了！
1695520518# #啊~超级可爱的刘小狗啊☞这谁顶得住啊☞刘耀文☞安利☞笑女士
1699006318# #这一定是每个爸爸都不想面对的时刻！&nbsp;★况三喜&nbsp;&nbsp;★爸爸当家&nbsp;&nbsp;★娱你安利&nbsp;&nbsp;★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1700954396# #★没看到的演唱会有直拍了粉丝做梦都会笑醒吧，天降喜事！娱乐
1690597679# #橘子工厂超话月月i互动的直关
1694203494# #Lisa是从漫画里走出来的吧，是看八百遍都惊艳的程度☞笑女士
1693671843# #人红了果然有用，&nbsp;☞魏大勋&nbsp;2011年拍的电视剧，压了12年没上，现在才播出来☞笑女士
1697937240# #★你好星期六下期披荆斩棘专场《披荆斩棘》的哥哥们来了★娱乐评论大赏★披荆斩棘★你好星期六
1702334922# #★一念关山果然没有男人不在意身高，一米九的刘宇宁也不例外！★刘宇宁★方逸伦★身高★一念关山反套路群像★一念关山多向救赎
1700561141# #有没有人管管我们牛牛的死活啊！再有下次就要当场哞哞哞了！！★张凌赫★白鹿★王星越★100万个约定★娱乐评论大赏
1702584313# #很新颖的搭讪方式，又被小孩哥震撼到了★搞笑★小孩哥★可爱给视频加buff
1688009667# #鞠婧祎超话jjy鞠婧祎魏枝jjy鞠婧祎韩菱纱。。兜兜转转的重逢是场浪漫𝑨𝒓𝒐𝒖𝒏𝒅𝒂𝒏𝒅𝒓𝒐𝒖𝒏𝒅𝒓𝒆𝒖𝒏𝒊𝒐𝒏𝒊𝒔𝒂𝒓𝒐𝒎𝒂𝒏𝒄𝒆。。
1699670773# #都是优秀惹的祸呀
1696401203# #★侯明昊的小孩缘梦回放开我北鼻，好温柔的候哥！！★侯明昊
1698668248# #听说刷到的人往往都是单身的那个人★娱乐评论大赏★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1701932831# #市面上的mbti被我读懂了，你到底是什么的结合体！★mbti★搞笑娱乐
1700912681# #★被爱的前提到底是什么★娱乐评论大赏★爱情★内娱★孙怡★杨幂★辜负★心碎★恋爱脑
1704297398# #辛芷蕾：虽然听不懂，但哦就对了辛芷蕾主打一个听不懂回应就完了辛芷蕾
1695637859# #我服了，又是诺奖级的发现，琼瑶的剧真的是常看常新...&nbsp;☞琼瑶剧&nbsp;☞笑女士
1703090291# #记忆里最甜的那颗糖★糖丸爷爷★顾方舟★童年★正能量★健康
1690973903# #鞠婧祎超话jjy鞠婧祎魏枝jjy鞠婧祎韩菱纱。。鞠婧祎三个字是信仰亦是救赎。。
1702790858# #起猛了鹿晗跳科目三了★万万没想到★五哈★鹿晗★娱乐评论大赏微博vc计划
1702238759# #手心都磨出火来了吧！微博vc计划
1700815193# #★周冬雨黑色排扣连衣裙造型笑起来好温柔
1701179455# #原来奶奶才是最强僚机★奶奶给视频加buff
1698033003# #余华老师是懂安慰年轻人的★余华
1694084100# #快来照镜子了家人们☞孙珍妮☞娱你安利☞微博娱乐企划☞笑女士
1704466244# #怪不得一直压轴李宇春因为李宇春才有的跨年晚会湖南卫视跨年晚会
1691058589# #橘子工厂超话好朋友嘟嘟有ks直关
1704619664# #继张婧仪陈星旭采访后的第二大修罗场修罗场最遥远的距离张云龙钟楚曦&nbsp;
1699956726# #很精致又有点笨拙★大学生★精致★慈祥★搞笑
1703264445# #大师，没人给我发消息我怎么已读不回成功女人女性学到了大数据推给有需要的人
1699509322# #★仲尼的原生家庭和卡琳娜希望卡琳娜可以好好的生活吧★仲尼★卡琳娜
1703682496# #爱与被爱同时发生是一件值得骄傲的事周一围朱丹爱的修学旅行爱情
1704384489# #甜馨好霸气！！爽甜馨李小璐贾乃亮
1702137649# #★汪苏泷给周深挖的坑可真大，周深年度最大社死时刻有，★汪苏泷周深★声生不息韩红搞笑日常
1699965471# #看来你小子在狂飙里还是保守了些...★苏小玎★高启盛
1694521831# #☞大牌大补这真的是我的理想工作啊！又不累还能做我最爱的月饼！不说了！去面试了！☞这不是五仁月饼是闲人月饼吧☞笑女士
1700776742# #到底是哪来的那股子不对劲的味啊！/（素材来源：）★吉他弹唱★卖报歌投票
1703906078# #下次记得给孩子准备大酱！万一白客老师饿了呢白客大葱比心
1700475411# #拍呀！怎么不继续拍了！！★综艺★万万没想到★抓马★台湾
1702477041# #热巴永远都在为别人着想啊，她真的让我哈特软软！★迪丽热巴★秦岚★花儿与少年★娱乐评论大赏综艺
1696040115# #猫咪界的范氏姐弟怎么也那么好笑啊！。&nbsp;★姐弟&nbsp;&nbsp;★范丞丞&nbsp;&nbsp;★搞笑&nbsp;
1699952320# #现在的书，这么演我精神状态的吗★玩坏这本书★有趣★解压神器
1700110268# #★听说表情包能召唤游戏搭子事实证明，找到合适的表情包，没有人能忍住不发疯★梦幻西游★表情包
1689839269# #陈芊妤超话🐟向全世界安利陈芊妤🐟陈芊妤妤你同行🐟陈芊妤薄荷夏日系公主。。Youareasbrightasthefireworksonearth.。你如人间烟火般璀璨。。
1700368062# #★孟子义跟白鹿说自己是大甜妹鹿鹿：真受不了你孟子义hhh★白鹿★孟子义★奔跑吧
1703655061# #真是个讲究人！！娱乐评论大赏
1701148905# #00后：因为淋过雨，所以把人踹河里素材来源：明星
1700081464# #★李承铉用刚学的成语夸人★戚薇表情一言难尽★这样唱好美★综艺
1695144084# #☞王俊凯裸眼3D生日应援&nbsp;王俊凯的粉丝真的太有心了，裸眼3D大屏生日应援，审美和创意度拉满&nbsp;☞王俊凯&nbsp;☞娱你安利&nbsp;☞笑女士
1690551880# #晚上好
1695996104# #★周深日常怼粉
1704878536# #白鹿敖瑞鹏白月梵星路透！白月梵星白鹿白月梵星敖瑞鹏白月梵星
1698264108# #大叔的每句话都在我意料之外.★万万没想到★娱乐评论大赏★搞笑cr：★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1698587832# #哦买噶，我那老来俏的爱豆开始营业了，哭死~★魏晨★分身情人★娱乐评论大赏★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1687949269# #:/:
1688107306# #哇哇哇宝宝
1697604133# #★秦霄贤会给喜欢的女生看胸肌老秦！快把不值钱那出收起来！快！★秦霄贤★我们恋爱吧★周扬青★恋综
1704697897# #等我买一个刮痧板回来就行动
1702790402# #生哥：只要不是苏醒那样就行，毕竟我身边不能有两个跟我争冠军的人！★陈楚生选择宋亚轩当女婿或者妹夫★陈楚生给视频加buff
1701109140# #★三千佳丽其实是悲伤故事皇帝哭的并非未得美色，而是这皇权被他人架空啊★冷知识★古代微博vc计划
1699010840# #当年真的很磕张瑶瑶和李宁枫★西出玉门★张艺上★为了你我愿意热爱整个世界★搞笑★娱乐★演员★电视剧★女神★男神★明星★综艺优质博文上热搜开放计划
1700135320# #她已经不需要任何修饰品★刘亦菲★娱乐评论大赏
1703907449# #都这么努力了，铲铲晋级和爱情当然都要抓住啊铲铲玩家为了晋级可以有多拼铲铲玩家晋级众生相
1691307240# #鞠婧祎超话jjy鞠婧祎韩菱纱jjy鞠婧祎仙剑奇侠传四。。七年前的那场雨我真想为你撑把伞。。
1691405655# #晚上好微笑微笑微笑
1702218638# #王鹤棣片场找辣条花絮是爱吃辣条的小孩总一枚呀★王鹤棣★时宴★以爱为营投票
1697794953# #★我就是演员第2季★曾舜晞温暖的像个小太阳★田耕纪★马思纯★娱乐评论大赏
1702184355# #这是什么小说男主的人生啊，20岁比我一辈子都精彩！★学霸★帅哥★娱你安利给视频加buff
1697694765# #小孩哥为这个家操碎了心★为什么我是天选感冒人
1699100680# #也难怪李帅说王一博是个外表冷，但是内心柔软到不行的酷boy了★王一博★这就是街舞★李帅★李帅真的听了王一博的话★街舞
1701064211# #★王星越单手劈西瓜小孩哥有点东西★王星越★宁安如梦★一百万个约定之宁安如梦★娱乐评论大赏娱乐
