1691972540# #投资是令人激动和愉快的事，但如果不作准备，投资也是一件危险的事情。
1692718692# #大家发现没有，。很多独生子女家庭，。都说不喜欢找多子女家庭，。担心家庭关系复杂。会有妯娌矛盾婆媳矛盾等等，。可也有很多二孩家庭，。不会找独生子女，。因为他们觉得独生子女负担大。。。我一个邻居两个儿子，。她就反对儿子找独生女，。因为如果对方家里就一个，。以后节假日估计都会在对方家过了，。所以根
1698147271# #码住慢慢看
1694336970# #收藏goodgood
1696488655# #最萌身高差！
1698974487# #收藏起来学习
1703942398# #确实如此，俞敏洪说的是实话。
1702913609# #码住慢慢看！
1699712689# #码住慢慢看
1695345354# #多家海外机构调高中国经济增速预测和股票回报率！。。9月以来，包括高盛、摩根大通、澳新银行以及隆巴德咨询公司等境外机构纷纷调高对中国经济增速预测和股票回报率。。。9月17日，高盛最新宏观研报指出，中国8月份的数据大多好于预期，信贷增长、工业生产和零售销售连续加速。消费价格指数摆脱了通货紧缩
1700971370# #清华张国刚教授：为什么古代王朝最长超不过三百年？
1694354926# #人这辈子，不是你的东西，千万不能要，要了就是你要还的债，即使是父母的家产，要了不如不要，只有自己的才是安稳。。。有一种人就是有一种病，就是贪病，贪心不足：他的是他的、别人的也是他的、他想要的就是他的，心眼扎在钱财里，为此不择手段，不顾亲情，不要人格，丧尽天良，人在做天在看，报应紧随
1701876416# #转需
1694952512# #太胖了吧？
1704123680# #能红一辈子不是没道理的！
1703254210# #码住慢慢看！
1696144951# #最终什么处理结果？
1702729511# #码住慢慢看
1702994563# #赞
1695648688# #赞
1702486183# #这不是鸡汤，这是现实：你们有没有发现夫妻之间，在不为金钱发愁的情况下，才能心平气和的说说家常，聊聊孩子。。一旦缺钱，就会互相看着不顺眼，各种挑剔，各种抱怨，你怼我一句，我呛你一句，把仅存的一点感情也会消耗完！。有钱彼此尊重，无钱互相抱怨，感情不需钱，但过日子却离不开钱，贫贱夫妻百事
1703597033# #码住慢慢的看
1699272807# #转发微博
1703414926# #码住慢慢看
1694942399# #善待自己
1695902049# #赞
1702628132# #机会总是难得，让人怀疑的，但是往往是给有准备的人的
1694872378# #赞
1702625444# #赞
1692512550# #这是一位高人！2023年到底还能不能买房？这是我看过的建议最中肯的文章，引经据典，论据充分，随着时间线不断深入，一篇好文！同一篇文章，每个人读了会有不一样的结论！
1702484146# #陈佩斯、李琦喜剧短片《热点访谈》，一起看一看！
1699018942# #码
1702996927# #真长知识嘻嘻
1695955847# #数学名师葛军讲解如何学好数学拿高分，码住！
1703991185# #九分钟讲完秦国38位国君563年历史
1699780156# #哈哈哈哈哈
1691728389# #游资心法：一个视频告诉你高手的九大复盘步骤，码住慢慢看。
1702475463# #转发微博
1693672225# #转发微博
1698846226# #明天涨跌都属于正常！
1695485860# #哈哈哈哈
1699981111# #码
1697905488# #有没有感觉？。人到中年，。幸福感全都来自于孩子的学习成绩，。唯有孩子的考试分数，。什么钱啊，名啊，利啊，。好像都不能让我觉得开心与幸福，。哪怕老师对平时的作业提出的表扬，。都能让我高兴很长时间。
1688990398# #一分钟揭秘顶级游资的操盘手法，码住慢慢看吧。
1699872738# #非常直观的万物大小
1699631428# #听听
1696315492# #刀郎的歌越听越上头
1700663971# #赞
1691990148# #沈南鹏的15条投资精华，堪称秘籍。建议收藏起来学习！
1703773319# #收藏学习
1699671421# #收藏
1694985151# #熬不住时，请看看刘邦。。38岁，一事无成，骗吃骗喝，娶了老婆。。48岁，被逼无奈，起兵反秦。50岁，被项羽吓得跪地求饶。。51岁，被项羽打得丢盛弃甲，老婆、父亲都被抓。。54岁建立汉朝，君临天下。。55岁，千翻曾经对他豪横的人。七年时间，纵横四海，天下归一。。60岁，出征匈奴。。62岁衣锦还乡时，写下
1695684829# #码住慢慢看
1698944393# #【8小时】40部香港经典电影，码住一口气看完
1696316874# #健美的身材，娇美的面容，酷毙的造型，活该她火啊！
1698233109# #欠揍
1695231706# #我表妹说，只有大叔才喜欢她这一款！
1703081296# #泪泪
1696393918# #转
1695954535# #赞
1695570735# #码住慢慢看
1697899080# #退休金太高了
1700311669# #长得挺像
1692762625# #实战干货！创世纪谈后排如何防止炸板，很实用，码住慢慢看！
1702123130# #码住慢慢看
1694665440# #华为5.5G再迎新突破，一图梳理产业链、下游应用核心标的！
1699267734# #码住试试吧
1699177158# #收藏学习
1700732972# #泉州是半个国货圈的娘家这个调研直播间真的蛮有意思的，之前看直播都是看带货，现在是基金经理带着参观工厂和车间。要我说，真的需要更多的国货品牌来做客这个直播间，让大家能更直观的了解到咱们本土品牌幕后的努力。。要在国际市场上竞争，既要靠埋头苦干，也得靠品牌形象。不主动走到台前，真的很
1695454161# #摘：该纪录片曾获得第41届柏林国际电影节论坛及新电影论坛最佳影片奖……码住
1694939176# #开始以为是搞笑的，没想到是王者！这才是高手在民间，必须点赞赞
1696427760# #人人网红是不正常的，不会太持久。
1695734723# #赞
1699977110# #伴侣的意义：。很多人需求的不是婚姻，。不是性，。甚至都不是陪伴。。而是正向的亲密关系，。是那种拥之则暖，。伴之则安，。相互欣赏又需要的依恋。。需要的是灵魂的契合，。那个灵魂就是另一个自己，。你越优秀，。越难找到另一个自己。。这个世界上，。总会有两个粒子，。处于纠缠状态。。一个的状态
1692367298# #遗憾是什么？。想过日子的女人，。嫁给了挣不来钱的男人。。想过日子的男人，。娶了一个爱败家的女人。。做得一手好菜的女人，。等不到回家吃饭的男人。。经常回家吃饭的男人，。偏偏娶了个不会做饭的女人。。枕边人成不了心上人，。心上人也成不了枕边人，。枕边人给不了爱，。心上人给不了家；。最终，。枕边人守着
1695833987# #码住
1700139081# #《金融学》完整版。留存！
1690163880# #光伏产业图谱，需转。
1692022441# #goodgood
1692750998# #【通信】AI算力租赁——数字基建新抓手。。。投资建议：算力租赁的核心资源在于资金、客户和运维能力，按此逻辑建议关注：1）恒为科技：国内优秀网络可视化及智能系统平台提供商；2）中贝通信：投入14亿强势进军AI算力领域，已完成对科大讯飞订单的第一批交付；3）云赛智联：国资系IT服务商、资本实力
1689605184# #我投给了“能”~
1689605145# #心心心
1690173040# #全球小麦市场一周要闻：俄罗斯退出黑海协议，乌克兰港口被炸。。。外媒7月23日消息：截至2023年7月21日的一周，全球小麦价格上涨，主要原因是俄罗斯退出黑海谷物出口协议，并对乌克兰主要港口实施报复性空袭，黑海紧张局势升级，令人担忧该地区的出口前景，促使小麦市场为黑海地缘政治风险造成的出口中断
1701614492# #码住试试吧
1696854158# #原来如此思考
1702123212# #码
1703472812# #可怜天下父母心
1696332222# #唱的很不错👍
1703637108# #转发微博
1697644506# #让战争停止吧可怜的老百姓
1689605166# #收藏
1703864254# #码住慢慢看
1700316121# #马斯克还是有点东西的！赞
1692105131# #明天肯定涨啊！
1697132074# #转发微博
1692256099# #求助过来人，我家宝宝今年就要上幼儿园了。我想问一下给老师送多少钱的礼物比较合适？。。是充五千块钱话费呢？还是送新上市的苹果15？还是附近超市的购物卡给她充5000？还是送她几套化妆品？。。我说不用送，做人要正直，而且老师未必回收。老婆说我是傻子，一点人情世故都不懂。说别人都送你不送，等着你
1703934576# #码
1700456106# #赞
1703517935# #码住慢慢看
1702721440# #赞
1702458204# #允悲
1699195335# #码住慢慢看
1693492833# #天狂必有雨，人狂必有祸。
1690640320# #博主能意识到拿住，至少十年以上功力
1687950490# #高分金融纪录片《货币：有价星球》，时间较长，先马后看！
1692712735# #码
1700490337# #码住慢慢看
1699154562# #太牛了吧赞
1698676454# #预防血栓的简单方法
1691928506# #韩国经典谍战片《特工》主演：黄政民，码住慢慢看！
1700894444# #赞
1694231856# #第186条有法可依！就必须严惩不贷！
1691920207# #实战干货：短线必备技能，交易计划（二）
1693890328# #能在酒桌之上说出这句话的人，你要仔细掂量掂量与对方的关系了。
1703491033# #收藏备用
1698153181# #该打
1699104159# #赞
1692573594# #赞
1696488687# #全红婵太棒了！
1699933885# #哈哈
1694421801# #赞
1697903116# #码住慢慢看赞
1697693434# #转发微博
1697274145# #纪录片《英国的天才：改变世界的科学家》
1688999566# #韩国动作、冒险片《老-千3：独-眼杰克》，码住慢慢看
1692689125# #转发微博
1700747484# #赞赞
1690085020# #允悲
1695963209# #应对久坐毛病的小技巧
1698897651# #转发微博
1703418082# #码住慢慢看！
1700491726# #码住慢慢看
1699343801# #码住慢慢看
1699622311# #先码后看！赞
1700273656# #太酷了！赞
1697634979# #码住慢慢看！
1692943526# #一个人变漂亮的秘诀是：去掉身上的懦弱感！
1691735917# #【干货】看盘和复盘是股民必学的技巧，手把手教你如何做，值得收藏！看盘复盘的精髓：1.复盘需要看大事，然后选板块，再挑个股；2.看盘需要看大盘、成交量，压力和阻力；3.个股要看内外盘，量能的情况以及分价的情况。
1700485223# #成人的世界里，真的没有容易二字
1695823230# #薇娅和李佳琦之后，最火的就是他了吧？
1700584008# #收藏
1702999491# #虽然我不看这些乱七八糟的直播，但是我相信喜欢董的，主要是因为董给他们带来了情绪价值，并最终愿意下单。中国足够大，容得下每个不同的个体以自己的方式来赚钱，只要不违法，也没什么好争议的
1702824479# #赞
1701442360# #致敬
1697243460# #至理名言，手动点赞赞
1699118283# #九族到底是什么，我之前看到的九族是上三族至曾祖，下三族到曾孙，外加亲族，妻族，戚族
1695225428# #码住慢慢听
1699066191# #转发微博
1703334903# #码住试试吧
1698837913# #做家长的应该看一看！
1702225619# #转发微博
1691505844# #【实战经验分享】炒股就是炒仓位管理：空仓是一种境界，“满仓”是另一种更高的境界！许多投资者在“想赢怕输”的心理影响下，赢时赢得少，输时输得多。问题产生的关键在于错误操作心理和方式，概括起来有以下因素：
