1701904500# #2024届高校毕业生预计1179万
1689647860# #平台工人超2亿，日增四万名。有网友说：因为平台没有什么社交，没有勾心斗角，没有帮派势力，只有单纯的能者多劳。这些人已经厌倦了职场的人际交往，只想简简单单的靠着自己的双手养活自己和一家老小
1700781300# #河南周口：在校大学生预缴住房公积金，毕业购房可按人才引进贷款额度上限贷款60万元河南周口推大学生预缴公积金政策
1697544053# #碧桂园所持6368万股权被冻结看一下前两年房地产企业的两个榜单，一个是负债总额的排行榜，一个是负债率的排行榜，真替他们捏把汗。爆雷的已经有不少了，但还远没结束。当房价不再上涨，巨额负债的利息都能压垮骆驼。
1703693027# #全面禁放烟花爆竹是时候终结了保护环境这个事儿，尤其是保护海洋保护大气这个事儿，这必须全世界所有国家一起努力才行，光我们自己限制自己不让放鞭炮不让烧柴火不让燃油车上路……而隔壁国家或地球上其他地方还在炮弹乱炸，森林乱烧，战火纷飞，污水排海……我们做的这些还能起到多大作用呢？
1694337180# #歌词貌似还挺熟悉的，但是听了半天没听出来这到底是哪首歌doge允悲
1691593080# #欧美发达国家很多人出国旅游，就背个大背包，有时住青年旅馆，也不怎么买纪念品，很符合我们所说的“穷游”。这可能是观念不一致所导致的：欧美人是享受当下，无论有没有钱；中国人是先奋斗，等到有钱人再去旅游，结果，很多人一辈子也没有赚到钱，或者赚到大钱的时候老了，就无法出去看世界了。
1703830448# #这种事如果多了，年轻人更不愿不敢结婚了，跟开盲盒似的，谁知道结果是个啥。吓人
1695910920# #梧州高速发生多车追尾事故，致5人死亡，15人送医，有车辆被撞成废铁。大家回家路上一定要注意安全。🙏
1696760700# #在上海办事，为什么大家不愿意找关系
1701915060# #发达国家对我们不免签的原因，大体上就是如此。
1696384101# #有权的官人和做大生意的商人，完全经得起查的可能确实不多，因为完全干净就没机会或做不大。很多人都是可抓可不抓，没到鱼丝网破那一刻，大家就各留一线
1692595680# #雄安新区中关村科技园，大楼真漂亮，未来可期。
1694664626# #茅台我和德芙官宣了不知道已经私下搞了多久了，他们的孩子酒心巧克力马上要出生了允悲挖鼻茅台像个渣男，到处沾花惹草，前几天才和瑞幸好过，这还不到一个月，又有新欢了。网友建议他和开塞露合作出个茅塞顿开，和房地产合作出个茅房doge茅台正在培养年轻人，习惯它的味道，对他上瘾，等年轻
1694350740# #泰国府立大专学生的性教育课。网友：为什么不让男生上去演示？
1699630020# #看到一个留言：开5000工资干3000的活儿，剩下的那2000才是工作的意义。允悲
1701920700# #是的，世界很大，还有大片待开发的土地，年轻人可以出去闯一闯
1688951875# #超6成受访毕业生愿当网红很多人批判毕业生的这种行为，说他们眼里只有钱。扪心自问你当年选专业和找工作的时候是不是重点考虑未来工作的收入待遇？张雪峰指导志愿填报也重点考虑未来收入，人们多表示支持。普通人先考虑养家糊口无可厚非，不缺钱有地位的那些人才谈情怀。
1697243760# #坐船仅7分钟到达俄罗斯，中俄免签后俄罗斯小朋友组团来黑河吃早餐，吃完早餐再回去上学。黑河的铁子们也可以去俄罗斯那边玩耍了。
1693482670# #陕西旬阳市人民医院规定“到龄不续聘”，去年以来已有12名女员工遭遇“44岁危机”。陕西一医院规定男55岁女44岁不续聘
1702251180# #挺贴切的，爸爸辅导也一样
1694868300# #工作人员：来，上上上上上……上一边儿去吧微笑本来上班就烦怒
1699745260# #常州一企业主被连续约谈后自杀，遗书否认与落马官员有存款往来。这事情看起来比较复杂，希望官方尽快澄清。
1697359680# #这个大字的新闻标题和小字的新闻内容说的好像是一个事，但是一个是主动的，一个是被动的，效果就不一样了。
1698125460# #吉林市：打击抹黑唱衰楼市的不当言论。积极鼓励二三孩家庭、农民和大学生购房。
1695714492# #遵守劳动法，八小时工作制，周末双休，国企央企应该做表率严格遵守。遵守法律是最低要求，这个要是都做不到，那是把企业置于了违法的境地。但是现实当中太多的企业不遵守了，不仅晚上加班，周末也经常加班，法定节假日也经常不让员工休息。不说是加班，美其名曰自愿延长劳动时间，我可去你的吧。
1696204350# #和传言的时间不一样，传言是9月30号晚上，实际是9月27号晚上，原因嘛可能也不一样，但是通报没有说具体原因，但是这个其实不是重点。
1700997282# #特工身份暴露了，被下毒毒死了……在乌克兰点外卖……那边也流行外卖吗？
1689996558# #美国，以及很多欧洲国家，大部分餐馆不提供热水，冰水倒是很普遍，咱们的保温杯在他们那叫保冷杯。还有很多餐馆不卖酒水。很多国人去了可能会不习惯。
1688697123# #男子强迫11岁少年吸毒并殴打致死光看标题以为是境外发生的事，点进来一看原来发生在四川攀枝花，不过是四五年前发生的事了。一开始法院判处了嫌犯死刑缓期两年执行，但检察院认为量刑不当提出抗诉，高院二判死刑立即执行。。有个疑问，死刑缓期执行最后是不是通常就死不了了？会变成无期吗？
1699573680# #网传湖南永州工商联副会长墙奸未婚女子，记者多方求证……
1697183100# #美国长乐一中校友会2023联欢晚会，真热闹。网友：再过一百年纽约都是福州五区八县人，第一官方语言福州话，英语排第三，因为普通话排第二允悲
1701054120# #墓地也是要定期交管理费的，就跟房子要交物业费一样。难怪有人买房子放骨灰盒。
1693307220# #财政部：关于延续实施远洋船员个人所得税政策的公告。其中规定：一个纳税年度内在船航行时间累计满183天的远洋船员，其取得的工资薪金收入减按50%计入应纳税所得额，依法缴纳个人所得税。
1696773040# #以色列和巴勒斯坦的恩怨情仇，挺复杂，是尊重现状还是追溯历史？追溯到何时？这是个问题。以色列正式向哈马斯宣战
1699079694# #是交通意外吗？希望平安。
1694387261# #李佳琦道歉，你会接受吗？如果你是那位被怼的女生，你会原谅他吗？李佳琦就直播言论致歉
1703518800# #评论里这位网友很坦诚，其实很多人都是这么想的，如果不贪不徇私舞弊，这工作真算不上好工作
1689590481# #这条被删了🙏
1691685000# #没有只升不降的波浪，你有升起来的一天，就有落下去的一天，很多人把自己看得太高了，因为他平时听了太多吹捧他的话，活在了别人的恭维声中。
1698116581# #华为声明：“华为将发射1万枚6G移动低轨卫星”纯属造谣。有些低级鼓吹手啊，起到的其实是负面作用。华为澄清将发射1万枚6G移动低轨卫星
1694439671# #男子感染HPV向发生关系女房东索赔被驳13号租房子，14号两个人就睡了，15号又睡了一次，17号又睡了一次，现在人们都这么开放了吗？看新闻说人家女房东并没有这个病毒，所以这个男的应该是在别的地方染上的，告人家女房东还让人家赔钱，表脸。。HPV不是艾滋病，是个普通的疾病，很普遍的一个病，不治也
1698391399# #最近为什么这么多类似的谣言呢？可能是因为社保费上涨，灵活就业人员压力大，所以这种谣言有市场。
1699339920# #贵州省拟再度发行565亿元特殊再融资债券，募资用于偿还存量债务。上个月，贵州已完成发行882.38亿元特殊再融资债券。
1699606260# #张雪峰老师到了郑州下火车之后的一番操作，被网友质疑脱离群众太久了，竟然不知道坐公交可以不用硬币。
1692361440# #好像是这么回事儿啊，我们用的大量药，是安全无效利润高的药。就是可吃可不吃，吃不吃这个病都能好，这种安慰药。我觉得这个也不能光怪医生，患者和医生各占一半吧。头疼脑热都非得跑大医院，不给你开点检查单不给你开点药，你还不放心，你可能还怪医生不负责任……恰好医院也有多赚钱的任务，结果就是
1699571700# #财政紧张的时候，公务员和事业单位晚发工资或只发基本工资的情况确实发生过，但基本上后来都补足了。基于这一点，即使暂时不发绩效，甚至几个月不发工资，也很少有离职的。这就是信心的重要性。
1691313480# #孩子的妈妈很容易这样，看到孩子或老公悠哉悠哉，就很焦虑烦躁，感觉他们不上进，感觉自己白费劲。
