1560922685# #吃醋的注意了！这么吃，体内病气一扫光，癌症三高绕道走，都看看
1587367071# #《不打扰，是深爱一个人“最后”的方式》不打扰，是爱一个人“最后”的方式。既然走散，既然分开，纠缠不如不打扰，这才是最后的爱，也是最后的温柔。
1677928447# #《刘恒易经：生前莫忘床边站死后别忘倒头饭什么是倒头饭》播放量：5.5万。点赞量：615
1568420617# #转发微博
1562856150# #网红妹子穿搭有范，山里自拍也是很美
1695294707# #佛教和道教修炼的最高境界——元神出窍！
1613256800# #战国史之赵国篇：一代雄主赵武灵王胡服骑射称霸一时废长立幼禅位于子
1583306841# #给你分享一个网页
1608291488# #高尿酸为什么可怕！
1563788756# #命是自己选择出来的，一生的努力，都在证明我们到底有什么样的命
1584515318# #《男女各有家室，发生过了关系后，最好的结局只有这一种》已有家室的男女，一旦发生过关系，最好的结局无非是断绝联系，老死不相往来，虔诚地改过自身，否则终会自食其果。
1593507437# #《女人这3个“地方”越来越大，意味着她有婚外情，并且沉迷其中》此视频已有6204次播放，快来一起看看！
1559795443# #你应该是一场梦，我应该是一场风
1568201624# #产后不得不说的三件“肛门事”
1584764376# #《这才是对佛法的正确理解——如来是原始的自己》学习佛法最终的目的是为了出世，解脱世间的一切烦恼，到达自在的彼岸。
1578191616# #引起尿酸升高的疾病与药物
1683548478# #关于治病，有个“不可告人”的秘密：原来，最终治好疾病的，不是药，而是人们自己！
1640818985# #
1626247369# #脚上的五行与健康，建议收藏
1590029822# #《两性情感：永远，不要对一个人太好了！》此视频已有5671次播放，快来一起看看！
1576568402# #曾仕强：什么是道？三句话就讲完了！
1547877646# #转发微博
1537523439# #初秋，微胖女人的修身裤搭配，优势在哪里，看点就在哪里！
1572779229# #天然“强肝剂”找到了，每天换着泡水喝，养肝排毒，肝脏或越来越健康
1586955934# #《人到四十，这二件事不能做，做了，容易招灾惹祸》这是南怀瑾大师对人生的感悟，我到四十岁，终于读懂了其中的深意。
1618006581# #《顺治死因3：历史上真实的董鄂妃，并非是董小宛，而是大臣之女》海量视频搜索，尽在百度
1611718753# #《预防痔疮的八个绝招，照着做准没错》原创郑丽华小大夫漫画
1536640388# #姑娘，你要是这么聊天，还怎么聊下去
1598420454# #民间秘术大全
1585533752# #《余生，得一灵魂伴侣，足矣》所谓灵魂伴侣，就是指心心相惜、能获得心灵慰藉的两个人。余生，得一灵魂伴侣，足矣。
1603251330# #曾仕强：与人说话与人沟通得看它，不懂这套吃亏肯定是你自己
1613267676# #《三假“活佛”的两面人生：不念佛经念“钱”经，骗色害命样样精》民族身份造假、宗教身份造假、宗教行为造假，这个三假“活佛”敛财骗色、非法行医，过着骄奢淫逸的两面人生……郑易报警当天，这一信息被迅速上报。
1659535918# #这是一位行医40年的河南老中医的自述
1577329763# #41岁男子深夜入院，尿酸高达780！医生：想不复发，3个错误别再犯
1570628610# #年龄越大，膝盖越疼，吃再多补品不如一招管用！
1585193642# #《这三个行为，会加速男人的衰老！做的越多，老得越快360doc个人图书馆》这三个行为，会加速男人的衰老！做的越多，老得越快
1563788842# #命是自己选择出来的，一生的努力，都在证明我们到底有什么样的命
1568379172# #动一动就汗流浃背，是湿气过重？盗汗4大原因及应对方法一次说清
1583530891# #《人可以痴情，但绝不能犯贱》看着他头都不回的离开，你还站在原地痴痴的等，傻傻的盼，心存幻想，幻想着他有一天笑着回来继续爱你。
1593860202# #103名孩子死亡？警惕这种常见水果秒变“毒药”！
1551784626# #藤甲兵如此厉害，为何诸葛亮北伐时不组建一支呢？魏延说了5个字
1639893871# #事发石家庄，男童颈部脓肿！这件事严重可致命！省儿童医院专家提醒
1564042797# #高血压药能否吃一天停一天？
1677760075# #中风脑梗的针灸治疗
1578402877# #曾仕强：你如果有这般机智，何愁不会发财！
1575502010# #转发微博
1575089953# #史上最全痛风治疗详解，请收好
1627911058# #托梦，是真的吗？
1580951804# #人有三魂七魄，一个投胎，一个入墓，还有一个上天堂或下地狱！
1640430116# #《三国：七旬赵云勇猛不减当年，一人连斩魏国5大猛将，不败战神！》
1563104374# #曾仕强：“骗”小孩，其实不是坏事，这是有道理的！
1611917675# #曾仕强：做不到这四字，再聪明再有手段，你都会一事无成的
1578145274# #曾国藩：牢记两句识人口诀，教你如何辨别富贵相，看看你有吗？
1595224056# #热水壶坏了别扔，简单一步变废为“宝”，放在家里特别“值钱”！
1587360802# #《应对复杂的人际关系，往往需要最简单的原则》此视频已有3.1万次播放，快来一起看看！
1593320309# #《那些女孩，为什么轻易被PUA毁掉？》前言你想过自己的孩子被别人一次次当作猎物、玩偶，玩弄后又被丢弃吗？你想过自己的孩子被别人精神控制着，一步步走上自残甚至自杀的道路吗？......这绝不是危言耸听，PUA——一种新型的诱骗手段，它……
1575767624# #转发微博
1599466734# #按灵活就业人员身份办理退休，可以享受过渡性养老金吗？为什么
1640430023# #《赵云临死前，一直重复念着2个字，诸葛亮听完后脸色大变！》
1576207668# #曾仕强：人应该怎样生活，才符合道的要求，听听他怎么说
1596597014# #中国最后的和尚皇帝
1565134876# #泡菊花茶时，到底用开水还是温水？茶师：这个度数的水刚刚好
1551611424# #城市套路深，我要回农村。
1565247068# #《网页|“立秋”正式亮相又一个美好的季节，来了！百度》分享自
1555979380# #常吃六味地黄丸的男人，最后身体发生什么变化？医生说出了大实话
1559462500# #给儿子开家长会，竟然被校长留下来……😱
1564714759# #推荐简单易懂的五脏养生窍门。查看👉👉👉
1571812983# #马未都：光看你怎样称呼别人就能体现出你情商的高低！
1581424797# #初春管不住嘴，小心痛风找上门，中医治疗三步走：祛风、除湿、通络
1614760874# #被吼叫的孩子，大脑“受损”严重：背后原因警醒千万父母
1700878761# #动物交配前为什么要先闻屁股？看似尴尬的动作，其实隐藏着真科学
1604126962# #曾仕强：看人应该先看他的哪里？太多人搞不懂，让自己吃了大亏。
1672728307# #新冠肺炎的挽救性治疗：实施俯卧位通气刻不容缓，居家治疗生命垂危可自救
1568200328# #对身材完美，会咬嘴唇的小姐姐毫无抵抗力！
1563165073# #曾仕强：干部要知道一种方法，叫做“尿遁”！观众听完都笑了
1550379321# #乾隆告诉嘉庆不要杀和珅，但嘉庆没听，直到15年后嘉庆才明白
1586691103# #《两性情感：一旦有了背叛，两个人之间，再也回不到从前！》此视频已有1.6万次播放，快来一起看看！
1665448780# #徐文兵：风为百病之长，风又分内风、外风！如何才能避免呢？
1648351806# #十大经典佛语，你能悟透多少？
1568684180# #《资讯|曾仕强：反字有三个含义，但其实都是自然发展的规律，无尽循环》分享自
1561600648# #美女带一小哥跳广场舞，是男生都会害羞的！
1539149856# #摇来摇去摇走寂寞
1582941418# #不一样的小白裙
1559723017# #《资讯|农村屋顶斜坡施工过程，这种方法现在已不多见，长知识了》分享自
1564206165# #肛门处的“肉疙瘩”，除了可能是痔疮，还有另一种病也有这个特征
1637815935# #药盒上有这个字千万要慎买慎用！非常危险，现在知道还不晚！
1560957679# #女人结婚后该不该上班曾仕强上班的人都是思想不成熟
1595628159# #《三国演义》这一段已经暗示关羽的下场，诸葛亮早已心知肚明
1632994200# #《王阳明生命的最后一天：浑身溃烂，仅仅留下8个字，便撒手人寰》缘何他会对王阳明做出如此高的评价？王阳明此人无论在政治、军事上还是思想传奇而又非凡。
1577619387# #女医生被扎身亡细节还原：患者家属没有任何愧疚
1569646140# #曾仕强：任何人你一定要尊重他，诚心待他
1555242363# #为何火化时尸体还能坐起来？业内人士道出“惊天秘密”，看完一身冷汗
1581510442# #武汉姑娘进出医院十几天没感染！她的“土办法”医生都服了
1676337165# #塔罗牌阵大全
1563668903# #传奇命理咨询
1586336147# #电热水壶烧水这些要注意，不然烧水喝比塑料还毒，很多人忽视了！
1587331901# #《做人，傻一点挺好，太聪明会很累「人生感悟」360doc个人图书馆》做人，傻一点挺好，太聪明会很累「人生感悟」
1670221430# #《权威专访！新冠发病7日图，“居家小药箱”应备这些药》“小药箱”里应该备好哪些药物？
1640221932# #自古乾坤一台戏，请君更看戏中戏！
1675979458# #真实镜头揭秘：吸烟如何一点点摧毁了你的肺
1563695142# #曾仕强：修炼好你的眼睛，让别人猜不透你的心思，你才能干大事！
1543669119# #曾仕强：这个沟通案例你千万要仔细听，多少人一辈子就栽在这里
1539779972# #男人和女人的思维模式存在着很大的不同，男性思维偏重于理性，而女性思维偏重于感性，所以在面对同样一件事会有着不同的看法和想法，这也是彼此在相处的过程中很难做到互相理解和包容，这就好比让男人去了解口红的色女人想得到男人的真心，要在以下三个方面学会“装”！
1599310749# #《脑梗并非悄无声息！头部出现3个明显信号，别再拖，尽快查下血管》此视频已有3.1万次播放
1559042254# #曾仕强教授：夫妻感情破裂，那么又该怎么挽救婚姻？
1562595262# #曾仕强讲解，失败后不要生气，要为成功找方法
1665278231# #徐文兵：人的寿终是120岁！可为什么好多人不能活到寿终？
