1691108533# #我去由彭昱畅侯明昊毕雯珺主演的《异人之下》已经空降有你期待的明星吗
1700272710# #我去洪胜汉朋友ins发帖了他称：秀彬和胜汉关系很好，但这次确实是崔秀彬先diss胜汉开始，两人真的是好朋友洪胜汉抽烟
1697011298# #田曦薇演我打工精神状态听说有人想下班？想周几下班啊？并不简单
1697185762# #因为宋轶代言优衣库被网友骂惨了。。。
1696513535# #有没有大粉愿意加入我的阵营每天贡献点发疯文学在这个无人认识的地方一起放飞自我
1695203327# #刘志宏妻子出来发文了表示自己没有怀孕也没有逼婚刘志宏也没有拿王俊凯吉他都是清清白白的人刘志宏老婆辟谣怀孕
1697591161# #张元英安宥真这跟五年前到底有什么区别泪
1693359685# #罗一舟开首唱会被网友质疑“现在什么人都能开演唱会了吗？？？”。。你觉得是网友严格了吗你能3秒内说出罗一舟的三首代表歌曲吗
1696948715# #柳智敏妆造真的让我两眼一黑的程度这厚鞋底。。。
1696331888# #Jennie巴黎时装周Jennie出席巴黎时装周好可爱像粉粉嫩嫩的水蜜桃
1688524942# #救命陈哲远赵露思《偷偷藏不住》吻戏来了看的我脸红舌燥好会亲苦涩苦涩苦涩
1691571894# #肖战王一博舞剑谁更飘逸
1701954285# #gq内场不是gq怎么让龚俊和白敬亭坐在消毒柜前面啊
1696043283# #Angelababy张嘉倪外网已经把张嘉倪angelababy当标志性人物宣传疯马秀了如何评价。。。
1693919104# #金智秀疑与安普贤同居我滴妈BLACKPINK大粉扒出安普贤照片细节在反射的玻璃里映出了金智秀的影子而且这还是在金智秀的公寓里两人疑似已经同居数月大粉更是透露两人年底有望见家长
1689250637# #刘宇真的跟谁在一起都有苏感跟女孩子在一起可以做姐妹跟男孩子在一起可以做兄弟眼神太到位了
1693294228# #网友称这位女演员：“神态有点像虞书欣的感觉”。。来看看你觉得像吗
1694332680# #李佳琦花西子李佳琦发言引起网友热议。。李佳琦直播间网友吐槽花西子这个牌子越来越贵，李佳琦称：不要乱说，眉笔一直79，国货品牌很难的，有时候找找自己原因，这么多年了工资涨没涨，有没有认真工作。。你们觉得他这番发言有没有问题
1703170754# #倪妮工作室在干嘛。。。不知道的还以为是孕妇艺术照。。。倪妮唐嫣工作室卧龙凤雏
1687276425# #终于知道为什么汪东城要反锁房门了现在终于知道为什么汪东城要反锁房门了锁的不只是房门更是肛门。。。
1703238204# #网传闻会军赚了800万本人澄清：其实是一个亿哆啦A梦害怕哆啦A梦害怕哆啦A梦害怕闻会军一个亿
1694051440# #Jennie在欧美的一些尴尬待遇。。。蹭合照那张真的脚趾抠地了。。。脸皮好厚。。。妮实在不行还是回韩国吧。。。别舔了。。。jennie欧美待遇
1688712849# #王子异林彦俊看演唱会被网友偶遇也有网友称蔡徐坤都这样了你们还有心情看演唱会？。。你觉得他们现在能不能看演唱会
1696160135# #这个舞蹈动作是设计过的还是什么一抬腿一用力直接变开裆裤了不得不说现在的爱豆还挺有新意的你爱了吗裤裆下的艺术
1688898511# #毛不易看台票价1580网友吐槽太贵你觉得可以接受吗
1694219797# #金泰亨销量违反规定金泰亨直播了一边翻着白眼一边用中文说着“我爱你”然后粉丝在评论区疯狂道歉和心疼称是自己没用没给金泰亨想要的结果。。金泰亨你是飘了吗对粉丝说这句话的时候不应该看着屏幕真诚一点吗你这不耐烦敷衍的样子是在干嘛？？？
1691801226# #起猛了看到王宝强的sfw了。。。
1702961110# #周雨彤偷吃被吴磊抓包啊啊啊啊啊宋三川和梁友安两个人好可爱三生有幸也磕到了！！！
1693198973# #YG新女团babymonster来看看有星相吗。。。
1695178614# #网友质疑金智秀新电影中的韩国传统仙女造型抄袭了刘诗诗的辛十四娘来看看像不像金智秀新电影造型
1701939975# #米卡GQ让你发疯你发癫米卡露背长裙我去米卡男妈妈是男妈妈吧
1690900406# #2023韩国选美先生公式照来了这外形你爱了吗
1687084340# #宁艺卓疑似假吃辣椒引发网友热议网友称搞不懂她为什么要拿柳智敏的辣椒假吃表演kpop里的戏一半被她演了。。你怎么看待宁艺卓吃辣椒事件你觉得是网友想多了吗
1698230315# #权志龙涉嫌吸毒被立案放电大吧。你也在为权志龙偷偷震惊！偷偷流泪吗！
1687619219# #偷偷藏不住先来看看剧吧，剧里一直说大学再谈，倒也不必断章取义
1695286763# #Jennie最新jacquemus画报内页来看表现力jennie要出新专辑了
1692180502# #邓为顶级大粉爬墙：从此以后，只有你王一博。
1696160376# #大粉疑似拿出了自己与Angelababy的聊天记录称baby根本没去疯马秀大家都误会baby了你觉得这个可信度高吗Baby真的会用秋秋跟大粉聊天吗等一个回应
1700491600# #次弟韩振被扒出疑似sj粉圈。。。
1691820097# #张艺兴照镜子动图来了有被帅到吗
1686963955# #罗渽民太败好感了粉丝扒出他不管是巡演录节目甚至打歌都在划水难道大top就可以这样吗？？？粉丝称不跳就滚出去别恶心人你怎么看待罗渽民划水
1702805823# #星光大赏秀人同台孟美岐冰雪妆吴宣仪白色婚纱裙孟美岐吴宣仪一起走红毯截图姐姐妹妹感情还是这么好
1697641972# #公主的自拍
1692100786# #毒奶。。。cos权志龙的全塌了。。。再加一个今天的Tangoz。。。青你2杜紫怡曝tangoz性骚扰
1689900448# #杨洋第一次看见演戏要摆endingpose的
1688472956# #你觉得蔡徐坤粉丝说的有道理吗
1688212476# #刘宇这是在干啥啊口水都流出来了。。。
1687697131# #我去。。。NEWJEANSminji的腹肌好厉害。。。
1693889219# #到底是谁在吹Jennie身材好啊。。。Jennie身材分析
1690166421# #TFBOYS西安演唱会今天开票TFBOYS十周年演唱会今天开票易烊千玺王俊凯王源你愿意为谁冲一次！！！
1692509251# #Jennie一口气发了32张照片我滴妈jennie一口气发了32张照片有大粉透露疑似来自金泰亨男友视角拍摄真的好甜啊两人也是准备美美进入婚姻殿堂了伴郎据说会邀请权志龙KAI金钟仁等
1699707660# #网友总结了2023内娱明星演唱会热度排名。。排名分别是薛之谦TFBOYS鹿晗周杰伦王源蔡徐坤张杰林俊杰刘雨昕张艺兴
1691316834# #TFBOYS演唱会进场好疯狂的进场
1692248227# #我滴妈好炸裂梁祯元吧宣布与李羲承站子断交本来都是好兄弟现在怎么闹成这样了。。。
1694484241# #金南俊属于韩国人自己的尼斯湖水怪。。。
1691670753# #王俊凯粉丝公开表示自己因为大花轿舞台转粉易烊千玺
1692350543# #网友称杨超越是内娱叶舒华但也有人觉得叶舒华还不如杨超越你怎么看待网友发言你觉得是网友对杨超越太严格了吗
1696730600# #我滴妈张艺兴这身材谁看了不流口水
1687436088# #我去粉丝称宁艺卓和Jennie算是共用一张脸吗这也太像了可以相互做彼此的代餐
1699505762# #我去这也太缺德了吧？？？有人偷了幸运咖鞠婧祎的立牌还高价卖给粉丝搞得现在立牌都上锁了。。。
1689647939# #网友统计的韩团团专单人中输前十。。分别是：柳智敏徐明浩黄铉辰崔然竣章昊李龙馥柳智敏黄铉辰宁艺卓全圆佑
1693620180# #宋祖儿网友评论宋祖儿事件你觉得有道理吗
1687960570# #柳智敏不愧是五颜一
1693035856# #TFBOYS光脚照王俊凯王源易烊千玺光脚照来了看起来好像一模一样高啊
1691131436# #网友称文俊辉是不是情商为负直接说剧不是最好的选择。。。
1691722022# #星条红与皇室蓝如何评价。。。
1700396946# #这到底是周也还是张婧仪百分之99的人猜错
1702822654# #星光大赏座位图赵露思王一博内场同框来看表现力
1687333642# #女子对双眼皮手术不满意要求枪毙医生好炸裂的新闻女子对双眼皮手术不满意要求枪毙医生哆啦A梦害怕哆啦A梦害怕哆啦A梦害怕
1699867340# #受不了了送女孩子冰箱。。。
1687930497# #赵露思最新综艺剧透，双肩包真的好像桑稚啊！！！赵露思是穿了桑稚的衣服吧
1690780985# #刘维真正的离开不是死亡是遗忘刘维因为想登上已故母亲的账号最后成功登录被网友骂了网友称他利用明星特权还称他靠去世的人占用社会资源你觉得是网友严格了吗
1695640886# #吴京才是TFBOYS第四人某次活动王俊凯要向老艺术家献花活动当天王俊凯到的稍微晚了些所以吴京先向老艺术家进行问候进行献花彩排。。老艺术家拉着吴京的手语重心长：你在北电上学，要好好学习不要辜负，听说你还唱歌，是那个F什么boy的？？？。。吴京一脸懵b：我也不知道啊哈哈哈哈哈。。随后王俊凯到
1690268581# #内娱六大TOP爱豆网友评出内娱六大top爱豆其中刘雨昕鹿晗张艺兴王一博王嘉尔鞠婧祎被提名你觉得谁最实至名归
1688192711# #《难哄》桑延语录。。。
1696250506# #王一博时装周金发王一博巴黎时装周白色短发炸裂有被酷到吗
1699431335# #官媒评价了《我要逆风去》和龚俊的表演俊俊算不算未来可期
1698590326# #王一博香奈儿官网封面来了品牌方真的好宠王一博啊
1699630525# #入伍前自己剪了头的蔡亨源。。粉丝看完后称：“对不起有点像落跑甜心女主泪”
1703394241# #始作俑者发文向迪丽热巴王鹤棣道歉到现在都不知道王鹤棣家和迪丽热巴家为什么吵起来这个始作俑者又是哪家的
1702210758# #刘诗诗累到虚脱正片一剪没一念关山官博发文否认刘诗诗累到虚脱正片一剪没这算不算是粉丝想多了
1689833968# #梁朝伟的格局韩媒称梁朝伟出演NEWJEANSMV是的无片酬是“给韩国粉丝的小小礼物”
1700838389# #今日的aespaKarina舞台照
1694337820# #花西子各品牌眉笔价目表
1701063231# #杨幂朵拉头杨幂王鸥同框发型谁赢了
1688361330# #黄子韬也在吃瓜黄子韬也在在线看狗仔爆料蔡徐坤。。。
1691567894# #我滴妈网友为了肖战和王一博哪个演技好讨论了上千楼你觉得谁更好。。。
1701697779# #路人偶遇粉丝接机。。。一开始路人以为前面高高的黑衣小哥是明星。。。直到接机的粉丝喊了张艺兴宝宝。。。然后路人四处张望。。。才看到后面缩着脖子的艺兴。。。真的太接地气了。。你第一眼找到他了吗
1699617730# #看到赵露思生日会网友称原来父母可以出现在自己的生日会部分网友认为这是在映射虞书欣你觉得是网友想多了吗
1695087655# #韩国大势男团嗯嗨盆Enhypen出席米兰时装周新闻图来了这个颜值在韩国丑男当道的地方是不是可以说是一股清流了
1698562141# #之前九重紫这个饼传的是孟子义罗一舟。但两家好像都很嫌弃对方这还能合作吗。。。
1691800497# #韩国网友扒出权志龙小号已关注柳智敏ins好家伙真是偷偷藏不住只能说恭喜这对佳人了韩娱爱豆真的全部在恋爱谁也不落下权志龙INS小号关注柳智敏
1700028119# #YG方面回应了新人女子组合BabyMonster最终出道成员的Ahyeon退团事件它给出的解释是：“以后再说吧。”YG回应BABYMONSTER成员退队
1695305174# #刘志宏甚至列了12行的游戏“你说我不懂网络我说你不懂爱情”“是因为有人威胁我最珍贵的宝物，她平时犯了错我都不会多说她几句”“我清理她的呕吐物，洗她沾血的经期内裤”。。很久没有看一段字有眼睛脏了的感觉了。。。
1700879074# #有网友分析了蔡徐坤新歌微博数据，去重UID有84242人，之前生日的时候还有16万人，现在直接少了一半人，算不算跑粉严重
1688395276# #你怎么看待蔡徐坤看lisa的眼神
1694437016# #网友称被华晨宇粉丝的应援物吓到表示很阴间你怎么看
1701952395# #虞书欣亲杨天真虞书欣GQ这条船上最忙的人杨天真和虞书欣感情真的好好啊而且两个人也像双生姐妹花
1702730612# #我们的流行曲歌词vs韩国kop流行曲歌词对比来看差距。。。kpop还在闯美科目三已经舞统
1699518300# #赵露思生日会舞台造型美得大杀四方赵露思女团辣妹妆
1695813567# #刘大锤帮王俊凯辟谣了与经纪人的恋情这下粉丝可以放心了吧刘大锤辟谣王俊凯恋情
1689474406# #我的天这也太尴尬了赵露思粉丝给制片人杨晓培留言称期待杨晓培和露思合作《似锦》和《骄阳似我》可以看看赵露思。。随后杨晓培：都给了，不来杨晓培赵露思粉丝
1696322628# #王俊凯不同时期成长照从小帅到大你爱了吗
1700621449# #BLACKPINK出席白金汉宫宴会尹锡悦演讲词：如果说英国有披头士乐队、皇后乐队、哈利波特，还有贝克汉姆的右腿的话。韩国就有防弹少年团、BLACKPINK、鱿鱼游戏，还有孙兴慜的右腿。
1704035277# #王一博看到了绿海王一博《旁观者》首唱这个舞台真的好享受博子哥就是超会驾驭舞台，歌曲表演也是有内容的，爱看，看一辈子💚💚💚
1703301928# #王一博肖战cpf真的在玩转互联网吧直接换成了博君一肖祝大家上岸
1689310081# #我的人间烟火网友称怎么还有男主角说女主角脚臭的偶像剧啊。。。
