1688844731# #挨打的是乌军第23机械化旅
1700503391# #巴以冲突。也门胡塞官方发布扣押一艘以色列“银河领袖”号货轮照片。机降控制，快艇跳帮登船，哪个才是真的？。无论哪个，都很专业。。照片拍得也很专业。胡塞各行各业都有人才啊！
1689751272# #俄乌局势新进展俄罗斯。扎波罗热方向，乌军装甲运兵车遭到俄军FPV无人机，车碎人熟。。据说是这架FPV无人机捆了一枚KZ-6聚能装药炸弹
1694115254# #伤心伤心伤心
1693342585# #好孩子，好样滴！
1695781531# #俄乌局势新进展。德国已准备好在波罗的海地区发挥主导军事作用。。。“我们对这个我们称之为东翼的地区负有责任。我们与你们同在。德国已准备好在波罗的海地区……陆地、海上和空中发挥主导军事作用。”德国国防部长鲍里斯·皮斯托利斯在与拉脱维亚同事安德里斯·斯普鲁兹举行的新闻发布会上说道。。
1695149794# #亚美尼亚与阿塞拜疆爆发军事冲突。普京没有帕希尼扬的信。。。佩斯科夫说：“普京上周收到了帕希尼扬对卡拉巴赫地区局势展望的信函，但在这封信之后，俄罗斯总统与帕希尼扬之间没有其他接触。”。。睬你都傻摊手
1699777119# #俄乌局势新进展巴以冲突。“别开枪，我怀孕了”。一名乌军女军官在前线放弃抵抗，向俄军投降
1702524499# #巴以冲突。《华尔街日报》关于加沙战斗进展的报道：。以色列军队死亡人数的增加是由于作战战术的改变。。以色列国防军必须使用坦克和飞机以确保士兵安全的方式进行战斗。。军中有人批评战斗进展不顺利。。以色列在加沙地带实施的军事战略并不是最好的。。军方估计有超过350名哈马斯武装分子在舒贾耶地区被
1693028942# #俄乌局势新进展。俄罗斯人相信人民币的稳定性
1689762908# #纳粹就是纳粹，这个群体不可能与人类道德和良知挂钩
1694288160# #俄乌局势新进展。小泽利亚要求日本提供“安全保证”。。小泽利亚会见了正在基辅访问的日本外相林吉正，并按照传统开始乞讨。。“我们同意在制定七国集团宣言的过程中开始就安全保障双边协议进行谈判。“我感谢日本仍然是我们在亚洲的主要合作伙伴并支持乌克兰，”。。。这点小泽利亚找对人了，日本长期
1689762630# #抖音有个老兵账号，UP主当年是广州军区参谋，第一线参战。系列叙述和采访。那场战争我们调动了100多万，打得很艰难
1702616787# #我只关心抓人没有，处罚结果是什么！
1700591498# #巴以冲突。哈马斯发布，在加沙每一条街道与以色列军队战斗
1692162293# #俄乌局势新进展。孤注一掷的猪突：简单说说乌军在扎波罗热方向的动向和打算。。这两天，乌军指挥部调动了战略预备队和新的北约装备来突破扎波罗热前线。昨天清晨，在奥列霍夫方向拉博蒂诺附近的前线，乌军将北约装备投入攻势，首次动用美国“史崔克”步战，和德国“马德”步兵战车。。查过过往消息，以上
1696916911# #以色列巴勒斯坦冲突。️🇺🇸🇮🇱美国已开始向以色列提供军事援助，并将很快宣布拨款追加资金-白宫。▪️与此同时，白宫发言人约翰·柯比表示，美国尚未打算向以色列派遣军队；它将以国家安全利益为指导。。▪️Politico援引美国和以色列官员的话说，以色列和美国没有直接证据表明伊朗直接参
1699789929# #巴以冲突。以军装甲故意碾压巴勒斯坦人。不清楚这名被碾压的巴勒斯坦人之前是伤还是已死亡。。不可否认的是，以军完全是在知晓地面物体的情况下故意实施的反人类战争罪行。
1702622466# #这都什么鬼魅新闻。。。
1688647680# #抖音头条都这样
1689693814# #俄式查水表
1699699305# #傻，可以选择报警啊！毕竟法治社会猪头
1690713532# #当然信，因为真有伤亡，俄地方和国家都没有隐瞒过。例子很多。你不知道，是因为你在井里。
1694413766# #毫不例外
1695462737# #俄乌局势新进展。拜登政府正在与越南谈判向越南提供主要武器，包括F-16战斗机。。路透社指出，这样做是为了“激怒中国，并将俄罗斯与越南关系推到靠后”。。。该武器销售计划预计将在明年内通过，并可能完成华盛顿和河内之间最近更新的伙伴关系。
1693992892# #俄乌局势新进展。美国商业顾问杰拉尔德·格伦特：。。看看金砖国家正在发生什么。听听普京对去美元化有何看法。全世界已经厌倦了美国的地缘政治和社会经济霸权。已经足够。美国一直处于战争状态。一场又一场的战争，一场又一场的战争。无数数千亿美元被投入战争。说出你最喜欢的战争。所有的钱都流向军
1690536426# #高度蔑视性
1686988532# #俄乌局势新进展。乌克兰战场，进攻失败后的法国雇佣军们
1696407926# #俄乌局势新进展。美国战略石油储备处于20世纪80年代以来的最低水平。足以满足美国17天的需要。。战略石油储备是20世纪70年代建立的储备制度，允许美国在发生任何危机时能够继续使用石油至少100天而不会出现任何问题。。。由于俄罗斯启动特别军事行动后，美国纠集盟友对俄罗斯石油禁运导致价格上涨，美国
1691147567# #俄乌局势新进展。现在
1698664196# #俄乌局势新进展巴以冲突。乌鱿莫心慌。-洛杉矶时报。普京觉得目前的一切都对他有利。。美国前总统唐纳德·特朗普的顾问菲奥娜·希尔认为，西方国家对乌克兰的支持正在减弱，这对弗拉基米尔·普京有利。她指出，乌克兰的进展缓慢得令人沮丧，这不仅引起了美国的不耐烦，也引起了欧洲的不耐烦。。“我们过
1703146311# #古来征战几人回
1688010242# #转发微博
1699176741# #俄乌局势新进展巴以冲突。阿夫迪夫卡，柳叶刀补刀一辆受损后遗弃的豹2A6
1699694902# #被抓，被杀害，都不是一天两天一次两次的事了。是该反思。这让人不得不怀念渔民荷枪实弹作业的火红年代
1701749020# #可笑至极！
1700481247# #俄乌局势新进展巴以冲突。俄军FPV战果新视频。VT-40FPV无人机对一辆瑞典Stridsvagn122坦克、两辆乌克兰车辆和两辆装甲车（其中一辆是美国M1124MaxxPro）进行攻击
1702539154# #俄乌局势新进展。️俄罗斯国防部报告称，12月14日凌晨，在卡卢加州和莫斯科州上空，共有9架无人机被执勤防空系统击落。。。卡卢加州州长弗拉迪斯拉夫-沙普沙报告称，一架无人机在苏基尼奇斯基区上空被击落。莫斯科市长谢尔盖-索比亚宁称，有两架无人机在通往首都的纳罗-弗明斯克城区被击落。
1691465031# #俄乌局势新进展。摧毁乌军和解放诺沃肖洛夫斯基的画面。俄军在库皮扬斯克方向、LPR和哈尔科夫地区的边界进行战斗。。为了守住该地区，乌指挥部从红利曼斯基方向调来了第25旅的精锐部队。但他们没能抵挡住俄军的猛攻，被击溃，损失惨重。
1689677636# #俄乌局势新进展俄罗斯。《读卖新闻》报道，日本可能禁止向俄罗斯交付发动机排量超过1.9升的新车和二手车、混合动力车和电动车。。。禁令可能在7月底前获得批准，并将于8月生效。这些措施可能作为下一揽子制裁措施的一部分出台。《读卖新闻》指出，日本汽车因质优价廉在俄罗斯非常受欢迎。
1690630437# #俄罗斯俄乌局势新进展。PMC“瓦格纳”的100名战士就已经让大波波感到紧张了：。。一百名“瓦格纳分子”已部署到苏瓦乌基走廊地区，准备发起挑衅。“瓦格纳派”很可能会伪装成白俄罗斯边防人员，帮助非法移民进入波兰，以破坏国家稳定，或者他们自己也会试图以非法移民的名义进入波兰。。。/波兰总理
1691972517# #俄乌局势新进展。算盘打得很响。以武逼降？猪肝肠的小胡子前辈也曾这么干来着，最终被德国纳粹看衰的苏联人，仅仅花了四年时间便反推到了柏林，消灭了纳粹。。。德国总理肖尔茨认为，应尽一切努力实现乌克兰问题的和谈。。肖尔茨就8月5日至6日在沙特阿拉伯举行的乌克兰冲突会谈接受了采访。。。猪肝
1689764223# #俄乌局势新进展俄罗斯。由于对乌克兰的供应，美国和许多北约国家的火炮弹药和其他武器的应急储备已接近底线。。/CNN/.
1695792972# #一声叹息
1702394681# #俄乌局势新进展。俄近卫第71防空导弹旅防空系统拦截一枚乌军巡航导弹的档案镜头。咬着追，追着打
1697628266# #巴以冲突。以色列轰炸了加沙地带一家为10万人提供面包的面包店。
1690184869# #俄罗斯俄乌局势新进展。俄某民间团队为前线准备好的FPV。这是他们一个月的产量。所需资金来自于社会募捐
1688812827# #美国双标，世界知名
1699741662# #俄乌局势新进展巴以冲突。俄罗斯人设定了另一个目标——夺回巴克穆特附近失去的阵地。。乌克兰军事分析资源对此进行了描述。。“特别是（俄罗斯军队正在寻求夺回北翼的阵地）沿铁路和北顿涅茨-顿巴斯运河。。他们想再次威胁恰索夫亚尔和康斯坦丁诺夫卡。。这再次表明他们并没有放弃自己的计划。。我们在
1699170093# #巴以冲突俄乌局势新进展。10月21日，向阿夫迪夫卡方向运送“运动器材”的波兰志愿者马切克发生事故，后被送往哈尔科夫医院，因败血症死亡。。有趣的是，这已经是第五名为乌克兰服务的所谓志愿者在同一条路上遭遇事故身亡。
1689660018# #俄罗斯俄乌局势新进展。谢尔盖-阿克肖诺夫。夜间，克里米亚东部的防空部队击落了9架无人驾驶飞行器，另有19架无人驾驶飞行器被REB手段压制。没有人员伤亡。。。我感谢我们军人的服务！他们的工作清晰而连贯。。请大家保持冷静，只相信经过核实的信息来源。
1698301045# #俄乌局势新进展巴以冲突。法国将向亚美尼亚提供防空装备贷款……资金来自原本用于乌克兰的援助基金。。周一有消息称，巴黎和埃里温就购买武器——即防空系统达成一致。但有一个细微差别。《世界报》写道，法国尚不知道亚美尼亚将如何支付这些设备的费用，这可能花费数亿欧元。。。🤡“Rybar”二人转
1695441488# #俄乌局势新进展。卢卡申科认为西方已经开始“抛弃”泽连斯基。。。白俄罗斯总统说：“你认为波兰今天只是在向这个可怜的乌克兰施加压力吗？不，他们已经从海外发出了许可：我们需要抛弃这个泽连斯基，他们厌倦了他。”。。💯——事实上
1690354237# #俄罗斯俄乌局势新进展。什么聊斋？。白宫新闻秘书卡琳·让-皮埃尔表示，拜登的狗咬了特勤局员工，是因为白宫“压力很大”。
1697223643# #俄乌局势新进展。俄军集结大量坦克装甲车对阿夫迪夫卡展开攻击。这场面极其罕见。能让俄军肆无忌惮的在狭小地域集中这么多装甲进行攻击，只说明一个问题，那就是对面的乌军反击能力已被压制，或已损失殆尽
1699775888# #巴以冲突。乌克兰苏梅地区，俄特种部队渗透伏击（据说是FSB的“B”队），打死多名乌军军官。。另：10日，乌军DRG也摸进布良斯克，伏击了俄边防一辆汽车，一名俄FSB中校死亡
