1703673700# #会给自己撤，为什么旗下艺人不管不顾啊！
1704356883# #我在微博之夜集卡活动中为助力成功，你也来给助力TA赢门票吧，本轮集卡数TOP40必得，一起来参与吧！2024纯真真好
1699848711# #我们都是最棒的抱一抱
1694337100# #这一天心情跟过山车似的！
1703945669# #青岛大火希望不要有人员伤亡！
1697423803# #即使相隔万水千山，我们依然携手并肩。山海同心，共赴一带一路十年之约
1703646211# #李善均去世虽说死者为大！但是这么🔥，是有隐情吗？估计得有后续吧！
1702028301# #给大家介绍一下！这是我男朋友
1696388445# #每日一善超话❤️阳光信用❤️每日一善超话。。为善，于己为善；与人有路，于己有退。他人有过不究，于人有恩莫念，爱人先爱己，责人先问心。地至秽者多生物，水至清者常无鱼。对待伴侣需要包容，对待朋友需要宽容。君子有容人之雅量，不会为小事而一争高下。
1700955520# #邓为超话💎邓为苏易水💎邓为仙台有树。。8能遇见你是神明赐我的糖，世界的善意，是晚来的温柔，和干净的你。。
1702980734# #人人公益节甘肃地震紧急救灾予人为乐，与己而乐。我在“甘肃地震紧急救灾”项目捐款成功！让我与一道成为传递爱与快乐的使者。
1703946505# #中国留学生在美寄宿家庭被强行掳走实话实说，治安这块还是我们中国最好
1700433281# #邓为超话💎邓为苏易水💎邓为仙台有树。。世界上有成千上万的美好，只有你才是最珍贵的。。。
1694860728# #邓为超话💎邓为的钻石矿场💎修丽可品牌大使邓为。。我们为子都瘦成纸片了，心疼人啊！你多吃点啊。。
1698124288# #啦啦啦啦啦！我又来啦二哈
1695428202# #煮娱超话为演员邓为签到
1704108962# #不止我一个人想逃离这种热闹一个人的时候我挺享受这份安静的，朋友喊出门我也可以很开心的的出去，不管哪种生活方式不都是自己选的吗？为什么又要内耗呢？
1697790300# #邓为超话💎邓为苏易水💎邓为涂山璟。。如此恋旧，如此温柔，如此细腻，就偏爱！就偏爱！就偏爱！越伤害我们越爱！。。
1703376351# #邓为超话💎邓为苏易水💎邓为仙台有树。。我的喜欢或许没有烈阳般炽热，但却如流水般绵长，会一直陪伴你身边。。。
1703025533# #邓为超话💎邓为苏易水💎邓为仙台有树。。你是雾是旧梦，是写在糖纸上的诗，是我心上的一间小酒馆。。
1700783559# #邓为超话💎迪奥品牌大使邓为💎修丽可品牌大使邓为。。你在黄昏寄一场梦给我，满载相思的欢喜和宇宙的星辰.8。。
1694087809# #邓为超话💎邓为💎邓为潮男上线。。他就可以做到简约而不简单，一身干干净净，气质出尘。。
1698824022# #每日一餐分享面条和咖啡更配哦
1693739259# #邓为超话💎邓为💎邓为长相思咱就说，什么时候来部专心搞事业的剧啊！气场2米8！@邓为D
1699833947# #邓为超话💎迪奥品牌大使邓为💎邓为dior。。借这天边明灯的光芒，一路前行。从此不惧怕黑暗。。
1704280377# #福建地震2024，希望一切都好
1703865647# #和邓为点亮微博之夜💎邓为0226生日快乐。。ᴸⁱᵏⁱⁿᵍⁱˢʲᵘˢᵗᵗʰᵉᵇᵉᵍⁱⁿⁿⁱⁿᵍᵒᶠˡᵒᵛⁱⁿᵍʸᵒᵘᵃⁿᵈⁿᵉᵛᵉʳᵉⁿᵈⁱⁿᵍ.。喜欢只是开始爱你永遠不會结束.。。
1704366169# #烤地瓜摊主为小土豆准备勺子在家随便炫，在外面还是用个小勺蒯的
1703823427# #一家8口住酒店称很划算准备住一辈子就是价值观的不一样了，正常人会觉得钱一样花了，买房还贷好歹最后还能有个房，住酒店最后一样钱没了，什么都没置下
1703165056# #我在森林驿站帮助了小熊猫，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1696388337# #煮娱超话为演员邓为签到
1697530128# #坐等8：30
1694972056# #
1696484163# #转发微博
1703846104# #我获得了微博之夜美好卡，在集卡这件事情上咱是有点儿天赋的！每周集卡数TOP30必得微博之夜入场券，冲一冲就能亲临现场为我喜爱的TA呐喊，一起参与吧！2024纯真真好
1703331366# #考研英语考完就pass，准备下一场，希望大家都上岸！加油！
1702791060# #天蓝的跟水洗了一样
1701689780# #每日一善超话💎阳光信用💎每日一善超话。。生活，需要一点阳光，生命，需要一些勇敢，纠结过去，担心未来，都不如抓住当下，过去是梦，未来是影，现在才是真真切切的人生。
1702246078# #邓为超话💎邓为苏易水💎邓为仙台有树。。9我相信与你终将旷日持久，于是才敢说一句来日方长。。。
1696823969# #邓为超话💎邓为苏易水💎邓为仙台有树。。又开始上班啦！各种姐那搜罗照片，话说这神仙手是我能拉的吗？。。
1698764212# #我在森林驿站帮助了东北虎，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1699541483# #邓为好帅
1698280412# #做杯咖啡，打开唱片机，今日份🌲🍊女工已上线
1693713749# #邓为超话dw邓为长相思dw邓为茶朔洵dw。。这一身怕也只有为为能撑起来了！人群中太显眼！。还有哦，可以发自拍吗？不要精修，不要化妆的那种doge。。
1697580347# #第二季见
1698248235# #每日一餐分享
1700227430# #我先保存
1703425731# #来迟啦泪
1694338971# #寻艺签到超话
1697550285# #邓为超话💎邓为长相思演唱会造型💎邓为长相思线下应援。。温文尔雅如玉温润，气宇轩昂如玉晶莹。。。
1700131678# #猫猫冲DW的红包哇！好运来袭！我抽中了的现金红包，你也快来试试手气吧，比比谁抢得多！
1703680146# #DW只若初见的红包有钱就是任性！我往红包里塞了现金大奖，能不能抢到就要看你们对我是不是死心塌地啦！
1702852819# #邓为超话💎邓为苏易水💎邓为仙台有树。。"何止浪漫与爱,我口袋里的星星,眼中藏匿的银河,遇见你的那一刻,万箭齐发统统指向你"。。
1703981225# #爷爷赶集给娃买裤子拿去学校让试穿我小时候外婆每次准备走的时候我都会把门堵着，不舍的外婆走
1702938020# #邓为超话💎邓为苏易水💎邓为仙台有树。。微风拂过湖面，犹如对你的思念蔓延心海。。。
1700005471# #🥶
1703428015# #我也烫了卷毛，我还嫌刘海太卷想洗直呢！不洗了！现在怎么看怎么好看，我这样拼图不过分吧？偷乐
1698376648# #心阳光信用蜡烛‍每日‬一善。。我喜欢中国人的除夕。年事增长，再到除夕，仿佛又回到了那领压岁钱的欢欣。我至今仍喜欢“压岁钱”这三个字，那样粗鄙直接，却说尽了对岁月的惶恐、珍重，和一点点的撒赖与贿赂。。——《无关岁月》蒋勋
1703245357# #冬至快乐
1703604601# #我希望可以找到这样一个人。他看我的样子。就像我看星星的时候一样。我希望可以成为他的夜空。。☾˚‧º·𝓖𝓸𝓸𝓭𝓝𝓲𝓰𝓱𝓽☾˚‧º·。。晚安月亮
1704042598# #你好2024请对我好点
1700700503# #邓为超话💎邓为苏易水💎邓为仙台有树。。繁星之下盼晨曦，黄昏之后思蝉鸣，皎月清凉你是我的方向.。。
1698298517# #因为邓为，看到了这么多以前不了解的东西，感谢电影频道
1702509222# #邓为超话💎邓为苏易水💎邓为仙台有树。。或许神明不佑，星辰晦暗，。少年在，光和救赎就在。。换句话说，只要你在，我就爱这人间。。。
1698105124# #邓为超话💎邓为苏易水💎邓为仙台有树。。捡到一段视频，我要更多人看到，特别是质疑我们演技的，来看来看，打你脸打call。。
1696651945# #邓为超话💎邓为苏易水💎邓为仙台有树。。期待新作品！12号开机应援的姐妹们你们多多拍点照片视频回来啊。。
1699179120# #我在森林驿站帮助了雪豹，掉落一块拼图碎片，据说集齐有奖励呦。熊猫守护者们，快加入驿站一起玩吧！
1703224019# #22岁女老师被7旬老人开老头乐撞死体型这么大的非机动车，不用驾驶证，不用学交规，横冲直撞，本就是安全隐患，这种车子真的应该存在吗？
1701764080# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1697347996# #邓为超话💎邓为苏易水💎邓为涂山璟。。终于等到你上班，虽然工作室才发了短短的几秒，但有总比没有好吧泪泪泪。。
1703231233# #帕梅拉听说科目三风靡全球了配乐算一波文化输出吧春游家族春游家族春游家族
1702046395# #邓为超话💎邓为苏易水💎邓为仙台有树。。你本明月，居于九天，我心起贪恋，将你藏于心间。。。
1703541843# #邓为超话💎邓为苏易水💎邓为仙台有树。。风很温柔，水很清澈，花很鲜艳，你很特别，我很喜欢。。
1695881479# #我也要去吃，他说好吃哎
1703376326# #邓为超话💎邓为苏易水💎邓为仙台有树。。想把天上的星星摘给你，却发现它们早就在你的眼睛里。。。
1702902058# #记录一下南京的雪！明年就可以比较了春游家族春游家族春游家族
1701123923# #邓为超话💎邓为苏易水💎邓为仙台有树。。1你的眼眸温柔清澈，如潺潺春水，倒映星河。。。
1698408044# #帅死了
1694344375# #过年咯！
1699440326# #好恐怖的一天啊，年轻人还是玩不起啊
1703156094# #跳绳减肥确实有用，但是一下子不能太多，慢慢增加，其实一开始挺难坚持的，我半途而废了！这一说我又想开始了，明天开始打卡
1701172225# #听说发了ss可以回来？！。。我真的好喜欢微博啊！微博真的太好了！五星好评！。。首先，微博作为一个开放的平台，给予了用户广泛的表达和参与的机会。用户可以通过自己的微博传递观点、声援喜爱的明星或者支持社会公益等。微博鼓励用户发挥创造力，表达真实的自我。。。其次，微博的特点是信息传播速度快，能
1701815185# #邓为超话💎邓为苏易水💎邓为仙台有树。。3遇见你是我这辈子最美好的意外，喜欢你是我也无法控制的情绪。。。
1700955217# #邓为超话💎迪奥品牌大使邓为💎修丽可品牌大使邓为。。6错过的是落日余晖，冉冉升起的太阳终会照亮满天繁星。。
1700871343# #邓为超话💎邓为苏易水💎邓为仙台有树。。"愿你眼里永远有星辰大海,既使星辰大海毁灭也知道你后面还有一堆光在等你."。。
1699017428# #每日一善超话💎阳光信用。。一个善良的人，就像一盏明灯，既照亮了周围的人，也温暖了自己，善良无须灌输和强迫，只会相互传播。爱物惜物，即是善行；勤俭持家，便是积德。心不欲杂，行善则真；心若欲杂，空行百善。以善启善，以善引善；以善育善，以善扬善。无需言它，从吾做起；不必多言
1701728405# #邓为超话💎邓为苏易水💎邓为仙台有树。。1高岭之花落凡尘，愿你如星君如月，月月星光相皎洁。。
1703714524# #邓为超话💎邓为0226生日快乐💎邓为自有银河。。＂你听风，听到了吗，它在替我诉说爱意.＂。𝓓𝓸𝔂𝓸𝓾𝓱𝓮𝓪𝓻𝓽𝓱𝓮𝔀𝓲𝓷𝓭𝓘𝓽'𝓼𝓽𝓮𝓵𝓵𝓲𝓷𝓰𝓶𝓮𝓵𝓸𝓿𝓮.。。
1704113132# #2023微博之夜年度盘点火热进行ing彩虹屁，小伙伴们快来参与推荐并分享你心中的最佳热梗，有机会赢取微博之夜盛典门票哦！戳&gt;&gt;
1695767448# #煮娱超话为演员邓为签到
1703893662# #每日一善超话绿丝带阳光信用绿丝带每日‬一善。。善中有乐，一路善行;善中有仁，日日善行;善中有孝，敬老善行;善中有爱，奉献善行;善中有心，笃志善行;善中有德，文明善行。
1704043993# #和邓为点亮微博之夜💎邓为0226生日快乐。。Setalltendernesstobevisibleonlyforyou。把所有的温柔都设置成了仅你可见。。
1701561843# #邓为超话💎迪奥品牌大使邓为💎修丽可品牌大使邓为。。13"你只管在舞台上闪闪发光就好,我们会在前面抵挡风浪”。。
1695767481# #明星势力榜超话为演员邓为签到
1694394104# #邓为超话💎邓为金九首封预告💎邓为风度10月刊双封面。。守得云开见月明，是金子总要发光的！只要能登顶，路途崎岖点又何妨呢！。。
1703421346# #脱粉感觉很多家啊！这这这谁提出来的？我就吃个瓜偷乐
1702566903# #都来围观
1701096147# #微博渔场我刚刚在的渔场捞到了3鱼币！运气爆棚，嘘~~
1695080908# #明星势力榜超话为演员邓为签到
1704234300# #和邓为点亮微博之夜💎邓为巴黎卡诗。。＂你听风，听到了吗，它在替我诉说爱意.＂。𝓓𝓸𝔂𝓸𝓾𝓱𝓮𝓪𝓻𝓽𝓱𝓮𝔀𝓲𝓷𝓭𝓘𝓽'𝓼𝓽𝓮𝓵𝓵𝓲𝓷𝓰𝓶𝓮𝓵𝓸𝓿𝓮.。。
1695196139# #哇塞
1697555721# #期待第二季再见
1698880839# #微风阳光信用微风每日一善。。善良之举，需要人人拥有，善良之歌，需要人人唱颂。让我们一起轻掬季风，淡挽流云，抚一弦清音。
1702393334# #邓为超话💎邓为苏易水💎邓为仙台有树。。目光所至是你，心之所念是你，愿从新鲜感到归属感，还是你。。。
1695949107# #煮娱超话为演员邓为签到
1701645960# #邓为超话💎邓为苏易水💎邓为仙台有树。。15遇见他之后，才会这么想守护一个人，也希望有更多人爱他。。。
1697796813# #邓为超话💎邓为苏易水💎邓为涂山璟。。你就是我唯一的偏爱，爱一个人是没有理由的。。
1704067746# #2024年第一条微博2024早
1702506369# #邓为超话💎迪奥品牌大使邓为💎修丽可品牌大使邓为。。出发总是美丽的。尤其是在一个，阳光普照的清晨上路。。。
1697325908# #每日一善超话❤️阳光信用❤️每日一善超话。。生命有如一颗神话世界里的珍珠，出于砂砾，归于砂砾，晶光莹润的只是中间这一段短短的幻象啊！然而，使我们颠之倒之甘之苦之的不正是这短短的一段吗？。——《只是因为年轻啊》张晓风
1702824838# #就是特喜欢这种氛围，有同款吗？
1699414408# #你们最棒！羞嗒嗒
1694356412# #定好闹钟啊！@邓为D
1702433148# #永不会忘
1696904339# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1700608209# #邓为超话💎邓为苏易水💎邓为仙台有树。。你像四季，春的生机，夏的张扬，还有秋的丰盛，冬的坚毅。。。
1695080895# #煮娱超话为演员邓为签到
1697503569# #我在森林驿站帮助了雪豹，掉落一块拼图碎片，据说集齐有奖励呦。熊猫守护者们，快加入驿站一起玩吧！
1703577292# #我来看看卷毛
1700714905# #邓为片场抽烟年底了，不尬嘿是完成不了今年的KPI了吗？快来预约仙台有树吧，正主在拍这个剧哦，很忙的
1703675477# #两名临时工离职老板强行送厚衣服告别这种老板活该生意好！两个小姑娘肯定也是好员工，都是相互的！真心换真心
1702609773# #跳动时尚脉搏，彰显魅力风采，恭喜解锁《GLASSMAN》中文版冬季大片，🎁冬日的第一份礼物已经送达，让我们一起开启时尚新世界。
1697630048# #谁说不是！黑料就是因为帅的太突出
1697629697# #快来预约仙台有树哦
