1692766832# #从绝对金额来看，这一波应该差不多了吧？
1694744170# #【国家统计局：8月份社会消费品零售总额37933亿元同比增长4.6%】。。【国家统计局：8月份规模以上工业增加值同比增长4.5%】。。宏观数据已经悄然走出低谷！
1695446880# #曾国藩：“若遇棘手之事，需从耐烦二字痛下功夫。”。。成功没有别的诀窍，就是要有跑马拉松的耐心和韧劲。坐得住，稳得住，沉住气，拢住神。。。底部时熬得住凄凉，主升时熬得住浮盈，泡沫时熬得住贪婪，方可在股市达到一番成就。
1693269406# #历次市场底部，活跃资本市场出了哪些政策？
1691722586# #赞
1697761903# #【CT电新】宁德时代23年三季报业绩交流会20231019。要点总结。🍁1.业绩。Q3营收1054.3亿元，归母净利润104.3亿元，综合毛利率22.4%。盈利能力稳定，现金储备充裕，期末货币资金达2338亿元。。。🍁2.出货情况。Q3出货100GWh，储能接近20%，Q4环比有增长但存在不确定性，公司比较乐观。。。🍁3.开工率/产能
1691185104# #转发微博
1698271235# #转发微博
1698703797# #转发微博
1698214129# #股东问：您这一生很成功，请问您有什么好的习惯或秘诀吗？。。芒格：我想吃什么就吃什么，从来不担心自己的身体。我不愿意做的锻炼，从来不做。如果说我有一点成就的话，主要是因为我有一股打破砂锅问到底的劲。。。我就擅长做一件事，把事情想通、想透，深入思考，找到正确的答案，然后付诸行动。我没别的
1695017509# #可悲！
1692426600# #五大类基本面领先指标中3个及以上企稳回升
1696136606# #会里对于各类定增融资的严格把控，对于一些被诟病竞争激烈的行业，比如光伏，其实是一种利好。。。不再融资无脑扩产能，公司更关注各个项目的利润回报，对于上市公司的估值是应该重新审视的。
1695457750# #转发微博
1691247381# #转发微博
1692951308# #
1694509842# #投资必知三大要素：。。乐观：回望每一次的低点，我们在那一刻也同样看不清市场在未来将如何演绎，但只要我们还在正确的道路上，A股也在每一个低谷之后迎来新的辉煌，目前还没有例外。。。自我强化：把精力放在产业发展趋势和公司研究上，拓展自身能力。。。顺应时代：中国有一大批有梦想的企业家，在时代的
1696849116# #谁说得对？
1690340192# #我写的哪里是股评，更多是自己的研究感悟
1696733152# #现代科学的发展，是一个立体架构，包含着三方面：。。1、基础研究。。。2、应用研究。。。3、面向市场的开发研究。。。一个国家的综合科技实力，也是由这三个方面所决定的。但凡有一项存在短板，那么它的科技实力就是偏颇的。
1697360280# #【转：长期投资有三个中心】。。一是长期来看，经济是以企业为中心的。代表企业股权的股票长期升值最多。。。二是长期来看，上市的企业是以高质量企业为中心的。高质量是指具有可以长期持续保持的竞争优势，高质量的好公司股票长期升值最多。。。三是长期来看，股票市场是以企业内在价值为中心的。估值便宜（
1695971758# #可以
1688007592# #投资真的不简单，在大家兴奋的时候退却，很难做到的，所以大部分人保不住利润
1697206363# #李光耀：新加坡绝大部分人是来南洋讨生活的穷苦人家出生，所以我们对贫困的原因进行过深刻反思：一部分人愚，一部分人坏，一部分人麻木不仁。我们深知，一般人的愚昧和麻木正是少数坏人得逞的根本原因，而坏人一定会不遗余力地维护既得利益。。因此我们坚定不移地开启民智，让老百姓明白自己才是国家的
1694599755# #王德峰教授：一个人到了40岁还不信命，悟性太差。。你们信命吗？
1693187845# #指数回落，有止盈筹码是正常的。。。涨不在一时刺激，在小河细水，绵绵不绝
1690164803# #当下肯定属于一个股票、股票型基金值得继续看好的阶段。但是对短期一两月的收益预期可能要放低一些，这里是有底在支撑的，但是能不能涨、能涨多少谁也不知道。对长期收益保持乐观，是因为：买入的价格低，投资就算成功了一半了。
1697613480# #炒股最大的敌人是谁？。。自己。。。人性的弱点：。。贪、嗔、痴、疑、慢。（转）
1695258928# #这个提示含金量高
1698542886# #转发微博
1698406169# #担忧
1693811954# #台风第二天，其他菜都不行了，只有韭菜毫发无损，愿你我都像韭菜一样坚强good
1694593219# #这个位置，再担心股市有多少下跌空间的人，真的不适合做股票了。。除了极少数消费类股票略有高估，大部分个股已经低估得不成样子。。熊市里你看着市值有所下跌当然难受，但却蕴藏着无限希望。。牛市里你看着市值每天上涨当然舒服，但却潜藏着无限杀机。。经历了无数牛熊洗礼的老股民都懂得：熊市底部攒股票
1691759842# #Zjh无辜啊
1697619600# #王朔：“我们恨贪官，又拼命的报考公务员；我们骂垄断，又拼命往高油水企业钻；我们讥讽不正之风，自己却忙着找关系。。。总之，我们愤怒不是因为不公平，而是觉得自己处在不公平中的不利位置，这种骨子里的自私，才是真实的人性。”
1693230070# #你今天拍大腿了吗？
1693486109# #用处不大，核心是救不救民营地产公司
1687928846# #炒股，像打仗一样，打一次胜仗，容易，做一个常胜的将军，难。。很多新兵，只要是在战场上，手里有枪，总想打，。其实，作为一个士兵，遵守纪律才是天职。。。就像很多新手股民，只要账户有钱就想买，不满仓不舒服。其实，遵守投资纪律才是底线，看得懂才去干。
1690858809# #8月AI起！
1689083302# #赞赞赞
1692770701# #会怎么样？
1688221965# #有道理
1691196920# #对标思维、对标分析，在投资圈很流行，但很多人容易忽略一个最重要的问题，那就是对标的对象会变化。。。如果变得越来越好，对标思维就显得伟大且富有战略性。如果变得越来越差，对标思维却又容易刻舟求剑。。。对标的“标”是活的，是会动的。如果“标”变得越来越好，对标分析会大显神威；如果“标”变
1690625160# #邓公：凡是符合最大多数人的根本利益，受到广大人民拥护的事情，不论前进的道路上还有多少困难，一定会得到成功；经济搞上去，让人民过上好日子；发展才是硬道理；
1687935126# #想和大家讨论一个问题：在资金总量基本保持不变的情况下，到底是应该用较为丰厚的薪酬给到年轻人，刺激奋斗的欲望和实现工作价值的认同；还是应该用较高的退休金给到退休老人，消除养老的后顾之忧？。。你们认为哪一种方式更好？
1694271339# #杀机
1689342038# #不努力肯定没有希望
1694487278# #我国生产了全球32%以上的汽车。我国生产了全球63%以上的洗衣机。我国生产了全球65%以上的空调。我国生产了全球66%以上的冰箱。我国生产了全球73%以上的手机。现在的发达国家，靠金融，靠专利，靠医药，靠科技发财。（转自牧金兔）
1698411441# #没有什么是一成不变的，如果传统文化是糟粕，那就应该果断抛弃
1697339844# #芒格：别人问我怎么才能幸福？我总是回答说，降低你的预期，也就是让你的预期更符合现实。。。在生活中，一个人总是有很多不切实际的预期，他就好像笼子中的鸟，明明飞不出去，却一个劲地扑腾，不断用翅膀拍打笼子，最后只能撞得头破血流。何苦呢？你的预期要符合现实。。。生活中有苦有甜，一切要坦然接受
1696339757# #这种装神弄鬼的组织，幸亏没有成功，否则百姓将万劫不复
1694680796# #成交量见底，各种题材也炒不动了，场内仅剩的一点钱也开始往股息率高的大块头挤。。。分析一下目前市场的想法：。第一点市场挣钱效应很低，想买的买完被套了，不想买的还在等回暖了再买，导致成交量清淡。。第二点因为量化带来的短线生态变革，很多人也在逐渐适应。。第三点，很多人知道这里是底部，想抄底
1693983565# #产业转移的第二阶段更关键，对应经济“质变”：GDP突破人均2万美元。。中国目前稳住地产，发展前沿科技，是实现这一质变的理想手段。
1693635009# #哈哈哈，勇敢的孩子
1696396136# #微小说：你不是领导（图转）
1697852852# #担忧啊
1694054117# #转：优秀投资人都爱研究Costco，一文看完创始人47句箴言。。热爱是生命的馈赠。1、喜欢做开市客。我一辈子都在这样做，这是我的风格。这并不意味着它是正确的风格或适合所有人的风格，但它是我的风格。。。2、找到你真正热爱的事情，你这辈子就不用工作了。我今年80岁，已经退休，但我仍然每天去开市客购
