1689430922# #我天，这也太好看了吧憧憬憧憬
1691284747# #张杰超话张杰出道十九周年快乐十九周年快乐，好快呀，就十九年啦，我还在哦，未来也会继续陪你一起走下去。北斗不是孤星，我们互为光亮心航天员。十九十九，爱你久久
1702763240# #我在2023微博演出大赏推荐了《张杰未·LIVE-「曜·北斗」巡回演唱会》。用音符描绘你的2023故事，一起来推荐你喜爱的演出作品吧！年度演出推荐。
1691842003# #好帅好帅抱一抱抱一抱抱一抱
1692550150# #鸟巢一切顺利航天员
1694257337# #张杰时光音乐会老友记等你直拍doge
1700539091# #730真的破碎感十足苦涩苦涩苦涩
1703055039# #我投给了“张杰”~
1699833724# #芬芬的心情日记。冷🥶
1699793740# #微博视界大会梦想和弦，热爱前行。我正在微光荣耀入围影视音乐为《万物不如你》荣耀推荐！跟随梦的节拍，助力荣耀时刻~爱你
1699793829# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围作品推荐奇妙之城2！为热爱助力，一起来推荐你最喜欢的作品吧~彩虹屁
1701584779# #张杰1220生日快乐凑个热闹
1702888827# #张杰1220生日快乐排面杠杠的送花花送花花送花花
1702464651# #2023微博演出大赏开启，我推荐了张杰未·LIVE-「曜·北斗」巡回演唱会。来音乐人的年终会客厅，一起来推荐你喜爱的演出作品吧！年度演出推荐^^
1697597072# #公主非常满意爱你爱你
1698045404# #下期见！送花花
1695749272# #这身材比例绝了心心
1697953500# #滴滴
1696340103# #张杰加盟狂潮机车音乐节天体🐮
1703069632# #益路杰伴星公益好棒呀彩虹屁彩虹屁
1701154228# #张杰热血战歌立剑太燃了。新歌《立剑》
1694272511# #友谊长存心
1694873129# #磨磨唧唧的，赶紧上吧
1697043072# #晚安宝贝心
1701662593# #张杰唯粉实时号测试你好吗
1690349856# #少在这攻击小北，你说你打工，你学生，那别人就很闲吗，这么多要求。一项都达不到怪谁呢，少在这阴阳怪气的
1693664602# #看到了CCTV哇哇
1700226777# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1691333307# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1695348983# #张杰张碧晨合唱坚如磐石同名主题曲热爱可抵岁月漫长，希望大家都越来越好打call
1691754926# #啊啊啊啊这也太帅了
1703992441# #晚上见啦打call打call打call
1697472755# #公主请听歌🎵。不会还有人没设置吧dogedoge
1692596287# #太棒啦彩虹屁彩虹屁
1699515974# #微博视界大会微光所向，热爱同行！我正在微光荣耀入围作品推荐声生不息宝岛季！为热爱助力，一起来推荐你最喜欢的作品吧~
1696602234# #张杰太帅啦
1701228820# #张杰张杰送花花送花花
1701839929# #来啦，宝贝
1691362921# #涞水加油，共渡难关心心心
1697733419# #好久没看到这种群访
1703854616# #张杰未你好吗跨年演唱会爱人呐爱慕爱慕张杰跨年演唱会
1697281461# #期待期待打call打call打call
1703902508# #♪我正在收听张杰的歌曲《天启》（来自
1694094116# #啊啊啊啊好帅好帅
1691851117# #张杰未live巡回演唱会Maybe首唱张杰深圳演唱会
1689518417# #长沙见心航天员
1693549746# #接好运
1692080379# #啊啊啊啊啊好帅啊。我词穷了
1694707940# #微博音乐盛典用音符描绘你的故事，一起感受音乐带来的奇妙氛围感与魅力吧！
1696691409# #你好会唱开学季开学季开学季
1696260281# #熟悉的外套，到了早点休息心
1703243910# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1702517089# #看看我看看我，我要见
1698990003# #张杰超话sgyyh。体验感拉满的一期，太好玩了哈哈哈哈哈哈哈哈
1702526431# #要不要这么吓人允悲
1702042430# #存淄博万达✅
1703410263# #张杰录音室侧颜哥哥侧颜真的好帅，多发爱看
1703608271# #张杰新EP冬月初七zj张杰新歌“有一束光是你给的，告诉我手边就有银河”因为相聚，便有了光，这首温暖的歌，名叫爱着心。我真的超爱《柔光灯》柔光灯音乐
1695226589# #哈哈哈，太可爱了
1694354818# #张杰少来沾边你杰神酷酷。人生百态，且行且珍惜
1695920021# #晚安💤
1697215126# #ZJ只吃糖不吃苦总有人会捧着车厘子花束向你走来，世间还没给你的温柔都在路上，你要等，为你而来
1692598469# #东方风云榜微博网友期待舞台初心如歌，榜上有鸣。东方风云榜三十周年庆典开启，为你喜欢的舞台打call，我们一同见证！
1693232817# #哈哈哈哈，你今天唱的是啥呀，好难猜哦
1701847208# #张杰超话✨张杰时装男士十一月封面。杂志终于到了啦。才发现我的包装如此不一样笑cry笑cry笑cry。还找了半天揣手揣手
1697501372# #人人公益节张杰音乐梦想教室涓滴之水成海洋，我在“张杰音乐梦想教室”项目开通月捐！携手
1694833984# #期待张杰
1693052433# #甜蜜告白季节，快来沾福气！中奖了，我在和你心动七夕活动私信明星抽中了情侣铭牌男款！快去给你最爱的明星私信告白吧，也有机会像我一样幸运降临哦。据说多发私信叠加buff夏日青春派对
1696508218# #中国女篮加油
1702296693# #请尽快处理该违规用户，共同营造良好的网络环境，谢谢！
1698994029# #蕾拉直拍来啦
1698583480# #好甜的杰杰爱你爱你
1689567446# #香水舞航天员
1702274098# #恒心至善，星光相伴。我正在参与2023年度星光公益大赏，我推荐的年度明星公益事件是张杰音乐梦想教室，点击
1689508706# #张杰未live巡回演唱会迷航天员
1702562055# #杰星🔒
1701868634# #wx小橙旭『小芒庄园』一起为公益助力，我们在给你小心心星星基地给你小心心等你哦~
1697558907# #你超爱送花花送花花
1692677283# #我的专辑啊。别人四分钟的都发货了。我一分多的还没发货苦涩苦涩苦涩
1701940883# #我投给了“张杰”~
1694330399# #好想吃张大厨的牛肉面哇哇
1693155349# #又追星成功啦，超喜欢杰哥的小迷弟
1700910144# #晚上见送花花送花花
1703561212# #送花花送花花太棒啦
1697822981# #4月送花花送花花
1704182989# #本来注意力没在这这是老北提醒的还得是老北懂我哈哈哈哈哈哈哈哈
1692504845# #因为有张杰才有了这么优秀的作品心
1700571693# #滴滴
1694874895# #张杰唱我们的歌感慨落泪心张杰时光音乐会老友记磨难的最好的礼物，张杰你真的特别特别特别好
1690382600# #张杰超话北斗星空十九周年。晚安💤。还有三天就可以见到啦。期待期待航天员航天员航天员
1702624901# #
1691762086# #啊啊啊啊啊啊啊啊好帅啊
1696680090# #。您好，我要举报以下用户（禁点进主页）。
1688992793# #哇喔，长沙见憧憬憧憬憧憬
1702735344# #一觉醒来义乌银装素裹除了冷🥶，啥也没有苦涩
1700826721# #进群审核
1703997366# #拜拜。明年见
1695349010# #哥哥好会唱啊，爱你😘爱你爱你😘
1692174954# #张杰时光音乐会啊啊啊啊啊太帅了太帅了抱一抱抱一抱抱一抱
1693239919# #张杰东方风云榜亚洲最佳男歌手恭喜我杰哥张杰嗓子好忙
1691127925# #好甜的宝宝
1701395737# #张杰唯粉实时号测试回来了吗
1694010908# #张杰超话哈哈哈哈，小小团建一波哈哈哈哈哈哈
1699081321# #我今天也煮了送花花送花花送花花
1703391907# #啊啊啊啊，期待上线送花花送花花
1702098871# #张杰歌迷说王子请听歌快来参加呀
1702023415# #好大一个张杰内蒙古，她们眼瞎吗，这也偷融化融化
1691759640# #多拍点多拍点
1690794537# #我们一起，就是完美的
1704263123# #学到了，我哥太沉了，不容易找到笑cry笑cry
1692286853# #啊啊啊啊啊夜星啊
1702337862# #一起来2023微博演出大赏进行音乐演出的回顾与盘点！我推荐了张杰未·LIVE-「曜·北斗」巡回演唱会，你也一起加入吧～年度演出推荐.
1704000749# #好宠好宠爱慕爱慕爱慕
1703220915# #好想你啊抱一抱抱一抱
1693242624# #我们两只鸟超好听打call打call
1692598431# #东方风云榜微博网友期待舞台初心如歌，榜上有鸣。东方风云榜三十周年庆典开启，为你喜欢的舞台打call，我们一同见证！
1698837993# #我投给了“杰神驾到”,“天下第一”~
1694599768# #看看我看看我
1695389263# #心心
1698156368# #我在森林驿站帮助了猕猴，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1702526092# #一时分不清到底是追谁，张杰还是男粉融化融化
1695892877# #期待张杰打call打call打call
1703566740# #我正在微博跨年狂欢节预约张杰，还有机会赢跨年晚会现场门票！快来和我一起参与吧~~
1702727928# #大家明天好运连连彩虹屁彩虹屁
1692859605# #永远真诚。永远热爱航天员
1703731490# #我参与了由发起的2023微博星IP年度推荐Top10活动，我为张杰点歌台点赞，2024跟随继续闪光生活！
1699440830# #啊啊啊啊好帅
1703902840# #今晚的每一套都很蛊爱慕爱慕爱慕
1696260411# #张杰加盟狂潮机车音乐节彩虹屁彩虹屁
1698673929# #该账号行为极其恶劣，已经严重污染微博社区网络环境，更是与清朗行动背道而驰。请平台依据社区公约对违规内容予以删除，并禁言处理，谢谢娱乐生态观察站&nbsp;蔚蓝计划&nbsp;
1694488862# #张杰外南街1982签售会看看我看看我哇哇哇
1693052109# #好多人啊
1689407073# #今晚一切顺利。做好防暑措施心
1688792067# #张杰超话答题超话生日，团建而已。深圳场都抢到票了吗dogedoge。来演唱会一起玩呀张杰未live巡回演唱会
1691318064# #码住
1700395308# #本周我完成了连续7天铁粉打卡，与的铁粉值额外增加1分！
1690000423# #哇喔哇喔，我都拥有憧憬憧憬憧憬憧憬
1689954997# #晚安啦，长沙见心
1701864558# #张杰张杰送花花送花花送花花
1688909693# #颁奖怎么还不到苦涩苦涩苦涩
1701264312# #张杰1220生日快乐哇
1697301714# #张杰在川大用川音演绎蜀道难好好听打call打call
1702084151# #我在2023微博演出大赏推荐了《张杰未·LIVE-「曜·北斗」巡回演唱会》。用音符描绘你的2023故事，一起来推荐你喜爱的演出作品吧！年度演出推荐
1691740616# #你也很会啊，会一直都爱你😘
1688609362# #哇喔
1689480232# #今晚曜顺利呀，我们长沙见心
1693330489# #我真的好爱龙吟
1699418182# #天冷了，注意保暖哦彩虹屁彩虹屁彩虹屁
1701835797# #乐事品牌代言人张杰兑换了福袋，人行立牌莫辜负呀送花花送花花送花花
1704253462# #留着钱看杰杰抱一抱抱一抱
1703896482# #张杰未你好吗跨年演唱会呜呜，好帅好帅
1699714802# #岁月是一场有去无回的旅行，好的坏的都是风景彩虹屁彩虹屁彩虹屁
1694403545# #张杰我女儿有三个为什么朋友不能有三个歌手张杰，家庭幸福，事业有成，谁能不爱呢彩虹屁彩虹屁
1694271778# #张杰时光音乐会老友记来啦来啦张杰唱打嗝版天下
1703052455# #星星灯因中奖者不符合要求，重新抽取
1690862979# #比心的杰杰
1695017086# #超前派对：于文文邀戴佩妮唱《野蔷薇》邓紫棋打卡张杰演唱会(分享自
1699358968# #铁打的张杰🐮
1703852236# #张杰未你好吗跨年演唱会我爱你心
1691892114# #啊啊啊啊啊好帅好帅舔屏舔屏舔屏
1702291753# #恒心至善，星光相伴。我正在参与2023年度星光公益大赏，我推荐的年度明星公益事件是张杰音乐梦想教室，点击
1704288864# #分享图片
1699199254# #张杰超话公主们晚安咯。数码王子下周见彩虹屁彩虹屁
1695348383# #张杰唱歌太好听啦打call打call打call打call
1700229485# #太帅了太帅了送花花送花花
1692505036# #我的专辑还没发货。有的就收到了允悲允悲
1703493415# #张杰歌迷过年啦，好幸福🥰
1697594344# #张杰超话自存杰杰微博。4月博：20条
1695689927# #你好爱心
1694157558# #期待张杰抱一抱抱一抱，明晚不见不散
1693046950# #今年中奖的第二张签名照啦。第一张还是我杰哥的，好开心。。接签售好运，签售会必有我。签售会必有我航天员航天员航天员航天员
1695814040# #救命，这太催泪了泪泪泪泪
1698977938# #来咯来咯
1694831389# #我在森林驿站帮助了大象，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1690424444# #长沙见心
1690832451# #张杰超话张杰未live巡回演唱会。记录一下凌晨三点的金华站。下一站义乌站。需要候车3小时航天员
1697365642# #我哥这大长腿开学季开学季开学季
1691159529# #航天员心
1699957385# #超级期待啦
1703999260# #张杰超话。耶✌🏻。今年都拥有啦。开心❤️
1702222900# #张杰超话zj张杰直播晚安啦送花花送花花送花花
1695611070# #帅哥真好看，下次记得早点发
1703060071# #我在森林驿站帮助了猕猴，获得了爱心和动物卡片。熊猫守护者们，快加入驿站一起玩吧！
1694591314# #期待张杰彩虹屁彩虹屁
1703050571# #“我想让张杰哥哥平平安安的”泪泪泪泪
1703842916# #一切顺利！
1701409029# #说这话的，你没有心。你为什么只说不做。你也去摔一下啊sb。21年的苏州，真的永远没有办法和解
1702109014# #速速发条微博，看看你在哪航天员航天员
1700553513# #张杰唯粉实时号测试看看有没有
1693839708# #是我的心动男嘉宾哇哇哇
1695797957# #啊啊啊啊好可爱好可爱
1691737395# #注意安全，一切顺利心
