1638690677# #永远不能原谅日本鬼子！
1668550077# #如果当时是图中的这个博主被歹徒劫持的话，我会建议警察谈判谈到春节挖鼻
1565968540# #黄尸怎么可能有一万块滴存款涅！允悲允悲
1629670857# #落月
1542802141# #汉奸团日本东北灾区行坏笑坏笑
1560431859# #被女神捡走然后扔进垃圾桶允悲
1627826386# #一起看奥运金牌榜依然第一！耶耶耶
1630117424# #我艹，这是鬼上身了吧！傻眼
1666360308# #又逢金秋话丰年千畦细浪舞晴空心心心
1698277861# #没有一颗中国芯偷笑
1569994384# #确实是恶之花的土地，不然怎么就长出了那么多的公知汉奸慕洋犬？二哈二哈二哈
1630982502# #她只是坏摊手
1554279595# #吃瓜
1646971706# #围观话筒话筒话筒
1638026070# #话筒话筒话筒
1563721816# #耿直娜从未解释过轮子原图的来源挖鼻
1635318547# #原来我的意见是伪装的dogedogedoge江苏联通回应官方微博被禁言
1565693795# #好吧，我帮着精炼一下：草泥马的驴丘，睁大你狗眼看看到底是谁打瞎女废青的狗眼？阴险
1656593843# #Hello七月南湖夜色鲜花
1553419017# #撩螺舔屏舔屏舔屏冒个泡
1679922565# #对我来说，1570万加元和1570万RMB没啥区别摊手反正我都没有doge
1642130416# #奉劝山姆等企业别割自己肉去贴美国脸想查的话办法太多了，主要是看当地各部门想不想查而已挖鼻
1679328502# #爱不会消失，只会转移微笑
1672126826# #连辉瑞在中国的高管都新冠死了，真是神药的话他难道不会吃咩？挖鼻
1645938071# #哈哈哈哈哈
1567655549# #美丽的风景线哈哈
1639115871# #克拉玛依大火那年南方系造的遥
1628604690# #与病毒共存看着这张新冠肺炎的疫情地图，再看看彭博社宣称的中国将成为孤岛，某些人嘟囔着要开放国门，与病毒共存什么什么的挖鼻感觉很愤怒，也对某些人为了几根骨头几块狗粮无原则吹捧跪舔西方感到恶心鄙视。现在中国一天新增七十几例就让全国上下一片紧张，各地的防疫措施一再增强，唯恐哪一个
1636330086# #成功率太低
1628999665# #广西的特色美食：艾草糍粑，花生芝麻红糖馅舔屏
1564926144# #据说移民有选票有非死不可有言论自由土地私有的民主缅甸仅仅8万块，博主如果能拉几单业务，还有提成哦哈哈哈哈哈哈
1632994059# #颇有戳脚的韵味doge
1533486102# #狗奴：两个爹打架，我也很绝望啊！允悲允悲
1647876969# #我挺理解的，因为我以前总是对某个人这么说，到家了给个信息报平安微笑
1533518351# #有了甜美的空气和选票，怕什么枪击？摊手摊手
1565707956# #操尼玛币的黄尸！怒怒怒
1629383322# #不是吧？吃惊
1628923557# #BBC跳出支持持网红张，我看这事还得挖一挖思考
1666148927# #手机的边和床头灯的横杆都弯了doge
1629111090# #美军在喀布尔机场向阿富汗人开火不知道的还以为是拍电影吃惊
1628147670# #这是趁水一个不注意就跳的吗？哈哈赞赞赞
1568994659# #这个操作其实是可以的，具体流程可以参照斯坦森主演的电影《怒火攻心2》污污污
1663695891# #北大的，不奇怪挖鼻
1628504475# #就看工作人员的伤情鉴定了，最好坐几年牢长长记性怒
1641267970# #丧家之犬嘛，能活着就不错了笑cry
1553743218# #这个长安马川是不是高级黑啊？挖鼻日本福岛核事故那么大单，没听说有人剖腹呢？摊手床破出尔反尔的事可没少干，咋就没见过他忏悔？摊手或者是粉崔脊梁粉成脑残了吧！挖鼻挖鼻挖鼻
1695285462# #办公室的小姑凉明天要去市里的其他单位报到，临走前来跟我道别，还送了我一杯烧仙草。人往高处走嘛，祝福她咯握手
1628898635# #帝国坟场名不虚传笑而不语
1636514774# #围观围观围观
1697377719# #老菜帮子，死在外面就算了挖鼻
1533484146# #共同体意识是什么？在中国，共同体意识就是我们都是中国人！如果一定要区分的话，只能说我们生活在不同的环境，形成各自的区域文化而已，这有什么问题吗？挖鼻摊手
1639320914# #王局想吹苹果，结果被打脸笑cry
1559578728# #除非…坏笑
1642512895# #不用那么凡尔赛吧！笑cry
1565087514# #→→
1642780551# #这是你们家可以找出事实真相的唯一方法。
1641043530# #这就是西方的美，不接受吗？不接受你就是文化不自信。
1568508671# #可惜这世界上没有后悔药摊手
1564928038# #守护香港守护国旗扔国旗下海的黄尸已经找到，所有华夏子民看见这家伙记得帮我给它一记耳光怒怒怒
1647913308# #这种情况下很难找到的泪
1554465447# #还有漏网的，继续！
1673361739# #小妖怪的夏天年底了，我们是不是都被工作和生活按在地上摩擦？笑cry
1641032696# #笑cry
1563118337# #右边说的几点抓住了某些部门的命根子笑而不语→→
1633997095# #转发微博
1650164491# #doge
1669880835# #中德建交50周年挖鼻挖鼻挖鼻
1665494856# #犹太人瑟瑟发抖允悲
1542729845# #
1570108098# #哥正缺钱买MATE30呢哈哈哈哈
1693798346# #支持大妈干掉反贼赞赞赞
1631578124# #活的轮子啊，少见少见
1657552161# #凹凸曼打小怪兽嘻嘻崇左晚霞
1630546918# #所以每次在网络上看见热点的时候，都要等子弹飞一会笑cry
1564052838# #这次怎么不套寻衅滋事了？看过程和情节都达标了嘛挖鼻
1640563846# #当你发现一只蟑螂的时候，肯定已经有了一窝蟑螂！笑而不语
1665384897# #今天南宁的云很美
1629384419# #我签名了
1635692181# #这是塞伯坦星球的科技吧！我们的超市落后了整整几万年呢！笑cry
1540779503# #寻衅滋事妥妥的，先进去十五天再说摊手摊手摊手
1656663350# #左眼跳发财，右眼跳迷信。。——鲁迅
1568475427# #好吧，我动员的这个是独生子，奶奶还是个退休老师允悲
1564932969# #隐藏在内地的一个港毒黄尸，挂！
1628087699# #这样子的还是领导？反正我觉得不可能有那么脑残作死的领导！挖鼻
1690188358# #入川
1639715305# #我说的是煽动情绪的手法，至于事实怎么样，还得看官方调查结论，我不会只听单方面的说辞摊手你们都忘了苟晶这事了吗？挖鼻
1533485073# #如果你觉得这样是歧视的话，那恭喜你了，我一向歧视傻逼！对，说的就是你！
1637052907# #不挂狗头，友军也一起打了笑cry
1628681096# #乒乓球，跳水也取消doge
1535775253# #难道黑社会体内有内丹？要尸检才能发现滴？允悲允悲允悲
1665718413# #就像上门做核酸一次两千一样？doge
1642736980# #不但教种菜还教炒菜goodgood
1641310798# #汪芳是副厅，人家是直接给国外供货的，收得是美元好不好，格局不一样笑cry
1551408286# #位置不够啊允悲允悲允悲
1647513257# #我们派过去的医护人员都是精英啊！按这样的分工，排一些护工过去就行了，我们内地不少地方还缺医护人员呢！挖鼻挖鼻挖鼻
1642590041# #还能是谁，当地没有一点政治意识的冒号们呗！怒
1542846859# #大屁眼子挖鼻挖鼻
1653120047# #怪不得我认识的很多人有两个微信号，原来是防止乱入啊！doge
1570061431# #某个一级法官用历史上的负面典型“烽火戏诸侯”等同新中国成立七十周年阅兵仪式，这样合适吗？怎么看起来有点像公知们阴阳怪气的赶脚？挖鼻挖鼻挖鼻
1656689152# #那时候看见刘警官直面一群暴徒无惧生死掩护我们的警员，我已经是你的死忠粉了鲜花
1634314035# #虾爬子好多哈哈
1669553074# #报应来的太快就像龙卷风doge
1662517166# #别担心，套路不到咱吃瓜
1638612881# #浊酒花生
1552494600# #国企出事就是体制问题，私企出事就是监管问题。反正都是社会主义惹的祸挖鼻挖鼻摊手摊手摊手
1553952023# #厉害了钱大师！
1571411616# #第一书记十月八日一直上班到今日，轻松一下欣赏美景！！赞赞赞
1544573855# #翠芬就是这个鬼样子了挖鼻挖鼻围观围观
1551445314# #因为我影响力没你的大啊允悲允悲
1631588768# #我爱喝啤酒我的应该是漓泉二哈二哈二哈
1629634582# #中元节今晚没事别在街上乱走doge
1651888082# #怎么个不慎了，我觉得慎得很，崔教授（正的）专门找这些人交朋友思考
1552618765# #摊手摊手摊手
1651718112# #老大你这是专业戳外省的肺管子啊！笑cry
1565688219# #广州的同志们，准备好瓮中捉鳖没哈哈哈哈哈哈
1672219163# #不懂就问，陶罐不是要坐着吗？怎么弯着腰屁股还翘起来呢？疑问疑问
1611960092# #有些人喜欢唱歌，因为唱歌会让他平静，有些人喜欢书法，因为书法会让他获得安宁，有些人喜欢运动，因为运动会让他快乐，而我只能在这简单的杀戮里追求偶尔的满足！Itriedsohardandgotsofar.Butintheenditdoesn'tevenmatter………
1643069378# #孩子想回家的心情可以理解，但是疫情防控规定必须遵守，不然个个有样学样，疫情就没法控制了！摊手
1551414035# #姚晨是直接定义中国是恶之花绽放的土地，美大使馆就否认是恐怖袭击挖鼻挖鼻一路货色鄙视鄙视
1541729252# #继续有效拉低中奖率耶耶耶
1630339728# #我上大学的时候也没有学生在课堂上用手机的嘛！doge
1656283163# #笑cry
1554387691# #慕洋犬被主子当场打脸不是一次两次也不是三番五次而是常态化了笑cry笑cry笑cry
1551970756# #帮买一部打折滴为坏笑坏笑
1680524489# #食咩补咩doge
1553625121# #全特么是公知推墙的，十四年还少了挖鼻挖鼻
1662540453# #蜡烛蜡烛蜡烛
1562246057# #
1542588948# #敢说敢怼！赞赞赞
1533525965# #算了，不用跟极端分子说那么多
1650968773# #戳到谁的肺管子了？哈哈
1647505373# #西方所谓“私人财产神圣不可侵犯”这句话已经在这次俄乌战争中被证明是胡扯了挖鼻等统一台湾的时候就知道中国富豪们在国外的财产是不是安全的啦！希望早点看到那一天鼓掌
1628082523# #不制裁不发财！不然米粒奸为啥全世界制裁别的国家呢！挖鼻
1674830013# #山本无忧，因雪白头，。水本无愁，因风起皱。。有的人一辈子只是认识，有的人认识了就是一辈子，生命是终将荒芜的渡口，连自己都是过客。愿你遇到的人都是温暖的
1548949910# #法律对精神病人网开一面挖鼻挖鼻挖鼻
1567958529# #大佬啊，搵食嗟嗎，使唔使玩真嘅啊！二哈二哈
1628084029# #罪犯后代的国度，可以理解！doge
1643881445# #我一直不理解把这两只巴西龟养那么大干什么？又不能吃挖鼻
1694624024# #这个善良的国际有人很傻很天真挖鼻
1696853102# #光影交错的幽深处，寻找时间的脉络
1565234406# #香港地产商：难道我会告诉你这些废青都是我们弄出来的？二哈二哈
1632930900# #很纯粹的傻叉律师，只作秀而已挖鼻
1666534615# #七个月了，生疏好多摊手
1665122233# #去都去了，还回来干哈挖鼻
1642475620# #围观话筒
1641303009# #那篇谣文的作者好歹是个副处，为了点流量费连脸皮都不要了汗
1562325038# #什么阿猫阿狗都跳出来挣眼球哈哈哈哈
1637143485# #笑cry
1671839281# #衰
1643501947# #大过年的，这可真笋啊！哈哈哈哈哈哈
1646893081# #任何一种货币，包括所谓的虚拟币如果没有一个稳定的国家作为信用背书，就只能是一种诈骗工具！摊手
1570096826# #送师老师一程来总快来炸号咯挖鼻
1628172698# #吾道不孤也握手
1654182349# #六月请对我好一点再美的晚霞也是无尽黑夜的序幕微笑
1661930433# #大石山区住在山脚下都会面临危岩崩塌的危险，还好人没事
1631923859# #勿忘九一八。勿忘九一八，鲜血不曾凉，吾辈当自强！。今日中国，已是山河无恙，国富兵强！。当志存高远，不负时代！
1662739398# #这个嘛，女拳必须得冲一波，不然说不过去啊！笑而不语
1676041076# #在朋友家喝酒，两个月的喵爬到身上，挺可爱的喵喵
1540084599# #要不要保安三跪九叩高呼：吾皇万岁万岁万万岁？挖鼻挖鼻挖鼻
1630657177# #铭记历史，吾辈自强！加油
1647482883# #看着男足队员那油光蹭亮的发型，细皮嫩肉的肚腩……无语中挖鼻
1549193345# #右边两个是什么杂种？挖鼻挖鼻
1647531671# #不反思不舒服斯基笑cry
1539777235# #那家伙名字多了一个“平”字，应该叫犯贱才是挖鼻
1628908165# #钓鱼天气不是很好，没啥口傻眼
1647595445# #反思怪的反思确实够深刻doge
1545828008# #记者？妓者！挖鼻挖鼻
1643371784# #腊月二十六,杀猪割年肉杀哪头呢？有点选择困难症了哦！笑cry
1558794680# #故宫人太多了，人多的地方我都不去笑cry
1651500818# #可怜这群耗材啊，人家巴菲特染新冠以后可以住专属病房，有医生团队服务，你们特么的有个毛啊？你们有根毛吗？哈哈
1652065292# #别期望太高，最多是五块钱套餐doge
