1701504511# #初一女孩欲轻生，警察撕心裂肺大吼规劝，听得人想哭…向这位警察致敬赞
1702285004# #心疼！他们巡逻途中以雪为食，高寒缺氧呼吸困难，依然坚守在祖国边防。向边防军人致敬❤️
1688778050# #卖菜老奶奶走进粉店，想用菜换粉吃，好心大哥帮付钱，老板给加粉…good
1692151262# #小男孩像陀螺一样飞速旋转硬是不晕…他为什么不晕？是什么原理？谁知道说一下挖鼻
1688540455# #独居女子洗澡时发现疑似摄像头，警方介入调查竟是男邻居作案！有老婆还在家偷窥别人！肯定好早之前就已经安装的了，都不知道多少领居被偷窥了，细思极恐…女子浴室被已婚男邻居安摄像头
1694312236# #这个破破烂烂的世界，总有人缝缝补补，温暖着人间心
1693266302# #8月26日，据辽阳广播电视台报道，辽阳禁售冥币冥纸，一经发现立即依法扣押商品，摒弃陋习，绿色文明高雅祭祀…。。这不是迷信啊，是一种亲情寄托。科普一下高雅祭祀是个啥？扣押后怎么处理了？中元节
1703130004# #陈光标不愧为“中国首善”，一点都不玩虚的，这次支援甘肃他又来了！。6万套棉衣、棉被，1000箱卫生纸、卫生巾，100台发电机，5000个手电筒，1000箱方便面，100箱日用药品，20台大型设备，1300万的物资整整装满了69辆车，分别发往甘肃和青海。。如今正值寒冬季节，这些物资都是灾民们最最迫切需要，也是
1687270146# #女方看男方不容易，彩礼从十八万八变成六万，说好的两万上车礼在婚礼当天变成一头猪，新娘长辈：这要怎么收场？
1698815286# #不知道你们有没有这种感觉，就是跟父母说话很容易生气，跟他们生完气之后又很后悔觉得愧疚……苦涩这英被父母扫兴了20年
1690517133# #一个发型拯救一张脸，换个发型换个人…
1696893745# #禁毒英烈李松陪，在抓捕毒贩的行动中中弹负伤，经抢救无效因公牺牲，时年仅28岁。伤心。致敬缉毒英雄！让我们一起记住他的名字：李松陪
1693292976# #日本千叶九十九里的海滩，冲上来一只海龟尸体，网友：听见海洋哭的声音，它们都该怎么办，五天了，没有任何办法阻止…泪日本正采取卑劣手段对中国倒打一耙
1690596865# #北京，孕妇喊着腰疼，被老公送到医院，可医生只看了一眼，就断定孕妇活不过今晚！丈夫一听，吓得脸色苍白！妻子肚子里还有宝宝，这要是没了，可是一尸两命啊！于是求医生救救妻子！医生：只有50%的几率，我们只能尽力！。。孕妇腰疼了24个小时，起初是以为肚子大才会腰酸，可是越来越疼，整个人站不起
1687655419# #儿子躺在沙发上搂着母亲：“小时候母亲宠着我，老了换我宠她”…养儿防老最真实的体现！好样的！good
1687826639# #女子独自逛街，遇到陌生男子莫名靠近尾随，幸好有店主…
1690093364# #好心人送进城卖玉米女孩一身衣服，孩子30秒鞠躬6次表示感谢…
1695797554# #兴奋好动，不能静坐，手脚不停，注意力涣散，学习困难，考试永远都是倒数第一。12岁的淘气孩子难坏了的家长和老师。在济南六一儿童医院门诊，笔者见到了来自聊城的陆先生一家，据医务人员介绍，陆先生及其妻子都是硕士毕业，妻子是医学硕士，陆先生是工程硕士，两个人对自己的学习和智商是很有信心，偏
1696077445# #华西医院肿瘤专家回家过节，乡亲们拿片子请他帮忙看病！已经坚持了近三十年…医生：举手之劳，不收礼不收钱，能帮到别人就帮！网友：本来回家休假，结果只是换了办公场所，医者仁心赞
1691856785# #她才18岁可怜是她一生的阴影…如果是晚上打网约车，女生不管有没有喝酒，记得一定是按以喝酒乘车，后台一定会打电话来确认是否安全的…18岁女生回应遭网约车司机性侵
1699013723# #毛主席在藏族人民心中的地位，即使穿得再破、再没钱，也要用洁白的哈达把毛主席像包裹起来心
1689916239# #稀缺读书人：致敬！。上海地铁上新时代青年！
1693202825# #8月27日，东电承认超6成储存核污水放射物超标，日本爆发大规模集会：仅检测排放海域氚浓度，自欺欺人！承认66%？那34%呢？东电承认超6成储存核污水放射物超标
1701417674# #可是爸爸并没有说钱难赚就不赚了啊…
1697763054# #一位在以色列的轰炸中幸存的孩子，蹲在树下瑟瑟发抖…袭击手无寸铁的无辜平民，人神共愤，天理不容泪巴以冲突
1694131436# #这挤得人山人海的，只是为了给上学的孩子送午饭！到饭点门口扎堆的人，人多到家长感到无奈…伤心
1688693185# #对着轻生小伙喊“不跳不是人”的67岁大爷是什么人？邻居：他一直都爱凑热闹，出风头，妻子：丈夫没有恶意，就是嘴巴坏，他让全家人都抬不起头，怕被指着鼻子骂。&nbsp;
1698046257# #明明事实摆在眼前，当时的口径无论是学校，还是当地市场监督管理局都一口咬定是鸭脖，殊不知欲盖弥彰，企图蒙混过关的心理消耗的公众信任难以弥补，最后高层部门介入才澄清是非，认定是鼠头，让很多人想到两千多年前的“指鹿为马”，历史总会有惊人的相似。。。人非圣贤，孰能无过，有责改之，无则加勉，
1689232936# #38度高温下，没有风扇和空调，两位七旬老人埋头苦干装车，每袋货都是一百多斤，30岁的你们估计都吃不了这样的苦吧？
1690212919# #刚刷到那个幸存的女孩，一句我的“好朋友们全走了”，真的好痛心泪十二个，只活了一个，她怎么释怀啊伤心我最好的朋友全走了
1692341050# #撒贝宁面试直播如果说央视我最喜欢哪个主持人，那一定是小撒。主持风格多变不说，人也是幽默有才华，果然浓缩的都是精华。小撒直播面试，我可真的太期待啦！不知道他会不会把自己主持今日说法的经验运用到面试上，面试官可得准备好接招啊！
1702990268# #救援车辆如点点星光，黑夜里不断驰援震区，这就是中国力量！地震救援中这些瞬间让人红了眼眶
1696911310# #北极鲶鱼的爷爷终于被查了——求锤得锤，大快人心。。出来混，迟早要还。不知道已遁形海外的北极鲶鱼，在坑了爹的爹之后，还会继续嘚瑟不？官方通报北极鲶鱼事件北极鲶鱼爷爷被开除党籍
1691892960# #某院院长受贿1430万，成捆现金不敢存银行，只敢藏家里不敢用，但还是被抓了！医药反腐的暴风雨真的越来越猛烈了！而且查完院长又有多名医保局长被带走调查。知情人：这场暴风雨其实三年前就要来了，只是因为疫情缓了三年！。。我小的时候生病，哪有这样那样的仪器，医生还不是把病治好。哪像现在不管大
1688123672# #工人们烈日炎炎下席地而睡，老板娘邀请大家去大堂吹空调，网友：双方都是善良温暖的人！
1693893760# #烟台开往贵阳的列车上，男子“霸座”不起疯狂叫嚣“我还就不怕了！”，青岛铁警将其强制带离：你已经违法！这才是警察该有的样子，执法者没有威严怎么行。只要按照法律法规执行，就是快准狠赞
1688114764# #张雪峰是不是有点太打击人了！？。一家长说她孩子英语特别好，。想报北京外国语大学。。张雪峰直接问：然后干啥呢？。家长说：学这个就是想去外交部。。张雪峰哼的一声：天黑了，你适合做梦。
1687783753# #曾经著名的黄冈中学，风靡全国，如今竟然无人提及，为什么没落了？。。以下内容为网友自诉：。十五年前毕业的，那时候我们老师的工资是三千多，学校提供住房，那时候私家车基本上没有。除了第一个学年学费是七百多一学期，后面都是五百块。食堂做得很不错，早上一块就可以解决，午餐
1689746916# #浙江湖州，男子看到一个9岁的小女孩独自在街边卖菜，而周围乌漆嘛黑，就问女孩你爸妈呢？可没想到女孩说：“妈妈跟人跑了，爸爸跑货车赚钱！爷爷奶奶老了，我每天放学摆摊帮家里赚钱分担压力！”。。男子看到女孩这么小，独自在昏暗的路灯下摆摊，很担心，就问女孩爸爸妈妈去哪里了！。。可没想到女孩
1687495426# #女子街上遇见乞讨男孩，怀疑是被拐卖儿童，一路跟随并报警，现警察和妇联已介入…
1687513106# #王志文有段经典台词：。。“在社会上混，有一条铁律，。就是你说点好话，。就能搞定50%的人，。你给点东西，。就能搞定70%的人，。说点好话再给点东西，。你就能搞定90%的人，。投其所好的话和。恰如其分的好处，。你就会搞定99%的人，。剩下的那1%就不用考虑了。”
1692149134# #旅游博主称在缅甸旅行被人跟踪，吓得淋雨狂奔数公里：“那人一听我是中国人就更不走了”…不管怎么说，都不能拿自己的生命去赌！在缅中企工作人员称不要妖魔化缅甸
1694927474# #4岁男童撑伞从26楼跳下奇迹生还！医生：目前可以正常玩游戏、看视频、走路…
1698765283# #近日，恒大歌舞团团长白珊珊露面，首次回应许老板事件。。白珊珊说：大家买楼只买到一个大门的事和她无关，她的房车都是她的工资买的，她也没有网上说的那么有钱，她平时的工作就是跳舞，她热爱跳舞，只负责跳，其他的没有参与。。大家这段时间，对她的猜测和造谣，让她受到了极大的伤害，也严重影响了她
1689058973# #交警罚完瓜农帮忙卖了2000多斤西瓜。网友：该处罚处罚该帮忙帮忙，有温度的执法！
1692491116# #两车发生交通事故，男车主下车连续的甩女车主车门，女车主下车查看情况，男车主按头推搡女车主…就算是女车主的责任，商量修车事宜就行了，动手行为太恶劣了弱
1703306235# #很暖心的一段故事：西安市儿童医院门口，她总被人误会成“骗子”，但却是孩子们心中最好的常妈妈。网友：先生大义赞
1687847585# #大妈在景区爬山，因为走得太累了决定搭乘人工抬轿，轿夫表示每人收费260元，大妈却只愿意出220元！轿夫无奈同意，将大妈抬到终点，没想到大妈付了220元后，又掏出50元给了轿夫，而她随后一番话令网友直呼“有格局”！。。一位大妈去某景区爬山，爬到半山腰实在走不动了，但是她又特别想去欣赏山顶的风景
