1697470459# #林耘丨特别提醒：这三个因素对A股现状影响比较大
1697521801# #中移动昨晚官宣送给华为120万台手机超大订单，今天华为主题却是借利好出货，当下资金净卖出78亿元！排在资金净卖出排行榜第一名，机构心狠手辣啊。
1699535283# #留下污点了，不管最后是不是罚酒三杯，是喝茅台还是五粮液还是青岛啤酒。
1698147615# #万物云境内未上市股份全流通实施完成，10月25日9时起在港交所上市。。。万里长征终于到了“陕北”，有个可靠根据地，全流通以后，流动性会改善，有机会入选各大指数样本股，纳入沪深港通，甚至某回A股二次上市。
1697693782# #数据比体感好不少！国家统计局：1-9月商品房销售额89070亿元，同比下降4.6%。
1697719617# #北证50今天创下历史新低！没有散户的市场，空有一身武艺，无处下手。
1697003768# #反其道而行，刚刚！港股爆炒问题民营内房股，中国恒大一度拉升了30%！远洋、宝龙、碧桂园等也跟着鸡犬升天。
1697587185# #住宅高端化？连云港：支持发展带院落住宅、大平层住宅、“第四代”住宅等多样化住宅形式。
1702484133# #又一个上市公司董事长出事儿！
1697075522# #a股大视野汇金增持四大行场内而言，各方势力必定要抢夺话语权，充分利用汇金增持效应做爱做的事情。拭目以待！
1698215241# #科创板为代表的A股估值体系崩溃是最可怕市场风险，跌了没跌！
1697090487# #最近暂停IPO的浙X国X继续爆出大瓜，其最大客户啥都没有，连皮包公司都不算，出资实缴资金为零，社保缴纳为零。要不要这么搞笑啊？原谅我笑不出来——茄子！
1697199859# #杀鸡儆猴，敲山震虎，咱家最懂这一套的！早先融创中国孙宏斌也有类似操作。碧桂园：近期实控人家族向上市公司提供3亿美元无息借款。
1698288525# #a股大视野林耘的投资日记锦浪科技，超级大牛股，广发基金高端制造。一个大波段下跌完成两次腰斩，如此利落刀法，A股排第几？。。锦浪科技说到底就是个制造业厂子，赶上行业非正常扩张而已。
1698553923# #广州明确提出“探索房票安置政策机制”，一线城市“房票”要来了！看点有三：。。1、闭环运作，“房票”用以“旧改”以旧换新，肥水不流外人田；。2、约等于地方政府自己“印钞”，可明显减轻城投债平台资金压力；。3、体现创新能力，贡献治理智慧。
1698671657# #又开了个场子。证监会批复同意在上海区域性股权市场开展认股权综合服务试点。
1699492286# #有券商收到监管通知，要求自11月9日开始按管理人维度每日日终量化DMA业务不得超过11月8日日终规模，管理人下不同产品间可以做额度调整。。。DMA业务，即多空收益互换，主要指的是量化基金通过券商自营交易台加杠杆的形式。目前通行玩法是4倍杠杆。
1697164250# #A50期指成分股：。电气设备：宁德时代、隆基股份。。食品饮料．电气设备：宁德时代、隆基股份。。食品饮料：贵州茅台、五粮液、山西汾酒、海天味业、泸州老窖、洋河股份。．。银行：招商银行、兴业银行、平安银行、工商银行、浦发银行、农行银行、宁波银行、交通银行。。化工：万华化学、恩捷股份、中国石化．电
1696817168# #做空方向众多，光炒华为主题不够对冲，何况炒华为主题“碰伤”宁德时代和比亚迪。
1700049758# #1～10月份：。。证券交易印花税1616亿元，同比下降31.4%。。。土地和房地产相关税收中，契税4865亿元，同比增长2.2%；房产税3333亿元，同比增长10.1%；城镇土地使用税1873亿元，同比下降1.5%；土地增值税4737亿元，同比下降15.2%；耕地占用税927亿元，同比下降14.9%。
1698725119# #a股大视野早盘机构疯狂出逃，单单是华为概念资金净卖出就是103.96亿元，印象中这是之最了吧？北向资金、主力资金减仓相当坚决，分别净卖出66.86亿元和279.94亿元。。。再次探底的可能性骤增！
1701780387# #反击穆迪！中诚信国际：维持中国主权信用等级AA+g，评级展望为稳定。
1697590728# #真心话大冒险怕您的小心脏受不了。
1699947947# #香港在拆除老式广告招牌，争议难免，但人总是要学着挥挥手告别过去，面对当下，迎接未来。。。烟火气，曾经是香港的标志之一。
1701574300# #油耗虚标，常见的事情。说是一专业车评人在高速上测试其耗油量，百公里油耗高达……然后阿迪不高兴了，调取后台数据，报给警方。。。编剧都不敢这么编哈哈
1701907381# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1698312978# #国内首批消费类基础设施公募REITs来了！26日证监会官网公开信息显示，嘉实基金icon、华夏基金icon和中金基金开始申报首批消费基础设施公募REITs，分别为嘉实物美消费REIT、华夏金茂购物中心REIT、华夏华润商业资产REIT、中金印力消费REIT。
1698717554# #财政部是懂A股的。
1702472440# #保利动手了！保利发展12月13日公告，12月13日，公司通过集中竞价交易方式首次回购公司股份997万股，占公司总股本的比例为0.08%，回购成交的最高价为10.2元/股，最低价为10元/股，支付的资金总额为人民币1.01亿元（不含印花税、交易佣金等交易费用）。本次回购股份符合相关法律法规的规定及公司的回购股
1701139596# #林耘丨华为分拆智能车BU，长安汽车入伙，为什么比亚迪很受伤？
1698713126# #磷酸锂价格，趋势向下。
1701490048# #比亚迪11月份销量环比10月份销量近乎零增长了，危机初见端倪。本栏提醒过。
1700616817# #林耘的投资日记集合竞价：全线低开，双创及北证领跌，个股涨跌比约2：7明显落后，市场调整气氛浓郁，但局部炒作仍有望继续，涨停板个股不少。。。隔夜美股回调，黄金再度逼近2000美元／盎司关口，原油反弹，人民币汇率乘胜追击，中概股回调。早盘港股徽微高开，融创、龙湖领涨地产股。
1700190507# #有人做了张图，归集了近期要上市的MPV汽车，这个细分市场蛋糕真有辣么大吗？
1701601548# #视察上海保障房工作。
1699104768# #这些年折腾出江湖名号来的，最好老实点，小本本记着账呢。
1702608923# #港股还是讲道理的哈哈身手敏捷，反应更快。
1702545888# #林耘丨道理都懂，问题是要落到实处！
1696825449# #微博电台计划
1699663282# #隔夜美股嗨翻天，尤其是纳斯达克涨幅超过2%，大型科技股普涨，微软收涨2.49%，股价创历史新高。。。热门中概股涨跌不一，纳斯达克中国金龙指数涨0.47%。满帮、富途控股涨超1%，唯品会涨近1%，网易、百度、拼多多、京东、阿里巴巴小幅上涨；小鹏汽车跌近4%，蔚来跌超3%，理想汽车、腾讯音乐、微博跌超1%，
1702258012# #港股港股低开愈1.1%，豪掷22.08亿港元从恒基兆业手里买楼的李宁暴跌11.10%，除此之外，众多指标股如腾讯、阿里巴巴、招商银行等均有不小抛压。
1700969703# #老胡炒股不行，但还是有点东西的。举报他“翻墙”的哥们不知道犯了什么事儿，禁言了。
1698232409# #明年春节长假8天，但是除夕当天照常开工，不科学啊。
1698890371# #昨晚WeWork因为传破产清算，股价盘中直接腰斩，收市还跌了46.49%，市值仅剩6497万美元。须知WeWork光是孙正义的软银集团前后就投入上百亿美元，估值最高达到470多亿美元。。。再看中概股就好，大多数股票都是上市即巅峰，高开上冲走低，高开低走，平开低走，低开低走，很少有例外。验证了老人说：买的没
1702483817# #林耘丨房地产利好政策一再加码，为什么股市不领情？
1698803629# #无保护悬崖绝壁高空作业，不怕高也有苦命人。
1699594681# #贵州茅台开始回补提价“缺口”了。茅台提出厂价是值得观察的，既是消费强弱风向标之一，也是A股估值“水位”高低的标杆。
1698240188# #昨天内部讲座分析了车市江湖，说实在的挺替某车企担心的。华为跑马圈地，小米蓄势待发，特斯拉急着坐稳龙头大位，加之本土一众友商围追堵截，国际大厂虎视眈眈……非常可能现在就是其高光时刻，后面日子不会好过。。。某品牌虽说单月销量仍在向上攀升，但同比增速和年内各月合并增速都在回落；虽然三季度
1698554032# #难道有人不希望光大化日“杀人放火”有人管吗？
1701152363# #华为并非非战无不胜，无人机市场遇到大疆，视频监控领域撞上海康威视就得知难而守。汽车江湖水忒深，华为虽然“遥遥领先”也得一步一步往前拱。
1697948051# #为了自己与家人！男性癌症TOP2，肺癌&amp;肝癌，拜烟酒所赐。
1700667207# #林耘丨人民币汇率显著转强，美联储议息会议释放何种信号？
1698197678# #同一片蓝天下，A股跟港股比弱了许多，指数涨幅1%上下，热点主要集中在基建产业链上，自己看。不过，市场关注点能集中到基建带动内需，财政支出逆周期调节带动经济上，比云里雾里瞎折腾还是好很多。。。A股最需要的是态度老实！
1698731866# #造遥动动嘴，辟谣跑断腿，信谣害己害人。
1698304779# #说是多家私募基金公司产品触及强制平仓线。巧了，中午直播刚好聊到私募基金这方面的问题，两难！设置强制平仓线会有被动平仓雪上加霜的问题，不设置平仓线会毫无敬畏、类公募基金、净值五毛六毛满大街晃悠的问题。
