1697626676# #老外眼中“神奇的东方树叶”以茶之名重走丝路一带一路的100个故事
1695694077# #一盒月饼了解🇨🇳人的人情世故
1695004036# #“我向邻国人民发出呼吁。如果白俄罗斯遭受侵略，我们不会划出任何红线、黄线、黑线或蓝线。就是这条线——国家边界。你知道我们有一些事情要回答。所以，我们一起生活吧！以一种睦邻友好的方式，就像在我们历史上最好的时代一样。”——亚历山大·卢卡申科
1694505406# #来看华为在巴塞罗那MWC的牌面！。这阵仗，有点炸场子啊！
1696557251# #教练：你平时也没跑这么快过啊？。。陈佳鹏：平时也没有日本人啊！跑着跑着，耳边还响起了冲锋号！
1698902914# #一张罕见旧照，这是1952年8月9日，毛主席和女儿、侄子在北京香山拍摄的一张珍贵画面。
1698486643# #问问铁窘能拦的住吗？摧枯拉朽。
1696668526# #有人评论：以色列向其士兵收缴了武器，士兵没有武器，因为这样哈马斯就不会偷窃以色列武器技术。。。以色列隐藏的军事科技也不会进入俄罗斯逻辑同理。。。以色列国防军宣布进入战争状态
1699878886# #铭记历史勿忘国耻
1700211286# #针对以下违法行为。赶紧举报起来
1693639090# #乌克兰国防部：看来现在人人都是乌克兰战争专家…虽然感谢大家的关注但我们想谦卑地提醒您，如果我们听从了非乌克兰人在2022年2月的建议，我们已经不存在…还是谢谢大家，但我们需要的是弹药而不是建议。美国官员最近称乌军资源分配在东部和南部战线之间过于分散，敦促基辅集中精力向梅利托波尔推进。。
1703128085# #韩国2023年“宇宙第一”的大阅兵，驻韩美军首次参加阅兵游行！鼓掌鼓掌。外军影像
1689838937# #俄罗斯昨晚的空袭按时间顺序排列：。。过去一小时的活动：。。⚡️乌克兰TG频道报道天竺葵飞往波尔塔瓦地区。。⚡️赫尔松地区发现的天竺葵。。⚡️天竺葵飞向尼古拉耶夫地区。。⚡️切尔尼戈夫地区方向发现的天竺葵。。⚡️第聂伯罗彼得罗夫斯克地区方向的一组天竺葵。。⚡️扎波罗热地区爆炸。。乌克兰TG频道报道了
1700312753# #1947年20岁的李嘉诚，那一年，他当上了港岛利源东街一家塑胶公司的总经理。
1698077947# #后续来了~
1701843661# #1882年，美国授予了一种带有手枪的捕鼠器专利，“通过这种捕鼠器可以消灭在地下挖洞的动物”。该专利申请表明，该设备还可以用于杀死打开门或窗户的“任何人或物体”。。。该专利授予德克萨斯州梅森县弗雷多尼亚的詹姆斯·A·威廉姆斯（JamesA.Williams），专利描述了一个固定有手枪或左轮手枪的框架，以
1698849480# #历史那些事古罗马这就是罗马帝国时期修建道路的方式
1699753226# #买担架的钱被乌克兰精英偷走了，为他们在伦敦的顶层公寓购买金色马桶座圈。❗️乌克兰武装部队的幸存残余人员离开阵地和死去的战友，回到后方。。令人震惊的是，担架上没有一个沉重的人……这表明他们被遗弃或被消灭了。。。乌克兰前线实时画面俄乌局势新进展
1698652199# #百岁老兵控诉日本罪行历史不容遗忘！
1699944008# #🇨🇳中国没有向俄罗斯提供用于乌克兰的武器-白宫
1693474361# #18+(敏感的视觉效果）。在击退乌克兰武装部队的进攻后......。这是乌克兰法西斯军队的刑讯室，近日，一名俄罗斯战俘被发现已死亡，他被殴打致死，最后被残酷斩首。与ISIS恐怖分子的方法相同！怒怒。俄乌局势新进展乌克兰前线实时画面
1693290280# #秋风习习，芦苇轻摇，如诗如画！
1696950370# #💥哈马斯对以色列城市发动袭击。视频显示了阿什杜德市，铁穹导弹防御系统正在该市发挥作用。
1697729463# #以后再说纳粹，就不要提德国了，以色列是青出于蓝胜于蓝。
1697855625# #这是一座地下超级城市，。。它似乎是由建筑师设计的，但这是一种名为Attacapiguara的割草蚁的集体意志。。运输路线最短的高速公路、废物室、全部通风。。这些是这个废弃巢穴的水泥铸件，。。从中心向外辐射的地下觅食隧道。。从规模来看，地下“文明”。。现在想象一下这些蚂蚁需要清除、整理和处理的泥土量
1703943323# #摄影师使用迷你无人机和高速摄像机拍摄到了一只蜂王在飞行中交配的罕见视频。。雄蜂的射精威力如此之大，以至于它的内阴茎破裂，交配后很快就会掉落死亡。这才是真正的精尽蜂亡！象哥带你看动物
1690900952# #7月31日，北京消防员冯振指挥救援车组营救被困群众时，遇洪水突然暴涨。因连续作战体力耗尽和水流冲击巨大，冯振被洪水冲走，不幸壮烈牺牲，年仅30岁。。一路走好！伤心伤心蜡烛蜡烛
1701991754# #12月8日，星期五简报+早安日签，每天60秒读懂世界。来源:新京报、澎湃新闻、人民网、腾讯新闻、新华网、环球时报等
1692948298# #克里米亚地区的市长表示，42架无人机在夜间袭击了的克里米亚。。。根据俄罗斯联邦国防部的说法，“9架无人机被摧毁，33架被电子战压制，没有到达目标就坠毁了。”俄乌局势新进展
1702254365# #德米特里·梅德韦杰夫：肖尔茨表示，“是俄罗斯停止了向欧洲供应能源，是俄罗斯总统停止了天然气输送。”德国人满嘴谎言！他们自己拒绝了，他们因为对俄罗斯的仇恨而坑害了自己的人民，现在他们却在逃避和撒谎！”
1695778920# #韩国举行10年来首次大规模阅兵。尹锡悦雨中强硬警告：“朝鲜不要使用核武器”！。正恩兄：你是在提醒我吗？如果我真用了，请问阁下又如何应对呢？！
1701247981# #尽管以色列持续超过48天的狂轰滥炸造成了破坏，这些加沙的儿童仍坚持在被毁房屋的废墟中顽强生活。
1698330331# #满载巨型炸弹的美国B-1B枪骑兵轰炸机飞往印度太平洋。
1693362542# #又是被西媒蠢哭的一天！。。西方媒体通过刊登中国学校教孩子藏语的照片，来指责中国抹去藏语。黑板报上的藏语他们当是火星文？操！。。不是蠢就是坏！
1692933583# #堪察加的帝王蟹真是大！勾起了我的食欲！。他们说：一只大的四到五公斤，买两只大的送了三只小的，小的差不多也有一公斤以上，一共一万卢布，就是差不多八百人民币，买了大小五只差不多二十斤以上的帝王蟹。
1701930976# #新郎新娘救出11人后双双牺牲，陈大桂一场永远无法补办的婚礼
1700313928# #这个全国的省地28字口决大人也需要熟记，甭说小朋友了！
1693473346# #有个特别有意思的事，不论抖音还是微博还是头条或者反贼的推文，凡是关于华为华为mate60的，点开下面评论都是各种黑。然后去京东淘宝，点开商城都被抢光了。笑cry。国内反贼吧，我估计买不起，因为穷。国外反贼吧，买不到，因为华为mate60pro不会在国外上线。用不到所以黑它？所以两边的反贼就抱团
1691329543# #叙利亚总统夫人阿斯玛·阿萨德夫人现在访问塔尔图斯的谢赫·巴德尔市
1694012649# #军事专家讲述了为什么俄罗斯人在飞机上安放轮胎。。这就是他们试图降低飞机夜间能见度的方法。然而，生产无人机的OneWayAerospace公司的弗朗西斯科·塞拉-马丁萨(FranciscoSerra-Martinsa)表示，这是没有意义的：。。“红外摄像机仍然可以看到它们。虽然看起来很傻，但看起来他们正在尽一切努力保护
1695869775# #⚡️前乌克兰军队跨性别宣传员称在乌克兰的外国雇佣兵是吸毒瘾君子和纳粹团伙。。他谈到了乌克兰的腐败滋生于外国雇佣兵团伙中，他将这些雇佣兵描述为吸毒者和过去无恶不作极右翼纳粹分子，为了钱啥都能干出来…
1697402257# #抗美援朝战争中牺牲的一级战斗英雄邱少云。抗美援朝战争中，敌军发射一颗燃烧弹在邱少云身份爆炸，为避免暴露，他任烈火烧身，一动不动直至牺牲，年仅26岁！
1698902978# #赵鸿济，山东掖县人，1950年12月牺牲于长津湖之战，年仅32岁。
1702134208# #俄乌局势新进展乌克兰前线实时画面。炮击与空袭彻底摧毁了马来亚托恰姆卡。这个小镇是乌克兰在扎波罗热（失败）反攻中非常重要的集结地。很少有俄罗斯无人机的镜头从这个地方出现。
1698936422# #乌克兰563天的战争中有544名儿童被杀。。。而在短短25天内，加沙就有3648名儿童被以色列杀害，这还不包括在废墟下失踪的儿童。。。这个世界是谁给以色列这样可以任意屠杀的权利？这个世界谁又能站出来制止以色列？谁给告诉我？。。巴以冲突以色列
1700747295# #致敬老兵如果当年的敌人再次兴风作浪，现在年迈的您会怕吗？
1700996925# #中国人民解放军江西籍开国上将——萧华
1700068444# #这是运气还是算好的？疑问
1689340443# #俄美政治学家约翰·米尔斯海默称：一旦俄罗斯获胜后，乌克兰将失去大片领土，变成一个残缺的国家。。。米尔斯海默预计敌对行动还将持续两年。乌克兰也将失去一半的领土。
1703297029# #尽管这可能不太直观，但子弹很容易在水中弹开。。。子弹从水中弹起的物理原理涉及多种因素，包括撞击角度、子弹类型、速度和水的表面张力。当子弹以低角度和足够的速度撞击水面时，它可以像跳石一样在水面上跳跃或反弹。
1693556442# #啊哈！终于让我找到漏洞了！蚊香不掰开就能烧？呸~~
1698821869# #【二战日本海军最后一次大胜，珊瑚海大海战击沉美军航母】。。除了成功偷袭珍珠港以外，在整个二战战场上日本海军还有一次面对面成功击溃美国海军的大胜仗，那就是珊瑚海大海战。同时珊瑚海海战也是人类历史上第一次以航空母舰为核心，以舰载机为主力的海军搏杀，珊瑚海海战的爆发，正式宣告了大舰巨炮主
1696060409# #克列谢耶夫卡绞肉机，这一次，俄罗斯人在激烈的堑壕战中占据了上风。。俄乌局势新进展乌克兰前线实时画面
1693675532# #从华为和苹果的出货量，。能看出美国的无耻。。未完待续！。鹿死谁手，尚未可知。。我站左边的！
1690266668# #《火焰山下》（黄嘉善1979）——高原天路处处春🇨🇳
1690087701# #林则徐出生地纪念馆
1693712096# #‼️🇺🇦POV：当你睁开眼睛醒来，突然发现自己的房间里被征兵军官包围......。。欢迎来到乌克兰！。。俄乌局势新进展乌克兰前线实时画面
1695796517# #天堂鳥求偶跳舞，網友：小樣，這不得把你迷死
1694228278# #搞笑，美帝居然有脸说别人虚假选举？你国一边说尊重联合国宪章支持乌克兰主权，一边频频干预中国对自己领土台湾省的主权事务，哪来的脸那么双标？。。这样吧，让美帝美军穿上二战军服去乌克兰组织大选，俄罗斯人穿上苏联红军军服来美帝监督大选，发现舞弊，立马拖出去，就地处决，双方承认大选结果，win-
