1696511607# #世界贸易组织：将2023年商品贸易增长预测下调至0.8%（之前为1.7%），将2024年商品贸易增长预测上调至3.3%（之前为3.2%）。
1695028596# #朋友送来非常别致的杯子嘻嘻感谢有你馋嘴心水心心心
1700197980# #这个炒法就。。。允悲
1693559665# #这个可以有！
1701517093# #央行行长潘功胜：必要时对债务负担相对较重地区提供应急流动性支持。。央行行长潘功胜表示，在防范化解地方政府债务风险方面，中国人民银行将会同有关部门指导金融机构按照依法合规、平等协商的原则，稳妥化解地方政府存量债务风险，严格控制新增债务，健全债务风险防范长效机制，必要时对债务负担相对较
1691637744# #股民在网上抱怨股票下跌，被上市公司告上法庭。。来源：上观新闻2023-08-10。。因股价下跌，两位股民在一家网站的股吧内发言，表达对一家上市公司股票价格的不满。谁知却被这家上市公司告上法庭，认为他们是在捏造事实进行诽谤。近日，记者从上海市嘉定区人民法院获知了这起案例，经审理，法院判决上市公
1698394849# #分享图片
1690849629# #财经早报：国常会重磅部署！再提“活跃资本市场”，恢复和扩大消费“20条”重磅来袭！
1690274628# #牛顿炒股票，一样是韭菜心理！
1698641170# #谢谢你，现在是在市场低迷中埋下了一颗火种，等待规律绽放价值，绽放复利之魅力。既然是是粗略地看完了，请再平时再详细地看一看，还会有新鲜收获的。因为对于我本人也是如此，所以我笃信这一点！
1703894476# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
1698326288# #科创板再掀回购增持热潮，20家公司集中释放积极信号。投资之韧让规律绽放价值超话。今日，科创板共有20家公司披露回购、增持、分红或其他正向信息。其中，7家公司新发回购计划；3家公司加快回购步伐，披露回购进展；4家公司重要股东披露增持计划或进展；3家公司披露现金分红方案；另有3家自愿披露
1688628751# #是啊，让肮脏暴露于光天化日之下，只为更好的明天！
1693364234# #【重要投票】新书到了最后阶段，目前书名还没定下来，昨天封面设计已经出炉了。到底用哪个名字，我想听听大家的意见，所以请认真投个票哈，谢谢你们啦。目前开启一个月的倒计时，一个月后应该就出来了嘻嘻
1696514797# #我书中意思是你说的科学的部分都可教，唯独两样东西教不了，一是吃教训，二是升华自己的投资艺术
1696556286# #就这种全身充满高科技狠活儿的女网红，叫王霖啥的，亲个嘴大哥们就要刷六百万礼物。真不知道大哥们咋想的，有六百万干点啥不行，网红的心机你比不了，泡网吧都比泡网红香得不要太多！
1688978186# #科大讯飞公告，公司预计2023上半年净利润5500万元-8000万元，同比预降71%-80%。。。股价炒得这么嗨，业绩这么不够看的，尴尬了想买又嫌贵的我汗
1692685660# #允悲委屈吃瓜挖鼻二哈摊手
1693974417# #这两天稍微勤快点，就上了榜单
1698798297# #转发微博
1692748943# #麻烦你找找看，怕是你心里意淫的想法吧。印象中，我上一次说见底，还是七个月以前，大盘破2900点的时候允悲
1697037388# #我有个自私的小想法，明天若真大盘上涨2%的话，你们应该买本咱新出的《投资之韧—让规律绽放价值》庆贺一下，以表明自己的坚持做多中国股市、看好A股未来的坚定立场，看好自己的投资韧性，而不做缩头乌龟！谢谢你们啦，明天就可以发货啦！哈哈哈哈哈哈哈哈哈哈哈哈
1692849769# #12:01:59【日本福岛第一核电站启动核污染水排海】当地时间8月24日13时，日本福岛第一核电站启动核污染水排海。两年多来，福岛核污染水排海计划的正当性、合法性、安全性一直受到国际社会质疑。日方迄未解决国际社会关于核污染水净化装置长期可靠性、核污染水数据真实准确性、排海监测安排的有效性等重
1689734411# #突发！1.2万亿总资产、副部级金融央企副总被查
1687854980# #湾湾娱乐圈赶紧崩盘，推倒重来吧，真心让心脏受不了啊。连环爆的架势，一波未平一波又起，茫茫人海，狂风暴雨～
1698728815# #万科回应近期债券异动：公司基本面没问题主要是市场情绪波动所致。。万科10月31日于互动平台表示，近期公司境内外部分债券品种交易出现异动，并非公司基本面出现任何问题，主要是市场情绪波动所致。同时境外市场出现有关公司的不实猜测，导致公司美元债价格在上周尾出现大幅波动。。。公司当前经营正常，
1703344161# #利可共而不可独，谋可寡而不可众。独利则败，众谋则泄。————曾国藩
1689576373# #预测未来没有百分之百的事，但我有九成的把握，所以坚持了几个月没有动摇
1687409558# #近日，在江苏连云港举办的“幸福江苏”女子健身模特大赛曝出丑闻！一紫衣女子疑似被潜规则，没得到冠军，当场发彪，她脱下高跟鞋扔向评委，并大喊着：“昨夜你说好把冠军给我，今天给我整个倒数，你这个臭流氓，不是人干的事！”
1698329217# #投资之韧让规律绽放价值超话赵叔看书太认真了，不仅划线做笔记，还分享给了N多人，令我倍受鼓舞，一定会继续分享下去，写下去的！——新书《投资之韧—让规律绽放价值》
1693971622# #第一次学炒辣子鸡丁，不过不是我炒的，我妈炒的，我只会炒一样东西，股。允悲
1702867077# #在最艰难的时刻，一切分析都是对人心的考验和掌控。本轮调整不以空间为要，而是时间为先，拿时间换空间。可以确定现在有多压抑，未来就有多释放。目前这个特殊时间点，一年即将结束，机构带头会怎么做？政策历年来在这时候会炒些什么？我们好好聊一聊大咖说财经微博电台计划
1693557575# #一周交易结束了，涨了一些，但似乎大家都是不满意的，因为涨幅没达到大家的预期。不过本周为下周做好了铺垫，我相信九月都差不到哪里去，肯定比八月好很多。政策呵护市场意图没法更明显了，工具箱还会继续掏工具，期待大反包！期待更大单日阳线，替咱们多头扬眉吐气！
1699946489# #我用我的基金净值的涨跌变化，在身体力行地诠释“投资之韧”的“韧”字。上个月月中，当我一周连跌了五天，而且夹杂大跌的时候，我一点也不慌张，甚至有点窃喜。我很笃定我持仓组合的未来以及我的操作模式，下跌就是在卖破绽卖机会给我。果断加一点。严格遵循法则，结果自然是怎么跌的都能涨回来，然后
1702456153# #3000点下方，散户内心会极度脆弱，对下跌敏感，对大跌过敏，对连续杀跌会身体不适，心惊肉跳，自己吓自己。所以少看少猜少说多等即可！真没啥可分析的了，后面完全是心理战！
1695952948# #排到当当投资理财类新书榜第四了，谢谢各位亲的支持！作揖
1697001715# #虽然我今天是大涨的，可看这指数，我能理解大家的心情。下午要是不涨起来，我跟你们一起骂辣鸡！允悲不过话说回来，大医疗强调很多次的，现在如果你还有钱，还想特别稳，你可以再往回配置大金融和地产！
1700823022# #我最像的不是张雪峰，而是钱学森酷
1694226500# #刘纪鹏：1、A股年底见到4000点，才是理想状态。。。2、目前，这个点位很关键，相当于08年股灾的1664点，如果再跌下去，整个市场就没办法了。。。3、如果不想停办的话，就应该让市场起来。
1692632160# #还有钱的就搞两类股现在非常安全，一证券，二大医疗。晚安💤
1693440493# #证券时报·数据宝统计显示，A股市场中布局氢能源的上市公司共有41家，目前已有39家上市公司公布了2023年度半年报。。。从盈利能力来看，部分上市公司盈利能力较强，联美控股、科威尔、中国海油、先导智能销售毛利率在40%以上。。。联美控股为国内清洁供热龙头，8月30日晚间发布的半年报显示，上半年营业收入
1690983245# #郭建龙的历史书还是值得一读的，这本中央帝国的财政密码还有两本姐妹篇，分别是讲军事和哲学的。问题在于，作者正版书为啥都这么贵啊，正版的得一百多块一本！一般一本正常厚度的书超过80块我就心痛了💔
1702857678# #财经宠粉季【签到领红包】惊喜回归✌🏻每日完成签到即可领取现金红包。此外还为家人们争取了专属福利！通过我的专属链接完成签到，不仅红包金额更大，还可额外获得一次转盘抽奖机会，最高可得88元现金红包！点击下方链接领取红包👇🏻👇🏻👇🏻
