1703755378# #繁花。玲子收阿宝天价饭钱真相终于找到了！汪小姐成最大牺牲品
1702630049# #《一念关山》。初月喜欢上了同光，而却不小心发现同光有喜欢的人了，伤心去买醉，遇到了十三，于十三初月终于遇见了
1701477859# #再见李可乐你好李焕英。爸妈的爱永远是我最大的底气"再见李可乐父母的爱普通又隆重"泪泪泪
1701861733# #《一念关山》。任如意能有什么坏心思不过想要个孩子罢了……。不懂就问，为什么男生对逆推这种事十分抗拒呢！不用出力气还能享受，为什么要抗拒呢？
1703920194# #《神隐》。她自愿受天雷，毫无怨言，但是在你毁她一族山脉的时候她就跪在你面前，扯着你的衣角，哭着说“神君我求你”之前她被人说是身份低贱的水凝兽而你是高贵的上神之子，这身份的鸿沟在最后她终于也是区服了，所以她才喊出神君两个字古晋你真的好狠
1703823531# #神隐原来红绸才是全剧最好命，靠着凤隐飞升成半神只是其一
1702688020# #《一念关山》。李同光殺了师父，从此世上再无任辛
1701564365# #《与恶魔有约》。从小被收养的女主得到了所有的宠爱，走向人生巅峰"这样的养母给我来一沓
1701473957# #对你不止是喜欢第十四集预告。虽然土狗爱看这种，但是站在女主角度真的觉得有点不受尊重允悲允悲允悲。不过有被古偶虐恋伤到的观众，可以去看《对你不止是喜欢》回个血呢！轻松恋爱小甜剧，前期女主暗恋，后期男主追爱。。剧情主打一个有误会立马就说开，绝不过夜。
1702049457# #《一念关山》。杨盈从一个哭哭啼啼的小公主，被如意教导成冷静处理的王爷了！她真的成长了很多！
1702351905# #《一念关山》见别人，就穿能展现侯爷气势的深色系服饰，而见师父，他会特意换成白衣，把自己打扮的干干净净清爽帅气，告诉师父自己的人还是干净的，李同光从没说过爱，爱却体现在各种细节里&nbsp;
1703252671# #《王牌对王牌》。王牌对王牌第八季王牌对王牌第八季第九期20231222期&nbsp;
1704169787# #繁花唐嫣临场发挥这幕，马伊琍差点笑喷，胡歌险些接不住戏
1703864268# #神隐凤隐轮回千年的真相，这一切都多亏了古晋
1703818533# #神隐。凤隐与阿羽相认，凤渊泣不成声，宴爽惊呆了
1703810598# #神隐元启自知大限将至自请以清池宫为聘礼入赘梧桐岛成为女主男人
1701738970# #《乐游原》。太好看了！。绝命皇子和女将军一起沐浴共度良宵，场面真的太甜了！
1702632449# #《如懿传》。皇后贵妃都想得到永璜，可他却选择了如懿。
1703175917# #《鸣龙少年》。：雷鸣换衣露出肩上伤疤，桑夏当场崩溃认错，为什么是你
1696759282# #任嘉伦成毅看了都懵圈笑cry笑cry笑cry
1701996373# #《我们的美好生活》。我们的美好生活第六期4，一群在讨论拿鸡蛋，鸡会不会不高兴笑cry笑cry笑cry
1701655708# #《乐游原》。真是老丈人看女婿，越看越不顺眼🙈🙈🙈这部剧感觉剧情很到位，然后慢慢看觉得许凯是我心目中那个痞帅又少年感，做任何动作都那么有吸引力的少年，两个人配合简直就是强强联手。看的让人移不开眼，而且打戏非常的燃，几乎每一集都有打戏，很厉害，演员也很敬业，这是实力派
1703049684# #东方卫视跨年手绘官宣有点考验眼力这多巴胺细节都是在玩梗吧，已经迫不及待想要在大银幕上看到这充满趣味性的答案揭晓😍，视觉盛宴跨年表演开启前的互动直接被拉满❗️❗️花式整活还得看东方卫视😚东方卫视跨年名单生怕被人认出来
1702251992# #《一念关山》。一念关山第二十六集上，他这样子说是怕配不上公主还是怕自己活不过20岁啊！小元禄看来也喜欢如意啊……
1704241089# #繁花大结局梅萍的报应终于来了！被汪小姐送入狱只是其一
1702084518# #《一念关山》。如意：来啊一起睡觉啊……。宁远舟：这这这不太好叭~。我：宁堂主，要不换我来？色色
1704213812# #繁花大结局倍蒂重新出现，阿宝与李李感情又该何去何从
1701565395# #《与恶魔有约》。宋江新剧来袭氛围感韩剧终于回来了，冷血恶魔遇上财阀千金，先婚后爱剧情带感
1701446060# #宋江太帅了！！！与恶魔有约这bgm已经成为他的专属了！该说不说一到冬天韩剧就开大！
1702256910# #《鸣龙少年》。鸣龙少年第一集下，你们是不是也因为看了一个片段就打算看整部剧呢？？？用一年时间逆袭，考上清北，这简直就是中国神话，我们知道很难，我们知道这不是一个老师就能做到的，但是我相信故事一定会很让人激动！张若昀演技没有问题，可以期待一下的。
1702604584# #《一念关山》。一念关山第二十八集中，这个皇帝绝了，只会对自己的人耍心眼，梧帝会不会下线，赶紧下线，烦死了
1702339278# #周海媚19-57岁的颜值变化！一颦一笑尽显娇美,称得上人间宠儿，没有PS的年代，美的让人移不开眼！
1702099688# #《一念关山》。李同光真的有那么混帐吗，他作为安国使臣在宁远舟两次救他记在了心里，送了救命丹药，爱屋及乌，痴情师父有错吗？
1704212458# #繁花阿宝所有苦难都因为他爹，与A先生血缘关系曝光惊呆众人
1703691424# #鸣龙少年。鸣龙少年十一班联手拯救雷鸣，雷鸣终被拉出泥潭，桑夏暖心陪伴
1703084129# #《鸣龙少年》。鸣龙少年第十三集中，要是遇到这样的老师学生就不枯燥了允悲你们觉得是不是？
1701524452# #张韶涵第一位大莲花女歌手。任贤齐十五年前杭州邀请了张韶涵做演唱会嘉宾，十五年后，张韶涵还是第一位在大莲花开唱的女歌手，下次就该张韶涵邀请任贤齐当嘉宾了吧
1702043009# #《很想很想你》。很想很想你第十六集下，我敢说这是今年最好看的电视剧！赞赞赞没有之一！
1701658981# #《一念关山》。一念关山第十八集预告！。如意在等着宁远州转头，但宁远州想等着毒发的劲儿过去，等想转头时如意却以为他不想转头所以走了……虐了虐了
1702697048# #《与恶魔有约》。你是他用凡人之躯拼了命救下来的怎能不珍惜？
1703255046# #《龙鸣少年》。大结局雷鸣重度抑郁浴池自杀！终成桑夏此生最大的阴影
1702514393# #女孩被救顺便收了个师父从此走向人生巅峰！你们知道这是哪部剧吗？
1703820627# #大山里的女校首支预告每次真情实感的流露，都让人发觉到女性意识的崛起，和大家共同奔赴的坚定决心，借用张桂梅的口吻传递出自身的人生哲理，充满人情味让人的内心都热血沸腾，让人不断期待着美好的明天终将会来临🥰宋佳演的张桂梅校长
1701617860# #许凯，景甜古装新剧“相爱相杀，”这小子还是那么会撩啊，表面不动声色实则内心涌动
1703983028# #繁花阿宝竟和玲子结过婚，可汪小姐却遭李李算计，结局大快人心
1701616179# #《一念关山》。如意宁远舟约定要一起过二人世界，义母去世任如意大杀四方，如意替公主收拾渣男，公主也看清渣男真面目&nbsp;
1701918539# #瞒天过海剧本杀代入感许光汉第一次演反派充分展现出了角色的机智果断和深沉！《瞒天过海》通过演员精准的塑造为我们诠释出完全不同的风采和魅力，在变化莫测的世界里，不断的去推陈出新，get全新的内容，明天全国上映，票已经买好，让我们一起在纷杂的世界里不断的去感受其中的魅力！！
1703736314# #刘浩存我是普通小孩，没有什么背景，感谢张艺谋导演
1702521184# #《鸣龙少年》。妈妈给她准备了很多糖果，她却在妈妈转身后全部丢掉
1702964526# #《一念关山》。宁远舟为救鹫儿被敌方刺死。
1703854442# #三大队。被程队坚持不懈的精神所感动了！整整用了12年，才找到王二勇。。许多人都劝他放下吧，不要再追究了。。但他却……。我真的哭死
1701562333# #声生不息家年华超前营业第一期2。怎么会有这么棒的节目，声生不息家年华的第一期太宏大，大齐全了，简直就是教科书的存在，大上海的舞厅，革命的战场，每年的春晚，每一部电视剧，一首首经典的歌曲，一个个优秀的歌手，生产出了这么好的节目，看的人真的又哭又笑，希望这么好的节目一直做下去，让观众能
1701923384# #赵今麦的冬日甜感甜妹的表达直接就是融化进了我们的内心，不仅球技出众，甚至还是一个才貌双全的台球少女，事业爱情两手抓，殷果到底还有什么事情是你做不到的😭公主当时打的那一杆就已经直接戳进了我们的心里！！赵今麦演的殷果冬日甜妹氛围感
1702255827# #《鸣龙少年》。鸣龙少年第一集上，你们觉得男女主是不是张若昀，黄尧和郭子凡？？？？
1701849900# #《一念关山》。在一念关山里，他就是个活宝，太搞笑了！基本上他一出现我就想笑！这部剧是目前演的最搞笑的一个角色了吧，我记得他以前都是很沉稳的
1703685140# #《鸣龙少年》。桑夏发现沈耀患抑郁症开始救赎雷鸣给李燃一个家……
1701914087# #柠萌明年好多剧啊片单一下子官宣了16部大剧……一念关山狠狠给🍋争气了啊。今年有爱情而已、问心、一念关山…🍋每年的出货率还是蛮高的👍柠萌明年要拍三个2
1703691967# #神隐。鸿奕答应凤隐联姻，元启吃醋将其灌醉，以清池宫为聘入赘梧桐岛
1702951404# #《一念关山》。超点大结局：全死完了，他们的be换来了两国人民的he大哭我刚看完差点没被虐s差点当场去世
1703459536# #这是胡歌吗？？感觉像，但又感觉不像衰
1703222175# #她俩可是在杀青之后共游迪士尼的女人！何蓝逗，刘诗诗，我真的磕4⃣️这俩了
1701675976# #《一念关山》。为帮兄弟澄清叛国罪名只能向相国低头前往敌国
1702307298# #成龙最好的爱情电影！如果最后的结局。玉漱跟着蒙毅出了地宫多好
1703986718# #脱轨毒舌化妆师x逆反小助理他明明担心却嘴硬偏要嘴毒一下
1701676927# #《黑白密码》。楚警官只是吃碗面，就顺带抓了一个杀人犯。这男的谁呀，好帅
1703779045# #鸣龙少年李燃成高考状元，奶奶上台惹群嘲，一开口瞬间惊艳众人
1701954387# #《一念关山》。宁远舟为救李同光耗尽最后的内力导致毒发，有人说李同光可怜，说如意对他不好，可是想没想过，那是他师父，他却对她有不该有的心思，但凡他不生出不该有的心思，如意也不一定会对他那么狠
1703168989# #《一念关山》。“十三哥也很疼元禄”所以元禄还是没有熬过20岁是吗？
1701411011# #金莎男友开塞露金莎男友说最无法接受的评论是“开塞露”，指的是说话结结巴巴一下一下的….原来“开塞露”指的是这个意思
1702219257# #《一念关山》。结局，五人小分队只剩两人！你们信吗？
1704162477# #鸣龙少年咔！2023已杀青，一起开启2024副本，做自己世界的NPC！
1701740470# #《一念关山》。疯批徒弟当众强抱白月光师父！修罗场如果这么演的话，可太带劲了！！
1703341926# #《三大队》。“三大队，任务完成”这7个字，他12年才说出口。
