1697334300# #气温开始持续偏高，最高气温每天接近26度
1690772399# #看到台风论坛和台风贴吧里面一群人吐槽六号台风不来浙江不来上海了....骂这个台风垃圾，笑死我了，那么喜欢受虐吗，不过说起来台风爱好者们都喜欢台风吹到自己所在城市，越大越强越好，不考虑芸芸众生正常生活的....我不是台风爱好者，是冷空气爱好者...是雪迷...但是上海不可能再出现低温大雪了，所以
1691063856# #气象论坛大佬发言写到，如果温室气体排放不控制好，三十年内当华北平原势必会出现千年一遇甚至万年一遇的极端暴雨天气...到时候可不是随便泄洪就可以的了....
1697767721# #朋友让我考个二建的证书，说挂靠出去轻轻松松年入六七万，这证书我查了只要认真学习，不会编程的人也可以考出来的，既然不难考出来，为什么证书可以挂出去呢，又不是高级注册会计师这种，考试难度极其高....董的人来说说，二建考出来能挂出去赚钱每年五万以上吗
1690471710# #17级，台风的最高风力了，厦门压力山大
1703237565# #我不吃不喝一万年也买不起上海房子了，因为难就业了怎么也找不到工作衰衰
1698969366# #下半年至今白天还没刮过冷空气.....估计是1500年开第一次
1697694363# #大A每次持续大跌都跌不破2500点关口，这次也不例外
1702183016# #宝山地区大龄45以下难就业看过来.......宝山顾村五星级（直签）薪资计算专员。。45岁以下，6000/7000大专，做五休二五险一金。主要职责有:1、负责公司员工的考勤统计、整理、汇总，对异常记录进行调查核实并上报领导，每月月初5日前完成各部门考勤收集及审核，并汇报上级领导。2、每月员工相关薪资表格
1698759842# #昌硕，还有达丰这种大型电子厂，如果强制执行五天八小时工作制度，坚决不加班一小时，他们的工资就只有2300元.....广东很多电子厂更是低于1500元，这就是2023年电子厂如果实行五天八小时的真实工资水平，这个工资水平别说落后德国美国这种国家几十倍，对🌙都要低七八千一个月了......这种工资其实就
1691714414# #国家会不会为了保就业把k12双减政策给撤销了，光明正大的可以补课了呢.....说实话之前几年整顿课外k12培训，全国几乎所有地方依然歌舞升平，培训的地点只多不少，很多地方都是商务楼里面，门牌都是挂羊肉卖狗肉的，几乎都在交小学到高中课程
1691745500# #超级热的上海，热得受不了.....就今天下午南京路步行街还很多游客衰
1693179726# #最终还是无数股民和基民还有股票型理财爱好者，通过自己的银行搬家加大力度进入股市赌博，拉救活房地产.....只要股票暴涨八九个点很多人就银行存款拿出来进入股市了，房地产就融到资金了。
1698111149# #这几天看到遛狗的基本都牵绳了，建议大型犬则必须再加个嘴套，大型犬一旦咬人根本拉不住
1694144406# #我就等上海放开限购，全面放开，然后二三线城市房子彻底崩盘到2002年价格，然后去那些地方捡漏去，最好三千一平三线城市。35万买一百多平商品房
1699144256# #稳定入秋性质冷空气发布了.......。上海天气气象报告上海中心气象台2023年11月5日5点钟发布的冷空气消息和上海市天气预报、山东半岛南部到浙江南部沿海海面大风警报、长江口区及沿海海面天气预报：北方有一股较强冷空气正在南下，今天02点钟，它的前锋已经到达华北北部，预计今天上半夜开始影响本市，
1690901099# #河北涿州，gfs也早就预测了特大暴雨，当地的气象局难道都是傻子一点上报能力都没有二哈二哈二哈
1689521365# #嘉善这雨量直接超过2008年8月25日徐汇区田林地区特大暴雨了....两小时这个雨量长三角是没听说过....
1702013695# #24度了都今天暖疯了
1698494540# #笔者曾经在地铁公交都停了的深夜，为了不给网约车出租赚钱，扫了辆共享单车骑行了16公里到家.....如果都是我这样的想法，是不是网约车和出租就吃土了衰衰
1700007104# #17到18号弱冷空气南下将上海维持在白天深秋郊区晚上冬天....21到24日这四天气温变成中秋到初秋...11月25日可能出现十一月的小boss级别寒潮南下...但是500百帕没压下来....还有变数，如果按目前报的强度，西部远郊地区过程最低零下3度
1688029970# #今天傍晚热爆了，出门热浪滚滚，西北郊区下雨了赶快来市区吧
1704122316# #繁花里面居然还有阿庆，pipa酱.....阿庆是全剧上海话最标准的，其次是马伊琍，然后唐嫣....唐嫣这个角色太咂巴了
1699315650# #哈尔滨双十一期间最低气温将跌破零下20度，查阅冰城近60年同期最低气温，并没有出现过啊
1703765525# #寒潮区间单子应接不暇，目前回暖后都是几元的单子而且一屏幕只有五个单子，方圆五公里半径几千人抢.....，所以外卖真想赚钱，只能和卖太翁一样，心忧炭贱愿天寒。只要天气冷加上下雨或者下雪，单子就爆单了。一直暖下去根本赚不到钱，气温暖和不下雨，稍微勤快一些的自己出去买了
1701941670# #优质低要求好工作.....想去联系笔者.....上海火车站/虹桥火车站——安检员。。一、工作内容。1.控流员：组织旅客依次有序候检，确保手检员有充分时间进行人身检查。。2.引导员：引导旅客将行李及随身携带物品通过安检仪检查，引导旅客通过安全门检查。。3.值机员：负责监控安检仪显示屏，发现可疑物品，通知
1703292682# #本轮寒潮最低气温出炉，金山站零下7.6度，奉贤零下6.8度...青浦零下6.2度..这些站点新低。其他都是昨天早上最冷。
1692105343# #哪位大佬帮我找份工作，月收入过1.2w就行，双休日，无加班，无kpi考核制度，社保每月按16000左右缴纳.....会一些手动测试技术.....干活认真仔细。目前已经待业半年多了，信用卡催收电话拉黑好几个了
1692329363# #花呗账单压垮我了....到哪里去赚出来啊
1689061681# #出梅后气温🚀发射了，非正规站接近40度，正规站宝山38度
1691993320# #多少人群租在大城市，还去医院给院长送钱，各种超额医疗
1701909276# #今天开始最高气温20+三连击了....150年有气象记录以来第一次出现在12月那么离谱的大暖。1872年12月1日，徐家汇开始了连续的气象记录....
1703576397# #韭菜要有韭菜的觉悟，经济不好的时候不要碰股票，2023年股票没赚钱
1699876660# #没能投胎在主要发达国家，是一个遗憾...在这片土地35就失业，45就再难就业，真的太难了。
1703204415# #来自中气爱的一张华东中东部气温实况图，南京浦口零下10.3度，六合零下11.2度.....南京91年12月29日浦口是零下14.1度，六合零下14.5度，南京零下13.3度。
1696726302# #我幼儿园时期巴以冲突就每天再发生了
1699170542# #今天下午三点冷空气推进情况，14度等温线和20度等温线经向分布为主....属于典型的西路冷空气，越偏东越暖
1702788821# #我国平原积雪纪录101cm
1692856648# #买中信证券就是闭着眼睛捡钱.....已经买入，靠着赚到钱还信用卡，花呗，妥妥的，因为稳定股市就是拉升中信证券，无脑买入就行了，国家队只会拉券商，就是那么简单粗暴。
1701213812# #的确低俗的很，甚至有些反胃
1691306052# #为什么不指定法律严格禁止一次性收费超过五百元的所有艺术类培训课程呢，只能按次数收费，不能打包十几次几十次乃至一百多次课程收费.....否则立刻关店，或者这种店永远不可以开出来......
1700657471# #收工了，明天等面试结果，等不到继续接单去笑cry
1703641738# #股市本周随时反弹
1699525100# #11月第二次冷空气消息，今天深夜23点之后开始影响上海....上海天气气象报告上海中心气象台2023年11月9日17点钟发布的冷空气消息和上海市天气预报、山东半岛南部到浙江南部沿海海面大风警报、长江口区及沿海海面天气预报：北方有一股较强冷空气正在南下，今天14点钟，它的前锋已经到达江苏北部，预计
1702942027# #南京这次下雪气温略高了一点点，持续时间24小时多了
1703205333# #广州4.2度，远不及1999年12月22日的0度....说明南下幅度不够深....
1692176237# #闵行中部暴雨.....
1691041547# #德国传教士1880年，徐家汇气象站气候年鉴，236页....清朝时期上海的气象资料还是十分详细的，每小时气温，降雨啊，台风走势全都有...这类资料一直到解放前全部被德国人统计得清清楚楚
1693366877# #市区差一点跌破20度，可惜八月份没有机会了
1702512590# #上海一个普通失业中年的年消费能不能拉动经济复述，年消费3w
