1700739205# #杨幂…天…
1691218195# #《长月烬明》播时，不承认它火，说它水…《长风渡》播时把长月烬明拉出来值班，说长风渡水…。《长相思》播时又把长风渡拉出来值班说长相思水…。只能说明这三个都播得不错允悲…下次该长相思值班了
1693659980# #现在的剧，🔟个路透9⃣️个诈骗😭
1698399142# #豆瓣视组发起的【2023四大扑街剧评选】。。第一名《安乐传》2273票。第二名《七时吉祥》2228票。第三名《暮色心约》1732票。第四名《战火中的青春》1280票
1690363543# #你知道，你倒是说出来啊打脸
1704261967# #湾湾女歌手粉丝经常排挤张韶涵，大家有觉得吗？
1690613484# #宋祖儿删博大脑🧠空空…
1698588152# #刘亦菲的起点真的猛
1693668724# #谁说被艳压了？
1691316256# #现在，只有大粉的话管用笑而不语
1703233085# #95生花里，你们看好谁？
1699009775# #迪丽热巴，红毯视频版来啦，脸还是很顶的
1692089486# #魏大勋开始告了，动作好快哆啦A梦吃惊
1697518062# #有网友，对艾米的学习时间产生了异议思考
1694684653# #南风知我意，首日792，次日1307，翻1.6倍，几乎＝没救，粉丝可以放弃了，当没播过…
1701766452# #白鹿，这条裙子的材质，有点像尼龙麻布口袋，谁懂？笑cry
1693818846# #视组又在废云合了允悲
1693814290# #太长了，总结一下就是，都是前公司的问题
1695966143# #迪丽热巴、古力娜扎，双方粉丝正在互相明涵🀄
1690467336# #同框即拉踩，谁赢了？
1694174713# #云之羽的演员们，都铆足了劲营销
1696097603# #大半夜的，angelababy粉丝开始说，她没去看疯马秀了…
1692878940# #竹业篇，孟子义，路透🈶，如何？
1697601389# #杨幂粉没空过魏大勋粉…？哆啦A梦害怕确实有点意外…
1703479538# #幼儿园的篮球🏀宝贝。第一眼看，怎么那么像一群小猴子🐒，还不在一个图层
1691417968# #罗云熙、陈都灵，同场活动图🈶，如何？
1689857248# #丁禹兮，生日直播刮彩票，中了70块，这不天选吗？七时吉祥快来收到
1690788113# #是谁看好《大宋少年志2》的？开播前我就说了是豆瓣限定剧吧，9集第2天才翻1.5倍左右…几乎没人看好吧…二哈我给它奶均集1500+都算奶大的
1695725547# #中国人气最高的日漫TOP40。。前五1⃣️.火影忍者2⃣️.海贼王3⃣️.蜡笔小新4⃣️.名侦探柯南5⃣️.鬼灭之刃
1698759856# #视组又在涛《去有风的地方》了，有风扑街吗？
1701443121# #第14届澳门国际电视节“金莲花”优秀演员奖提名：。成毅《莲花楼》。王鹤棣《苍兰诀》。陈晓《人生之路》。檀健次《你安全吗?》。赵露思《后浪》。林允《不完美受害人》
1699370879# #大家估一估，宁安如梦，首日云合能有多少doge。目前热度6953。对比一下🥝首日热度，与云合首日播放量
1689919669# #“为什么我的人间烟火已经被黑成这样了，收视率还上升？”
1703158806# #陈都灵团队发了捐款日期
1699519720# #11.8云合占有率。宁安如梦，登顶了
1703161034# #邓为《仙台有树》白衣飘飘路透🈶，如何doge
1696654072# #90生，咖位阶梯。【电影类】。太阳一梯队，张艺兴、董子健、彭昱畅、黄景瑜。太阳二梯队，屈楚萧、欧豪、鹿晗。【电视类】。太阳一梯队，董子健、肖战、白宇。太阳二梯队，张晚意、韩东君、成毅、白敬亭、龚俊、李现、胡一天、郑业成。太阳三梯队，鹿晗、檀健次、张彬彬、金瀚、许魏洲、刘学
1697690767# #哪种程度的流量，这很重要并不简单
1690475435# #长相思开播，24号~27号超话签到涨幅。。杨紫，涨5500+。张晚意，涨2700+。邓为，涨2.7w+。檀健次，涨1.37w+
1702127808# #一念关山，太可惜了，热度冲到9998就降下来了，眼看着就要破万了，就差一点点…现在又降到9993了苦涩苦涩
1696248164# #王玉雯，虎鹤妖师录截图🈶
1691665026# #梅林虐杀，差点意思，杨紫演技在线，就总感觉氛围没推上去，场面不够大也不够虐…苦涩苦涩苦涩
1700918551# #张凌赫，你在找什么允悲好憨啊
1700917880# #张凌赫，偷奖杯（不是）
1691914983# #赵丽颖粉和赵露思粉也在激情交流…
1700230459# #有狐被禁言有狐三个号都被禁言了…。吴楚一&amp;陈牧驰的这场闹剧要结束了吗？
1690980857# #“今年暑假三爆是：魏大勋、于适、邓为”doge
1695716780# #9.25云合占有率
1697368874# #点进直播，就看到在采访檀健次
1699253283# #周也VS卢昱晓，红衣女将军造型🈶，。哪个你更能get到你好
1700914762# #爱奇艺🥝，你倒是摆点吃的啊，一张大圆桌子，啥炫的都没有…
1694497232# #华晨宇说的10万人演唱会
1701502041# #刘大锤曝白鹿张凌赫彻底be。太多了，看烦了…
1698642608# #卢昱晓，最新杂志，表现力如何？
1697469286# #很多年前，坐大巴车遇到过聋哑人要钱的，没给，知道是骗局。这么多年了，还在骗啊？
1702183872# #酱园弄，这个，围观了一圈，赵丽颖、杨幂两个人同样传过来传过去，赵丽颖粉圈目前看还是很正常的，反而杨幂粉圈崩了…哆啦A梦害怕
1700890978# #流水迢迢，杀青特辑🈶，来看看如何？。
1690370805# #莲花楼编剧，刘芳发小作文了
1695962080# #互联网冲浪看到的。lisa
1693725857# #长相思，相柳的水龙头🚰特效又改成花洒🚿了了，梅林改了一些细节，大体跟第一版差不多。现在应该是最终版了
1691251497# #魏大勋，8.5签到14.35w
1693138586# #于冬：“你们宣发上还是缺乏点策略，你们不能叫上映，应该叫点映，一直点到1000万票房之后再叫上映，王宝强就是一直点映，点映了一个多月了，还没上映呢…
1697875283# #看网上吵的这么热烈，现实生活中，80%的狗主人都没素质。年龄越大的狗主人越没素质…很少有人能做到科学养狗，规范养狗才是根本
1696327495# #青云志。绝了，这个里面在混战…
1704084826# #张凌赫，学霸人设，不含语文并不简单
1702210513# #云合估算还有个版本，是“猫发财”的，她一般晚上才出，这是最近才出来估算版本
1690176907# #杨超越
1700973224# #宁安如梦，已经大结局了，大家体感这剧播得怎么样？
1700133588# #视组发的“豆瓣扑街之夜”
1690028559# #能让官媒接二连三批评的剧，只有烟火吧
1702819898# #女明星，内场动图对比🈶。。倪妮、迪丽热巴、杨紫、赵露思、田曦薇、张婧仪、唐嫣、景甜。星光大赏
1695216312# #“为什么大家对刘亦菲滤镜那么深？”。。大概因为看她电视剧的那批小孩长大了，掌握了话语权…有童年滤镜吧！再者，她有很长一段时间不在互联网活跃，不拍电视剧，没有对家并不简单
1690820999# #8月，俺来也…
1694674023# #虞书欣，卢昱晓，你好星期六上班路透🈶。虞书欣卢昱晓hi6上班路透
1688910910# #男演员工伤
1695901167# #炒cp🔥起来的，如果唯粉、cp粉，两边都想要，那两边都不讨好。一边媚唯粉，一边媚cp粉，结果就是两边都要跑粉…
1699364584# #赵露思，范思哲9号宣，什么抬头啊？
1700909167# #王鹤棣，红毯照来也，真是个合格的代言人
1690260448# #当有一群既庞大又疯的对家粉，真是恐怖
1698568832# #罗云熙《治愈系恋人》明天定档
1695117726# #哭死…唯一还在营业的耽改cp苦涩
1699356820# #宁安如梦，半个小时，在线人数50w了，什么水平？
1696853591# #“为什么优质大女主剧越来越少？”
1698389370# #现在玩偶都要改成“纯欲风”了？？？
1701771376# #感觉好久没看到升级打怪的仙侠剧了，先期待一波并不简单神隐快播了&nbsp;赵露思说神隐快播了
1704190909# #赵露思，眼神迷离并不简单
1690547010# #魏大勋，看起来还没适应怎么当个红人🔥doge
1702804681# #吴宣仪、孟美岐，星光大赏红毯🈶
1693212536# #刘雨昕方发声明了
1700907914# #刘诗诗，尖叫之夜，造型出图
1703317499# #星落凝成糖，是公认的扑剧吗？
1690035757# #妈鸭，呲牙咧嘴的看完的😰。
1702525110# #我是p人不是脏人。能不能用中文…。之前什么i人e人，现在又来个p人j人
1689216971# #来👀看，王楚然评论区，骨科CP刷评了，还有叫她赶紧分手的。
1693391197# #邓为还没有商务吗？
1688823775# #一个永久停播，一个延期播出。来自网友辣评：“一直延期播出，不就等于永久停播doge”
1702222516# #吃宵夜了吗？doge
1696221892# #夜色尚浅又放饭了doge。丞磊卢昱晓澳门芭莎大片
1693312192# #路人偶遇任敏，生图状态如何？
1692170915# #95四大电影咖思考
1691583132# #刘诗诗，高糊路透
1704464320# #什么……陈晓粉丝在抵制《云襄传2》…？？。。大哥们，别抵制好吗？我作为剧粉，看得很开心泪
1692286555# #看来，七时吉祥对杨超越，真的挺重要的，直播后面都快哭了…
1701414394# #嗯…好潮的集8⃣️靴子…😬
1696835922# #《繁花》播得如何才能不叫扑？
1696951190# #网友总结，迪丽热巴三个正确or错误决定
1704444743# #大家觉得，杨紫气质变了很多吗？
1703575239# #哪只小熊是熊猫届，顶流中的顶流🐼
1695219517# #火光，乐子人不看剧吗？允悲
1697087396# #特工任务好看为啥不火
1694668348# #陈飞宇，额…
1696152076# #候明昊的头套改了…板砖头套变圆润了…还是听劝的doge
1702350500# #大奉打更人首发预告来啦，怎么样？。。大奉打更人首发预告
1690634627# #“长月烬明，长风渡，长相思，三部剧几乎可以预料是自己平台今年古偶top，都是爆开”。。同意这个看法
1693226503# #云合热播期均集（统计至8.27）👇
1689063873# #宝格丽闹不出多大动静
1694491564# #张凌赫接的剧都是二番哎
1697170825# #业内评价90花迪丽热巴、杨紫，如何？
1701851582# #赵露思败诉啥意思？
1699500193# #赵露思，范思哲全球品牌代言人
1700714435# #以爱为营剧组鬼怪过时了。郭虎，这就是你拍的新鲜的东西？doge
1697976875# #孙珍妮
1698586236# #今日话题：哪个明星是你的审美启蒙举手
1703992908# #肖战最新状态🈶
1703656764# #《月明千里》。导演：陈家霖。主演：杨洋、包上恩
1693715343# #云之羽在被举报倭风…😰
1690869043# #上到同行，下到群演，再到路人，能有那么多的人吐槽，不知道素质到底有多垃圾…
1702355196# #12.11工作室广场抽查doge
1689611543# #本来的时候，大多数人只是调侃，围观当乐子人。导演和作者的反复下场，走向就越来越绷不住了，现在是真的开骂了…审判的那种骂…
1690810752# #真有那么多人爬墙于适了吗？
1691409489# #“有些演员演技并不好，因为吃了角色红利被粉丝吹成演技派”
1694445381# #张凌赫，不吸粉，绝对不是因为恋情…
1689424539# #今天是迪丽辣巴
1697186901# #小🍠最开始爆料任敏恋情的，有话要说👇
1696153697# #云合变了，月榜播放量不出具体数字了…。这样搞以后可没人看了哦😐…
1694498930# #张凌赫没实绩，但是他有资源啊允悲…。有人得不到的，他唾手可得
1701233767# #今日份杂志大片🈶。。周冬雨、井柏然、吴谨言、吴宣仪
1691321190# #李飞比夹总厉害
1694945723# #夜色尚浅，嘴替…上官浅和宫尚角，属于，心里有对方，但身处于的位置，又不由己…。。话说已经开始提纯啦？二哈…早提晚提都会提，炒cp的固定流程夜色尚浅
1703055320# #博纳是不是快倒闭了？
1693145455# #李沁出道即红楼女主。后面又是白鹿原又是获茅奖的文学，又多次出演历史名人。目前为止二十六部女主戏，完全90第一zyk了吧？
1690376062# #陈晓工作室，哈哈好离谱…
1702380686# #白鹿、王鹤棣，两家粉丝给《以爱为营》🥭史冠，做的实绩图并不简单
1694763900# #配角元年，狂飙高启强到底算不算配角？
1703060338# #12.19酷云，全端、点播，播放量🈶。12.19云合占有率🈶
1689514656# #赵今麦，胖了？
1700219873# #这个本月互动人数是怎么看，和什么有关？
1695390876# #赵露思，米兰又🈶新造型啦，如何？
1703337131# #《一念关山》会员收官，刘诗诗发文告别任如意
1700400068# #尖叫男神应该是成毅（我猜的
1702651969# #《脱轨》一集的¼剧情是在互相洗头。哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嗝
1690714351# #太可惜了，长街长，本来有两个长，结果改名了…doge
1700470587# #奥斯卡：《都是朋友》
1703388293# #网友凌晨，发超长的长文，给王鹤棣、迪丽热巴道歉了始作俑者发文向迪丽热巴王鹤棣道歉
1700393679# #宁安如梦，破万了
1697003472# #说明星“丑”和“演技烂”那个杀伤力更大？
