1700933996# #老人回忆当年大饥荒！
1701395242# #近日，山东济南，一退休老师被前女婿举报6年未上班，工资却按100%发，并从事有偿家教服务，每节课150。教体局：退休前请假过多，学校管理粗放但不符合“吃空饷”
1703570032# #带女友回老家发烧了，只好带她来打屁股针，虽然疼但好的快！
1702490443# #视频车第一次实线并道然后大灯闪前车？？费解
1701920229# #男子车上拒绝后排婆婆关窗户。连续殴打婆婆十多拳。司机关车门后还不停踢踹车门
1700017488# #抖音网友衡阳县公交车队发通告11.18号开始停运！
1693696491# #青海玉树，棕熊散步和居民面对面相互淡定：熊和人都习惯了。
1702361138# #拐弯不让直行遇上路口超速，小车被撞翻后砸中逆行的电动车。
1697021452# #巴勒斯坦地区，犹太人，阿拉伯人，有此一说。
1703308297# #大家一起看看骗子的嘴脸！老一套的骗局，不会还有人上当吧～
1703372824# #12月22日，飞往上海的某航班上，两名女子1因琐事发生冲突。。。
1698467904# #应保尽保，应缴尽缴！
1703740147# #12月27日，陕西榆林绥德县的救助管理站站长李某酗酒后殴打出租车司机亿点曝光计划
1702720315# #湖南永州一职院，保安阻拦学生带盒饭并要求检查背包费解……保安的措施都是按领导层意思来的吧（发布者称自己的外甥被吓到了，让大家看看。）
1702962558# #【痛心！我以为天那么长，地就会那么久，谁知道怎么还会有地震】。。12月18日23时59分，甘肃临夏州积石山县发生6.2级地震，截至目前已致甘肃和青海2省111人死亡，多人受伤。目前多支救援队的救援人员和搜救犬已赶赴救援。。。午夜，正是大部分人熟睡之时，突然降临的地震，让很多人措手不及。有亲历者称一
1694388758# #薛之谦演唱会中途突然宣布因病暂停。薛之谦现场痛哭。并承诺给外地观众退机票退酒店费用！薛之谦天外来物巡回演唱会
1697691540# #河南，物业不让未租车位的业主进车库，业主们团结协作，前车等后车有序进场，就为了不让杆落下666……物业有权利这么做吗？
1697287916# #柳传志最后的疯狂！
1703161629# #网传海银财富暴雷了，又有数万个中产家庭被收割……
1697237273# #新娘太霸气了，护夫嘻嘻
1701131592# #4名中国留学生在加拿大车祸身亡年龄15-17岁，开奔驰SUV！
1702370513# #陕西西安，醉酒男子当街非礼女孩，殴打女孩男友，被控制后大喊：我错了吗？不活了。网友：非礼别人还嚣张跋扈，真是不见棺材不落泪。
1702651682# #女子被丈夫家暴背叛将财产全部转移，身在国外的儿子也因意外去世，现在女儿劝她给爸爸写谅解书。“曾经风风火火的人，现如今已精神失常”。对此，你怎么看？
1690468999# #形形色色的缅北淘金人，偷越边境前往。缅甸，不仅违法还深陷险境！天堂有路你不去，地狱无门偏要来！
1700222761# #这造型，雌雄莫辨！
1701431489# #昆山某小区物业与业主发生矛盾：物业不允许临停车位（未购买车位、也未月租）的业主车辆进入小区，后民警介入抬杆放行。
1698117498# #凤凰记者现场报道，约旦河西岸居民：以色列军人让你的生活尽可能痛苦，最后你就会离开……
1701180047# #美国中学黑人女子之间的战斗
1697249060# #先拍影像、后发射、自己找目标赞
1702521503# #垃圾食品狗都嫌弃不吃！
1690997152# #经过几十年飞速发展，很多人从一无所有到负债累累。
1702864683# #欢迎来到伦敦斯坦……
1703804183# #冲上热搜的“一根青菜盒饭”事件，成为了无数人的真实写照。了解真相后，令人无比唏嘘……
1692932885# #昨天就没买到硬中华，店老板说只有软中华不过过滤嘴是硬的！
1692849076# #普里戈任身亡，普京已采取必要措施网传视频显示其车队紧急返回莫斯科！
1703267519# #史上最阴毒的做局手段:淫梦戏猴局
1691207328# #孩子父母：你骑电瓶车到底看不看路，把我家孩子撞了。我家孩子老乖巧了，从来不犯错，不惹事。doge
1694173406# #打工人摸鱼被拍在全国人民面前社死笑cry笑cry笑cry
1691296473# #汽车起火，把旁边的摩托车，都整毁容了……
1691255662# #男子市场里买菜被收卫生费网友:第一次见买菜也得交卫生费！
1703732205# #蜥吃羊，冷不防。羊真是冤孽，长得好吃又战斗力全无，真是没有不爱吃它的食肉动物。不过这只羊是拍摄者投放的吧？如果是能跑能跳的正常羊，巨蜥怕是只能吃腐肉。
1698188086# #轰炸后的加沙民众！
1693716460# #疑似因为感情原因，19楼也敢往下跳！
1702907538# #地下金库，箱子打开了，太震撼了！
1703123222# #开始还以为是来砸场子的，结果……
1698118386# #疑似以色列女网红刻意扮丑嘲讽被屠杀的巴勒斯坦人民！
1703845510# #娶这个丈母娘需要注意什么？doge
1698121365# #民族大螎合！
1702683507# #加沙小男孩不按套路出牌。。我没有受伤，他们说拍影片就给面包。
1694741217# #男子与女子网聊20天见面，最后才知道女子已婚。。男子：我肠子都悔青了！
1690978872# #女子因家庭矛盾欲跳楼轻生女邻居穿着睡裙跑来劝解孩子哭喊:妈妈你回来！
1693477650# #房主不要首付把房子卖给背债人，背债人在银行贷出按揭款给房主，房主不但要损失个首付一般还要倒贴十万左右给背债人，这十万也包括具体操作这事中介的好处，现在的规矩是还要帮着还一年房贷，背债人名下有房了就把装修贷信用卡等都撸一遍到手几十万，房贷一年后就会断供有些几个月就断供！
1702442632# #丢酒瓶那个既想充老大又怕事，好可笑！
1702640663# #左边是20年烟民患病、患癌的肺，右边是正常人的肺，做个简单的实验看看对比...
1703215531# #男子因肥胖被搓澡师取笑，洗浴中心道歉：将为环卫工人发1000张澡票……
1703164356# #没办法，两个人胳膊都短，这是硬伤啊。
1702870472# #小区大门装8条减速带，业主发视频吐槽后第二天新增2条。社区：因为每天都有上百辆车逃费
1698237398# #这大众迈腾车里的人情况还好吗……哆啦A梦害怕哆啦A梦害怕晕晕
1697384767# #这位满口反对崇洋媚外的女老师的欧洲奢侈皮带亮了！
1701486741# #大哥是懂摔跤的，看似输了，其实赢麻了doge
1703910243# #12月29日，福建泉州，秃头男子在电梯里拉拽猥亵小女孩，孩子惊慌失措匆匆跑出电梯，目前当地派出所已接到报警，目前正在查找此人
1702385656# #刘德华代言东北酸菜，遭网友质疑！
1701517481# #凌晨三点多狂按喇叭扰民，楼上居民扔酒瓶还击！
1703046161# #新疆一大叔揭晓新疆舞蹈的大秘密，允悲笑cry笑cry通过大叔的讲解，迷惑了多年的新疆舞，今天终于懂了。作揖赞赞赞
1702871620# #董事应该不是靠工资挣钱的吧？。。12月12日，碧桂园公告，公司执行董事杨惠妍、莫斌、杨子莹及非执行董事陈翀主动提出降低薪酬请求。其中，杨惠妍年度薪酬由37万元人民币下调至12万元人民币，莫斌年度薪酬由300万元人民币下调至12万元人民币......。。碧桂园这种举动更多的是稳住购房者，同时，给市场一些
1698056097# #犹太士兵用中文讲诉巴以冲突！希望得到中国人的支持！
1691084030# #年收入50万以内的都没资格也不好意思给红会捐款！
1697630196# #🙏🙏🙏。生命的消逝总是让人措手不及。人生无常，不得不感慨生命的脆弱。唯独平安健康才是人生最大的财富，世事无常，珍惜当下！
1702890350# #女司机撞倒电动车小伙，小伙准备要500元赔偿，结果，女司机：你可能要死了是吧，直接挂掉了是吧，你真是穷疯了，在这里讹人，活该你骑电动车。。。撞了人还这么嚣张，嘴巴还这么恶毒
1702885747# #成年人崩溃一瞬间，真不知道该说谁对谁错高铁上的一幕！
1702870912# #云南，小偷实施盗窃失败，卡入户主厨房窗户中晕……
1697249067# #以色列和加沙地区，。巴勒斯坦。。是把炮弹火箭炮。都看习惯了成烟花鞭炮了吧！
1703663568# #《王者荣耀》狮子动物动物世界野生动物狮群
1697765461# #街头巴勒斯坦画面，人们对袭击感到愤怒。
1698220288# #在上海的犹太人，犹太人的缩影。
1703287993# #原来，车翻过来也可以走？
1703903290# #婚车刚到新娘家楼下，保洁大爷就跑来要喜烟，新郎这边主事人赶紧拿了一包喜烟，一把喜糖，还不答应，连喜糖都不要了，说最起码给两包喜烟挖鼻……
1693793667# #物业把乱停乱放的车上锁了车主直接砸锁！问一下律师们：物业能锁车吗，砸锁对不对？
1691192607# #大爷在银行取钱一直被插队等了一个多小时最后暴怼银行职员大爷:一会一个VIP一会一个重要客户！支持大爷，怼死这帮玩意。
1690860046# #它是动物不是人，孩子况且教育何况动物呢。但是教育就需要耐心，没耐心千万别养，你俩都受罪。
1698115557# #基建狂魔开始进军沙漠,改造沙漠功在当代利在千秋！
1701519703# #日本首创骨泳活剥鱼肉后，直接将其扔回鱼缸中游泳！
1701127151# #关于哈马斯，仅仅用恐怖分子，邪恶，绑架这样的词汇已经无法完整的描述了。还得加上基因，血液，，，
1702895859# #【令人揪心的一幕】大货司机在车上盖苫布，不小心脚一滑，整个人凌空摔了下来，长时间倒地不起，吓得跟车妻子又哭又喊……
1700004302# #果敢老街战事激烈，同盟军使用卡拉什尼科夫PK机枪射击。
1702898264# #12月18日，周海媚母亲发文悼念女儿：仅在至亲见证下，周海媚告別仪式已完成，她的毛孩子们也会妥善安排，请大家放心！
1701691569# #12月2日安徽，第一批单身小伙已回村，相亲马上安排起来，过年氛围提前搞起来了。
1703888945# #明天和意外不知道哪个先来，希望人没事🙏
1702336818# #小时候看倚天屠龙记时第一次看到你，觉得好美，上一次看到你就是打针时的视频了。
1701862778# #雪橇犬工作累了都有人心疼，我没有！苦涩苦涩
1693633529# #贵州毕节两名公职人员入户殴打71岁老人?。派出所:可能互殴，正进一步调查！
1690857080# #典型的路怒症！
1700044399# #果敢同盟军控制区开始清除缅文，逐步全面恢复中文教育！
1691067414# #能理解这位父亲的内心得有多痛苦！
1701580706# #亲戚拍下回族婚礼现场。女子一袭蓝色民族婚纱好看极了。网友：少数民族的服饰也太好看了吧。.
1702615631# #胆子大，赚的多！
1693821597# #杨坤说：再也没有好声音了
1701829028# #两大狗吵架，小狗子遭殃……
1701606156# #不仅样衰，内心也衰格摊手
1690723493# #游戏真的是害了一代人。不像我们那时候的录像、电视啊，真的不一样。不像他们着了魔一样。
1703857372# #爱心人士组织公益活动宴请环卫工人……亿点曝光计划
1702871462# #三岁孩子感冒住进医院家长花了60万却高烧不退医院一个行为让家长发现真相！
1703045439# #网友曝料：赶赴甘肃灾区的夏邑县斑马救援队七名队员在高速服务区一家拉面馆吃饭，饭后，回民老板拒绝救援队付钱，称你们是去地震灾区救援的，吃饭不能收钱最后队友硬把钱塞给了面馆老板。为面馆老板和队友们点赞！甘肃地震
