1700630985# #带着微博走天下转起来，纳粹以色列。
1697328816# #方老视点超话今日头条。巴以冲突已致双方超3200人死亡10月14日巴以冲突最新消息。。　　截至当地时间13日晚，巴勒斯坦卫生部门称，本轮巴以冲突已造成巴勒斯坦方面1949人死亡，受伤人数超过8600人。其中，加沙地带死亡人数为1900人，受伤人数为7696人；约旦河西岸死亡人数为49人，受伤人数超过950
1692876703# #方老视点超话的今日说法“三下”为民，警社共治，反诈先行。。西安公安2023年夏季反诈社区行。浐灞生态区专场今天（24日）下午在浐灞生态区袁雒社区举行图为专场现场。
1695260133# #地震快讯方老视点超话转起，关注陕西延安市富县3.1级地震。发震时刻：2023-09-2001:51:30。纬度：35.93°。经度：108.65°。深度：24千米。震级：3.1。（来自中国地震台网）带着微博走天下
1696412218# #方老视点超话转起。忘记过去就意味着背叛！
1703514056# #方老视点超话的网观西安。此时此地，在灞河桥上的夜钓人，现在可能已经零°度以下了吧？。带着微博走天下晚安心语
1700929464# #方老视点超话连日来，河南省三门峡市持续迎来越冬大天鹅。截至11月2日，在三门峡天鹅湖国家城市湿地公园、市城乡一体化示范区大王镇后地村天鹅湾、黄河公园等地，监测到越冬大天鹅数量已超300只。。。“昨天还是108只，今天又有一些‘白色精灵’从天而降。目前已迎来了175只。”三门峡黄河天鹅湖
1691284359# #地震快讯方老视点超话注意，连续地震。5.5级！3.0级！。山东平原县凌晨突发地震！北京大部分地区有震感。关注。中国地震台网正式测定：8月6日02时33分在山东德州市平原县（北纬37.16度，东经116.34度）发生5.5级地震，震源深度10千米。。。中国地震台网正式测定：8月6日03时02分在山东德州市平原县（
1699987282# #带着微博走天下转起。关注。
1690849314# #方老视点超话的网观西安转起考考你每日均客流量是个什么概念？今日头条带着微博走天下
1703239523# #方老视点超话谈西安慈善为了兄弟省的甘肃地震。我们陕西也是全力支持，穷尽“洪荒之力”支援灾区。。这是刚刚发出的由西安市慈善会，陕西新瑞食品科技有限公司捐赠价值9.3万余元陕西名吃鸿盛祥羊肉泡馍驰援积石山。
1695840885# #老方话民生转起来，
1695765198# #方老视点超话转起。致敬中国军人带着微博走天下
1691381016# #方老视点超话转起，注意安全。
1703012264# #地震快讯方老视点超话关注新疆克孜勒苏州阿图什市5.5级地震。发震时刻：2023-12-1909:46:21。纬度：40.02°。经度：77.86°。深度：10千米。震级：5.5。（来自中国地震台网）带着微博走天下
1702692149# #方老视点超话转起周末快乐。哈哈哈哈哈哈。青椒炒肉和肉炒青椒，价格居然是一样的！。带着微博走天下心情日记
1699927288# #最新地震快讯方老视点超话关注新疆克孜勒苏州阿合奇县3.4级地震。发震时刻：2023-11-1405:38:48。纬度：40.68°。经度：77.95°。深度：10千米。震级：3.4。（来自中国地震台网）带着微博走天下
1691453873# #网观西安方老视点超话病态……
1702360032# #方老视点超话的今日说法。转起顶！。与其不说实话，不如做个哑巴！吴鹏飞的实话实说。赞赞赞。带着微博走天下淄博超话淄博身边事
1701197400# #方老视点超话转起。就这智商斗不过。
1691916761# #方老视点超话关注地震快讯。中国地震台网08-1222:23来自国家地震台网地震快讯中国地震台网正式测定：08月12日22时09分在青海玉树州治多县（北纬34.99度，东经89.66度）发生3.6级地震，震源深度10千米。（&nbsp;带着微博走天下
1693772393# #方老视点超话转起鼓掌鼓掌。夏季治安打击整治行动。【公安部出手！9月8日开始统一行动】9月8日至10日每晚20时至次日凌晨2时，公安部将在全国范围内组织开展第三次夏夜治安巡查宣防集中统一行动。夏季行动。在行动。。今日说法。全国公安机关夏季治安打击整治行动。第三次
1690981369# #方老视点超话看西安慈善为加大慈善文化传播，增强大众慈善意识，8月2日，西安慈善书画院正式成立并举行了慈善书画展。。仪式上，市慈善会副会长倪保文宣读了《关于成立西安慈善书画院的批复》。。市慈善会会长朱智生、西安慈善书画院院长蒋亭亮共同为西安慈善书画院揭牌。。市慈善会会长朱智
1692798722# #方老视点的网观西安老方话民生实事求是，关注实情。请长安区有关部门核实！长安区子午街办：抱龙峪村民还住这样的房屋，你们知道吗？。网友王凤芹反映：房屋振成危房，无人管！。我是长安区子午街办抱龙峪村民，因航天动力实验发动机离我家住房很近，长年实验发动机，把我家房屋振垮
1704112155# #地震快讯方老视点超话暂无中国公民伤亡报告！日本能登地区地震最新消息。北京时间1月1日17时40分日本能登地区地震已致至少2人受伤。根据中国驻大阪总领馆的消息，暂无中国公民伤亡报告。请广大在日同胞密切关注气象预警和防灾信息，遵照防灾提醒做好应急避难，远离海边，确保人身安全。如遇紧
1695073005# #带着微博去旅游方老视点超话的一张图证明我来过这里带着微博走天下
1691131198# #方老视点超话的网观西安转起，广而告之。
1697255656# #今日头条方老视点超话肺炎支原体目前仍处于高峰期状态近日，全国多地医院出现较多的肺炎支原体感染患者，多以儿童为主。据了解，今年肺炎支原体感染发生期提前，还出现了低龄化的特点。有儿科医生发文指出，今年可能是肺炎支原体流行大年，如果孩子有发热、干咳等典型表现，要考虑这个问题
1693615158# #地震快讯方老视点超话转起关注。2023-09-0123:26:06西藏阿里地区日土县发生3.6级地震。。纬度：34.65°。经度：81.90°。深度：10千米。震级：3.6（来自中国地震台网）。带着微博走天下
1699144885# #带着微博走天下转起，点赞。赞赞
1698985166# #方老视点超话的网观西安就业超话西咸新区“金秋就业服务月”迎来首场专场招聘会。11月2日，西咸新区“金秋就业服务月”首场建筑设计类专场招聘会在秦创原人才大市场成功举办。本次招聘会最大亮点是精准邀约，邀请行业内具有影响力企业及高等院校专业匹配的应届高校毕业生参会，搭建校
1701201612# #方老视点超话转起来，密切关注疫情防控北京要求一切以孩子身体为重多地发布通知不带病上班上课。
1696196484# #地震快讯方老视点超话四川发生连续三次地震！。中国地震台网正式测定：10月01日22时16分在四川甘孜州石渠县（北纬33.62度，东经97.48度）发生3.3级地震，震源深度15千米。。中国地震台网正式测定：10月01日19时47分在四川甘孜州石渠县（北纬33.64度，东经97.46度）发生4.2级地震，震源深度10千米
1704100513# #方老视点超话新年看日本大地震方老视点超话。最新地震快讯紧急撤离！日本突发，7.4级大地震！海啸已来袭，高达5米！。日本突发大地震！。1月1日下午，日本能登半岛发生强震，并发布海啸警报，日本首都东京震感强烈。据日本《每日新闻》报道，日本首相岸田文雄下令，要求日本政府
1699147303# #带着微博走天下赞起。赞赞
1692855740# #方老视点超话转起。北京时间今天中午12点（日本当地时间13点），日本福岛第一核电站启动核污染水排海。（来自新华社央视）带着微博走天下
1699664667# #方老视点超话【管制信息西安路况播报。长安:210国道沣峪口已管制。。高新、灞桥、周至、鄠邑峪口已管制。。管制信息。（来自西安公安交警）。网观西安带着微博走天下
1690794547# #方老视点超话转起，关注中带着微博走天下
1693015152# #夏季行动反诈第一线【“三下”为民警社共治反诈先行】。方老视点超话反诈社区行“警社共治”平安守护再升级。8月24日晚上，西安市公安局新闻中心、治安管理局、刑事侦查局和浐灞生态区分局在浐灞颐合庭小区广场，共同举办主题为“‘三下’为民‘警社共治’反诈先行”
1692611225# #方老视点超话转起，赞一个👍🏻
1702384670# #方老视点超话密切关注疫情防控。国家疾控局：乘飞机、火车、地铁等交通工具时建议戴口罩。国家疾控局近日对外发布了《关于印发预防呼吸道传染病公众佩戴口罩指引（2023年版）的通知》（以下简称《通知》）。《通知》建议，在呼吸道传染病高发期间，乘坐飞机，火车，长途车，公交，地铁等公共
1700041527# #方老视点超话中缅将再次联手打击缅北诈骗分子。不出所料，缅北战事结局。鼓掌鼓掌鼓掌。带着微博走天下
1695794526# #方老视点超话的网观西安。网友反映：周至县九峰派出所竖在路边的指示牌方向错了。今天路过周至县九峰镇，发现九峰派出所立在路边的指示牌指向存在错误，希望能及时改过来。。。九峰派出所位于周至县九峰镇何家寨十字路口东,S108省道南侧，九峰街道中段。图上这面牌子树立在九峰街道东端路北，按
