1689300563# #羊羊：你说话怎么有口音呀？
1696778154# #猫：你谁啊，怎么会说我们星球的语言？！
1696588098# #拥有这么完美的脸蛋、头型、发质，扎什么发型都无所谓了...
1692860399# #打到这样的网约车怎么办完全不想下车了，想玩通关！
1702466618# #国外美甲师玩出新花样：“唇印美甲”。有点私人定制的意思，可以拉上闺蜜互相印~美出圈
1689343994# #这样的技术，放在整个修复界，都是相当炸裂的...
1694702222# #女子在猫舍一眼就相中的小白猫，带回家后越养越大只，体型都快赶上一只狼了...它还有着酷酷的表情和高智商，谁不稀罕啊！
1689261461# #餐厅里奇奇怪怪的仪式感...。小哥：就这？我们也有！doge
1691904172# #原来兔子可以长得这~~~么大，来见识一下佛兰德巨兔憧憬
1687693853# #国外网友给收养的土拨鼠洗澡，小家伙全程都很乖巧...好怕它突然大喊一声“啊！！！”允悲
1700655234# #小姐姐家强大的“羊毛卷”基因，家里所有女性几乎都是这个发质，说实话有点酷！
1701050387# #车里出现了一只大蜘蛛，大家的尖叫声就没停过....要不然咱们先把车停一停呢？
1690810292# #两只蚂蚁拖着蟑螂的两个触角，缓慢地前进...
1688917189# #【德芙巧克力混合装*任选6件99💰】。拍原价30的选项，脆香米牛奶巧克力120g*2袋、榛仁排块43g*4根、零糖果香玫瑰35g*2盒、黑巧薄脆120g、零糖海盐80g等8种可选
1688478585# #国外7年级学生的中文battle，只学了10个月汉语的他们，虽然说得还不是很流利，但是气势很足啊！
1699879059# #出生在一个绝对不会无聊的家庭里，是什么体验。我想到他家里人多，但没想到这么多！
1689915605# #打赛车游戏太过优秀，玩家詹恩被车企签下成为职业赛车手，不仅创下模拟器赛车手的最佳记录，还改写了赛车运动的准入规则！但即便成为职业赛车手，詹恩依旧面临着同行的质疑与嘲笑。比赛失利、车祸事故都没能改变詹恩对赛车梦的执着。他不停地参加全球各大比赛，用实力将“不可能的疯狂梦想”一点点变为
1693225886# #如果是巧合，那也太幸运了，如果是技术，那也太牛了！
1694257439# #i人理想的周末生活，这往床上一躺谁还想起来啊...
1690423221# #野外摄影师来到了猩猩庇护所，接下来发生的事情让他觉得“不真实”...
1700711732# #英国绅士的礼仪教学时刻~优雅，实在是优雅doge
1702817418# #非洲小姐姐：不会吧不会吧，不会真有人觉得住在钢筋水泥房里，就比住在茅草屋优越吧？
1700009942# #大小马驹正在做跷跷板训练，真·摇摇马！
1687790843# #日本网友挑战做世界上最薄的三明治，所有食材都只受了点“皮外伤”...
1704214464# #【骆驼户外抓绒衣79💰】。200g双刷单剪摇粒绒ok，咖啡/黑、淡豆绿/松椰咖、浅棕米驼、深米/深橄榄、冰川灰/幻影黑5种颜色可选。男女都有，尺码S-3XL码。甄选双刷单摇摇粒绒，双面绒感快速蓄热，上身即暖，抗静电易打理，打底或者当外套均可。
1691633494# #小姐姐体验鱼疗，这个尖叫声太真实了允悲
1688729775# #小姐姐表演花式颠球...等等，居然还穿着细高跟鞋？！
1704715765# #家里有18口人的小姐姐，带大家看看她们全家人的车。什么家庭啊，连高尔夫球车都有两台...是谁羡慕了我不说！
1704552414# #曼谷街头很火的美女摊主，做的泰式香蕉煎饼ThaiRoti，这手艺你觉得怎么样？
1704202263# #国外网友整理：近一百年的妆容变化...哪一款妆容让你有眼前一亮的感觉呢？美妆V赏
1690249153# #小水獭一边吃手手一边挠痒痒，还挺舒服~
1694313947# #机车大爷硬核遛鸟，定睛一看，肩膀上居然一边一个！
1695089481# #妈妈模拟小宝宝拉粑粑的场景，逗女儿帮娃娃换尿布。小女孩从开始的新奇，到略微嫌弃，再到“误食粑粑”之后彻底崩溃...留下的阴影有那么大！！！
1694325187# #11岁男孩在叔叔的婚礼上“放大招”，一番致辞逗得全场哈哈大笑...叔叔：请你当伴郎还真是没错！
1692321614# #被主人嘲笑体重的大橘，依然鼓起勇气...不好意思打扰了！二哈
1703993367# #澳洲人的开车日常~遇到不慎闯进车里的小生物，当然要放生啊！
1704806589# #3岁的儿子看上了一个大玩具：爸爸你说话要算数哦！
1687879046# #小朋友玩滑梯，到水坑前他居然还知道先停下来，下一秒？？？允悲
1694919780# #农场小姐姐回家就看到这一幕，太难了...很难想象它们在野外该怎办允悲
1688648952# #全家人轮流测试“跳着跑步”，成不成功已经不重要了，重要的是开心...
1688383585# #玩保龄球遇到了损友，给黄衣小哥都整不自信了允悲
1695049159# #一家玩具定制公司，让过世宠物以另一种方式陪在主人身边。当大家拆开包裹看到熟悉的身影，瞬间绷不住了...
1701263833# #看完感觉要长脑子了:镜子上一个“神奇”的方框，不管隔多远，手机都能完美地放进里面...
1692092415# #当影视剧里那个不起眼的女孩，接受改造摘掉眼镜后，观众：哇！！！
1691640063# #女儿们整蛊睡梦中的老爸：赶紧走，快走！。老爸一脸懵：哪里？！去哪里啊！？允悲
1699445803# #电脑模拟一些有趣的物理场景，看入迷了...
1704803061# #狗狗日托班的老师给狗主人发来消息，总结他家狗子最近的表现...有种老师找家长告状的既视感doge
1690897783# #草丛里拍到了一只郊狼幼崽，嗷~恶狼咆哮！
1702872975# #没有两把刷子，还真擦不出这么酷炫的窗户！微盘点V笑年度大赏
1690335120# #原来小雪豹喝完奶，也要拍嗝哦~
1700824613# #身上满是纹身的女孩，额头上甚至还有男友的名字。视频走红后，她又发视频表示自己后悔了...
1694612244# #如果一日三餐都这样吃，你能坚持几天？
1692867530# #一个简单的“读心术”，被猜中的请举手！
1698663927# #越南河内的网红火车打卡街道，体验与火车“零距离”接触，美女明显还是有点慌的...
1700790846# #河狸：拍完了吗？拍完我走了哈！忙着呢~
1695631865# #小熊熊不理解：我还是不是你们的小可爱了？二哈
1692029397# #【爱尚咪咪虾条蟹味粒*40包12.8💰】。有虾条和蟹味粒两个可选✅也可选组合装。从小到大吃不腻的咪咪虾条yyds，咸香可口驾好吃不腻，非常酥脆的口感根本停不下。。。蟹味粒脆脆的吃下去味道刚好合适👌煲剧不可缺的小零食之一过招
1695180933# #低配3D版蒙娜丽莎，还原出画像本人就算了，他甚至还用蔬菜造了个景...
1696432064# #狗狗第一次穿上假肢，变成了整条街上最粉最靓的仔~
1704075911# #在保证线条不交叉的前提下，连接相同颜色的圆，看起来也不是很难呀？
1692946730# #及踝长裙秒变包臀短裙，一条裙子玩出了三种穿法，而且什么身材都可以试试哦！美出圈
1693827703# #房主一直觉得家里有蜜蜂，这次终于请来了专业的捕蜂大哥。捕蜂哥掀开地板以后，被眼前的景象惊呆了...重达19公斤的蜂巢，还有一堆一堆的蜜蜂，密集恐惧症都犯了！
1692841632# #被捧在手心里的小奶猫，拍着拍着就长大啦~
1702732736# #几十秒的时间教你画出一只手，脑子学会了，手：废了。
1689432684# #原来死掉的水母也有可能蜇人，而且真的很痛！允悲
1700472076# #等到这孩子20岁的时候，他可能就有10年工龄了...
1690297933# #客户都是亿万富翁，谈的都是几千万美元的生意...伦敦一位私人飞机经纪人，分享了他的工作日常。
1688028556# #回家看到这一幕，别急着上火，洗一洗还能要！允悲
1695297081# #起猛了，居然看到一群鸡在蹦迪...小东西一个个长得挺别致的doge
1697790941# #让自家孩子爬到野生海狮身上，这对父母也是心大...
1695355338# #带着父母出远门旅游之前，确实有必要先让他们宣个誓，这样能减少80%的矛盾吧doge
1702107919# #小姑娘：问题的根源解决了，问题自然就解决了二哈
1702354439# #男生变帅的首选方案：换发型！连气质都不一样了！美出圈
1687831224# #受伤后被救助的孤儿黑犀牛，恢复得不错，踏着小碎步就跑过来啦~这个小爪爪好特别！
1687949720# #蹦跳根本停不下来的双胞胎姐妹，她们好像不会觉得累，但是当她们的妈妈应该很累...
1690984703# #其他游客都在尖叫，只有这个小女孩在体验“原地起飞”的快乐：好神奇呀！
1702387446# #独自住酒店时如果感到害怕，可以参考这位博主的做法。虽然开门麻烦了点，但是安全感满满...
1694944529# #一个冷知识，在丹麦如果25岁生日这天还是未婚，是要被“群攻”的哦。
1689048155# #小时候干过的那些傻事...这是怎么做到全世界都一样的？doge
1701419987# #最实用、最省力的女子防身术教学，哪怕是被人从后方偷袭锁头，都能一秒挣脱...很有说服力的教学视频！doge
1695819811# #一个莫名适合强迫症的工作，刮呀刮呀刮~
1691546126# #小狐狸：我都已经躺好了，还不快来摸摸我？
1696142219# #街头随机采访到了富二代....懂了，自己卷不如让爹去卷！doge
1700226764# #现做现卖的绿色有机饮品，但健不健康就不好说了doge
1692064041# #先给屁屁擦上爽身粉，再穿尿不湿，小宝宝是这样的~
1689951109# #回家看到水漫金山的这一幕，已经很头疼了。再看完监控，头更疼了二哈
1699520017# #一个关于刷牙的悲伤故事...事实证明，长得像的物品，千万别放一起！允悲微博喜剧现场
1690608923# #挪威一家新开业的餐厅Iris，居然开在哈当厄尔峡湾中间的水面上。。。餐厅整体是世界上最大的浮动艺术装置之一，重达1256吨，直径25米，每晚可接待24位客人，顾客想吃饭还得先坐船...
1688560090# #网友潜水时偶然结交的章鱼朋友，会主动靠近他，吃他带来的食物，还对人类的东西很感兴趣...好聪明还有灵性的小家伙！
1700745874# #儿子为了躲避看牙医而装睡，被老爸巧妙拆穿。。。男孩心想：我唱得这么好，他们肯定发现不了！二哈
1691854626# #小哥用咖啡馆的钢琴，弹奏经典歌剧《茶花女》的唱段。听到这个前奏响起，隔壁桌的男士终于按捺不住，决定加入...看到最后，惊喜真是一波接一波！
1690113803# #用完的废纸不要扔，涂上胶水卷一卷，猫主子的小窝就有啦！
1699195853# #带着厨具在户外做一顿大餐，边赏景边享受美食...
1698648425# #灰狼捕猎生涯里受内伤最严重的一次...。臭鼬：想抓我？吃屁吧你！允悲
1697460740# #Adobe最近推出的一款电子互动感应裙“ProjectPrimrose”，只需要按下按钮就能变换款式。甚至在感受到用户身体的摇摆和转动后，裙子上的图案也随之摇曳晃动...
1692177520# #被牵引绳卡在电梯门上的小狗，是吓傻了吗...
1703660605# #微距镜头下观察章鱼和鱿鱼的腿，鱿鱼身上原来藏着这么多秘密，近看全是“惊喜”！
1689067599# #【乌苏啤酒大红乌苏330ml*12罐39.9💰】。线下1罐就要五六块，12罐要六七十。咱活动12罐抢39.9‼️。。选用上等麦芽发酵而成，麦香浓郁，好喝不上头，口感顺滑爽快，欢聚时刻就喝乌苏啤酒！
1703727027# #用冰雪雕刻出来的法拉利，喷上颜色之后，还真像那么回事！
1700146281# #用激光来除锈、雕刻、“打补丁”，效果杠杠的，视觉听觉都像科幻大片憧憬
1692779403# #让人难以置信的车祸现场，如果是真的躲过此劫，那也太幸运了！
1700276295# #划重点，千万不要在顶光下自拍，简直判若两人！美出圈
1700204376# #夫妻俩出门前忘记关制冰机，旅行四个月后回来打开机器，满满的“惊喜”...来喝冰饮吗？冰块管够！
1697187567# #动画片里反派猫咪的原型，尤其是坏笑的那一下，更像了！
1701834814# #白人女孩嫁给亚洲人后，学会的一个生活小技能...确实挺实用的。
1703573502# #小女孩的圣诞节礼物拆箱，主打一个惊喜满满，这就是送礼人最想看到的反应吧！V笑年度大赏
1703072950# #近距离感受一头非洲象的“压迫感”，都可以看清它身上的每道褶子了。
1704417680# #睡觉时忘记做造型管理的大狮子，完了，霸气人设要崩塌咯~
1693148015# #小哥展示足球的5种停球方法，这不就是妥妥的炫技吗...多来点我爱看！
1700722404# #这位博主完全参透了“恐怖”妆容的精髓，这种似人非人的感觉太惊悚了...胆小慎入！美出圈
1701162148# #波斯猫Atchoum患有罕见的多毛症，导致它每天看起来都很“潦草”，还有点怒发冲冠的既视感...
1695607628# #五只郊狼宝宝一起咆哮，谁家的电瓶车警报响了？
1696568904# #德国的不限速高速路段，开这么快也会被超车，果然人外有人...
