1691404172# #小夭给涂山璟梳头这真的不是婚后生活吗？好甜啊你俩起猛了看到夭璟的婚后生活了
1688354710# #倪妮一直在拯救恋爱脑倪妮是拯救恋爱脑大使倪妮真的一直在拯救恋爱脑，从蒋南孙到李木子
1693390577# #魏大勋太平洋肩宽魏大勋看起来好有安全感。魏大勋太平洋肩宽看起来好有安全感啊谁懂！！！
1693365624# #最灿烂的我们有关晓彤郑伊健。最灿烂的我们有关晓彤啊！可以看到20岁的关晓彤了！！
1691764172# #成毅跳舞头比身体努力成毅别跳了我害怕成毅别跳了我真害怕成毅跳queencard认真中带着幽默
1692687494# #古偶不要教喜欢的人射箭了为什么一教射箭就be这什么鬼，教练射箭是有什么be的魔力吗
1689845938# #易梦玲说男人自信的时候最油易梦玲对谷嘉诚说男人自信的时候最油易梦玲真的好会说啊，每句话都说到了点上，说的都很精准
1700266704# #张远叫蔡国庆蔡国宝蔡国庆去张远演唱会送祝福了。蔡国庆去张远演唱会送祝福啦～狠狠吸一口即将看到这个名场面地福气～
1701231850# #今年流行疯批男主今年古装剧流行疯批男主今年古装剧流行疯批男主
1689487325# #用明侦打开魏大勋目前现状撒贝宁演我追魏大勋哈哈哈哈哈哈哈哈谁能想到想到这段儿还能这么用啊哈哈哈哈哈哈！！！撒贝宁精准演我追魏大勋doge魏大勋超话
1697287689# #我替张凌赫感到尴尬张凌赫这张脸真抗造张凌赫这张帅脸，谁说是惩罚的呀
1702123697# #很想很想你的coser是黄靖翔在很想很想你中看到黄靖翔很想很想你
1688024168# #倪妮旗袍vs文咏珊旗袍倪妮vs文咏珊看消失的她直接就是姬达狂想了谁懂啊
1692077690# #张雨绮泳装身材好辣啊张雨绮泳装张雨绮泳装，啊啊啊我要去法国排队！
1691994078# #小夭讲述和相柳的海底生活非常想念，今晚就能见到啦小夭问大家想她了吗
1702030323# #再就业男团这不是玄学还能是什么再就业男团做游戏按排名淘汰。怎么会这么巧啊允悲，萝卜蹲都能按排名淘汰允悲
1690432148# #魏大勋曾抱过周深魏大勋后面是李玟跑男魏大勋曾抱过周深，然后魏大勋后面是李玟姐姐泪
1692240289# #电视剧长相思超话檀健次你别笑了檀健次把相柳带给我的痛全笑没了檀健次你这一笑就把相柳带给我的痛全笑没了笑cry笑cry
1687338357# #许凯画的水果
1692261041# #李莲花好像很容易推倒李莲花易推倒谁懂啊，李莲花好像很容易推倒
1690960703# #李飞快开直播时代峰峻快开直播李飞快开直播，让我开开眼
1697940960# #阿信回应五月天被当摇钱树如果怪兽玛莎石头冠佑阿信都想唱他真的什么都知道苦涩即使很累，即使过程中身体出现问题，但每一次都有这么多人可以见到五月天
1690183531# #杨洋花少被落下的原因杨洋花少因光线不好自行换场地备采原来这是杨洋被姐姐们落下的原因，自己换地方了姐姐们都看不到他在哪
1697698936# #在田耕纪奶奶的医生角色中，她的善良与智慧令人叹为观止，这是她终于演好人的时刻。田耕纪奶奶终于演好人了田耕纪奶奶来问心演医生了
1703152347# #迪丽热巴反戴鸭舌帽迪丽热巴交出满意答卷迪丽热巴在花少认识了很多好朋友，玩的好开心
1687834005# #文咏珊和angelababy同时期出道文咏珊居然和angelababy是闺蜜家人们还有谁记得，文咏珊居然是和baby同时期出道的，这几年干嘛去了，要多拍戏呀
1687004665# #王一博i人误入e人只有王一博的嘴是闭上的笑死了哈哈哈，i人误入e人。热烈剧组合影只有王一博是闭着嘴的哈哈哈
1690877465# #杨紫的从未听不懂不疼杨紫从未vs听不懂vs不疼杨紫是会虐我的，一句从未虐到现在了
1688208505# #陈哲远会当真的陈哲远资源笑死，陈哲远回应过遛他的饼他知道了都会去了解一下的，说不定最后真演了
1689726059# #许沁不吃麦片吃骨头许沁是虾饺不好吃还是麦片不好吃许沁是认真选的吗
1700826901# #郑秀晶红裙美得轻而易举啦
1692844204# #莲花楼是如何把情写高级的莲花楼中的情莲花楼是如何把情写高级的？
1693278972# #盛阳害羞肖战盛阳说害羞哎呦，盛阳这一生害羞好可爱
1691139126# #杨紫说小夭永远没有办法像阿念那样杨紫说小夭不敢相信爱了杨紫说小夭永远没有办法像阿念那样
1691409179# #玱玹手握刀玱玹要开始疯了我太喜欢疯批了！！！！我就喜欢看玱玹发疯！！！给我狠狠发疯
1687479873# #洛子商的身世洛子商为什么恨顾九思。洛子商恨顾九思父母疼爱，财富自由，活的轻松自在还娶了柳玉茹！
1690528528# #邓为拍长相思是真爬山邓为有山是真爬啊邓为拍长相思是真爬山
1701229149# #苏醒想请再就业男团黑粉来快乐老友记再就业男团黑粉汗流浃背了吧。别说并不简单，苏醒是懂建议的！真的想看doge
1701945633# #哇！秦霄贤被传误入盘丝洞，这是电视剧的情节还是真实事件？快来揭秘！秦霄贤好像误入盘丝洞
1686973316# #赵露思陈哲远藏不住的甜马伯骞还是藏住吧对偷偷藏不住的期待值真的很高，赵露思陈哲远颜值很搭，预告片含糖量太高了，坐等开播
1691810756# #长相思原著是剧版的说明书吗终于知道小夭为啥会被沐斐认出来了。现在小说成电视剧的说明书了
1690798369# #叶十七的七是娇妻的妻《长相思》叶十七别太娇，虽然我也不想心动可他会哭诶可怜可怜，涂山璟啊！！！不懂涂山璟的人有难了
1689679842# #帅而自知VS帅而不自知帅而自知帅而不自知，差别有点大啊，你怎么看?内娱不能塌房的明星
1692013724# #邓为摘墨镜变装邓为摘墨镜变身涂山璟好帅呀
1692241125# #莲花楼拍第二季的代价莲花楼第二季的代价莲花楼拍第二季的代价
1687232164# #迪丽热巴公诉你会二刷吗你会二刷公诉吗迪丽热巴的公诉今晚收官，你会二刷吗公诉
1689492350# #严浩翔刘耀文参与作词编曲刘耀文和严浩翔双人舞台时代少年团新单曲《大时代》作词编曲有严浩翔刘耀文，支持原创！
1692587499# #范丞丞是不是只看孟宴臣cut范丞丞是不是只看魏大勋cut哈哈哈哈，丞丞是孟宴臣十级选手
1691576344# #涂山璟被赤水丰隆打了赤水丰隆给了涂山璟一拳赤水丰隆终于知道涂山璟对小夭的心意了
1700221303# #张远回应单身的原因这下谁还催，咱远远是没有时间哈哈哈哈哈！！张远搞事业
1691760883# #相柳版水龙头相柳的血不是滴滴答答而是哗哗啦啦相柳的血哗啦哗啦流
1688178246# #狂飙血观音金盆洗手的大佬夫妇泰叔和棠夫人，气场绝了
1689130919# #孟宴臣说我们没吵架那叫探讨我们没吵架我们那叫探讨孟宴臣我们没吵架我们那叫探讨
1687928247# #尘缘预告坐等开播啊！！
1699621936# #何炅坐在角落拎谢娜的裙摆何炅拎谢娜的裙摆何老师也太可爱了吧哈哈哈哈哈哈哈
1701942661# #GQ谁最疯GQ发疯谁赢了米卡赢麻了
1699789884# #秀智今日活动新闻图不敢想我穿秀智的衣服有多灾难下辈子请让我长秀智这样
1691205717# #能理解为什么涂山璟是官配了涂山璟就该是官配其他人对小夭或早或晚都有利用，只有涂山璟没有
1693023035# #女生有自己的王心凌90后只是老了不是亖了最搞笑的一条弹幕是：徐良老夹子了
1697355832# #连蔓儿妈妈田耕纪母女线。连蔓儿妈妈真的是种田文里典型的妈妈形象了！怯懦但始终站在自己女儿这边儿！
1699436721# #刘畊宏帕梅拉同框我的互联网私教同框了我的互联网私教破次元同框了
1691241592# #十年之约是黄锐提出来的黄锐真的不去吗？给他张票吧
1694574195# #好想看这部剧舔屏
1688026489# #何非最后的怒吼何非最后的怒吼到底为了什么何非真的是该呀，朱一龙都谴责他
1701336946# #张远五彩斑斓披头散发的一个月十一月的远远尝试了好多发色，都很帅啊！
1691134832# #王宝钏挖野菜的地方也在西安四叶草长在了该长的地方TFBOYS十周年演唱会在西安，王宝钏挖野菜的地方也在西安
1698372493# #杨紫乔欣的友谊好甜乔欣说只爱杨紫啊啊啊啊又有杨紫的新综艺可以看了，羡慕杨紫和乔欣的友谊
1699880592# #在飞机上看到时宴了时宴是你吗。时宴是你吗
1689819547# #许沁是恋爱脑还是白眼狼孟家最大的错是收养许沁许沁不是恋爱脑，是白眼狼！！！！
1692089506# #封神侩子手郑晓龙笑了是谁二刷三刷封神就是为了扒细节啊！！！快看封神刽子手！！！是谁说的郑晓龙笑了哈哈哈哈哈哈！！！
1691206329# #TFBOYS明天见有舞蹈版吗想看明天见舞蹈版李飞请安排！
1700134135# #刘亦菲粉色重工羽毛裙刘亦菲重工高定裙好美！ES当季高定！已经在期待明天穿什么了哇
1700631157# #秦岚和胡先煦王安宇的悲欢并不相通感受到了时光的变迁，他们的导游旅程或许结束了，但友情的纽带却永不褪色，祝福两位未来更美好的征程！?✨。。胡先煦王安宇卸任导游激动相拥没有言语能表达这一刻的喜悦与眷恋，他们的情感超越了工作，更是友谊的见证者。期待未来新的故事与起点！
1691123891# #TFBOYS最近没有一张笑的照片TFBOYS给我笑现在不笑什么时候笑给我笑
1698296430# #张艺兴还是那么爱穿豹纹张艺兴的审美从小到大没变过。哦豁小时候穿豹纹可可爱爱，长大穿豹纹很难不爱舔屏
1692441958# #当相柳唱起rap你且等着我把相柳叫来当相柳唱起rap哈哈哈
1692698710# #魏大勋说七夕快快乐乐大勋也七夕快乐呀，要开开心心的！彩虹屁彩虹屁魏大勋七夕营业
1691982223# #杨玏说伯邑考的人设适合把衣服穿好杨玏拍封神的时候也有八块腹肌我去！腹肌！让我看看！憧憬憧憬憧憬冲25亿！
1688355755# #时影VS花千骨年少时不能遇见太惊艳的徒弟花千骨和时影都是好绝的徒弟，年少时不能遇见太惊艳的徒弟
1696902388# #赵又廷有什么好可怜的多少人梦寐以求能娶到高圆圆，赵又廷真是幸福至极啊！?❤️赵又廷都娶高圆圆了吃点苦怎么了
1695634866# #狼尾战和白衣造型也太配了吧打call
1698283773# #田耕纪好看在哪这样的剧情挺紧凑的，看着感觉很好，谁还没有看，赶紧来磕糖了
1689136658# #命运的齿轮一直在转动命运的齿轮一直在转动一切都是最好的安排
1699082395# #kimi变声了时间过得好快，当年小不点儿也14岁了！
1687764641# #何非最后真的后悔了吗不会的！他只是觉得自己又赌输了，明明有了孩子可以拿捏住李木子，却费这么半天劲儿杀人还把自己搭进去了！别忘了，他可是个赌徒！
1690960057# #邓为和王鹤棣演过遇龙邓为王鹤棣演过遇龙遇龙的妆造某种意义上也是牛逼把俩个大帅哥拍成这样
1687920755# #李木子看到的海底星空是假的李木子没有看到海底星空消失的她还看到一个解读：李木子看到的海底星空是假的泪
1689231904# #魏大勋曾说做个比主角更让人记住的龙套魏大勋文集魏大勋曾说做个比主角更让人记住的龙套《体重与命运》《老鼠之死》《神父，我有罪》
1691659251# #被暑期档创到被暑期档狠狠创到了谁懂啊？被暑期档狠狠创到了，为好多人哭泣，我的时影，我的李相夷
1689859184# #真的很担心魏大勋的精神状态孟宴臣的嘴孟宴臣的嘴绝了哈哈哈哈
1688567588# #李玟去世再见女战士真的很难相信这是真的，还以为又是假消息，太难过了，最后给粉丝的留言听了真的会哭，从此天上又多了一颗星星，再见女战士！姐姐走好！
1691409311# #田曦薇齐刘海丸子头啊啊啊小田好美呀送花花送花花田曦薇半熟男女杀青饭拍好漂亮的小田哇
1691829253# #张晚意对杨紫说大郎喝药张晚意对躺着的杨紫说大郎喝药是谁说张晚意很神秘的～～他就是个中二直男
1691283193# #TFBOYS超话四叶草饿了三年吃了一顿满汉全席内娱最长情的就是四叶草了内娱最长情的就是四叶草了
1687955843# #李沁兔子警官李沁今晚造型有兔子警官内味了
1692846337# #成毅田曦薇或将合作成毅田曦薇或将合作攻玉你期待吗？
1700361917# #"孙策穿越时空成了粉丝？原来孙策也粉范丞丞"
1691823771# #范丞丞超话范丞丞说人群中最出彩的人是显眼包沈腾问显眼包是丢人现眼的意思吗沈腾问显眼包是“丢人现眼”的意思吗？范丞丞“人群中最出彩的人”叫显眼包允悲中肯的，一针见血的！
1690530688# #小夭相柳亲嘴了小夭相柳水下吻小夭第一个接吻的是相柳诶！
1692157778# #玟小六叶十七是你们吗这真的不是玟小六和叶十七吗。谁懂啊！玩游戏都能遇到玟小六和叶十七！！！玟小六叶十七是你们吗？！！！
1686908324# #今晚来梦海吃席今晚来梦中的那片海吃席磊子都不能来参加婚礼了，要是参加婚礼可能就可以跟叶芳有故事555
1700360037# #现在理解啥叫粉随正主了船上不会坐着秦岚吧这家伙跟弹幕似的，就这么飘过去了
1689579078# #魏大勋剥蒜也靠牙咬魏大勋谁教你这么剥蒜的啊笑死我了魏大勋剥蒜也靠牙咬
1692759489# #找到了三代李莲花找到了青中老三代李莲花找到了青中老三代李莲花允悲，别太有才
1692066819# #玱玹长相守名场面在第二季到底是谁在等长相思第二季谁懂现在迫切想看到第二季的心啊！！玱玹长相守名场面真的想看谁懂啊！！！
1697526998# #想看长相思2的心达到顶峰长相思2到底啥时候播想看长相思2的心达到顶峰，长相思2到底啥时候播电视剧长相思超话
1693363357# #邓为戴了茶朔洵的耳环邓为好爱自己的角色邓为戴了《云秀行》漫画里茶朔洵的耳环,剧版里没有这个耳环他就自己找了差不多的，为子好爱自己的角色~爱你
1690609967# #内娱神经系艺人宋亚轩内娱神经系爱豆hhhhhh内娱神经系艺人必有宋亚轩一个位置cr.尼扣尼扣尼
