1695775261# #12306还能出票吗？明天就28号了二哈
1698766173# #刘诗诗一天穿了六套高定。就是说每套都很美丽呀！。刘诗诗时尚表现力真的很好！。杂志采访就更有的说了，刘诗诗拍戏太认真了。一念关山我希望是值得的。。好期待刘诗诗任如意呀！。刘诗诗是一个内心很稳定很强大的姐姐。。刘诗诗
1694228539# #刘诗诗又来做公益啦！爱你爱你爱你
1702827876# #一念关山高开癫走的剧情。突然想起来我不止磕到了辛恢意冷一对冷门CP，。我还磕到了cindy和娘娘还有andy之间的三角恋。。。。。。放图……手控福利。。。all如意就是我了。。刘诗诗真的是热cp体质，主要原因是刘诗诗演技好。。。刘诗诗任如意
1695542121# #刘诗诗的真诚
1695715451# #真诚的姐姐，享受生活哦
1702552549# #刘诗诗红衣舞心心心任如意开大心刘诗诗一念关山
1694914190# #京城cp。唯一磕的真CP了吧！
1702872106# #终于等到了，等任如意心心心
1699069999# #被刘诗诗脸颊比心笑死，我姐进组拍戏，真的断网啦！。哈哈哈哈哈哈，可可爱爱
1701433734# #刘诗诗无实物表演孤狼战狼。任如意伤心的哭了，谁懂啊，跟着哭的不行。。刘诗诗演技好，情绪感染力真的好牛呀！。第11集，任如意高光，刘诗诗太会演了。。一张剧照都感受到了破碎感。。给力给力给力
1702283351# #这段还没播出吧！刘诗诗任如意
1699920836# #刘诗诗刘宇宁你好星期六。刘诗诗上次参加芒果综艺是12年，再次宣传作品一念关山去录综艺是11年后了呀！。微风微风微风。谁懂啊，步步惊心11年湖南台播出，刘诗诗爆火。。微风微风微风。好期待可可爱爱的一姐刘诗诗呀！
1692887098# #马住
1695525935# #哇，原来两边带的还不同啊
1694949614# #霜雪天降，令人眼前一亮的一姐刘诗诗。。微风。微风。微风。微风。微风。刘诗诗加盟最美表演微风刘诗诗
1695278482# #刘诗诗落叶飘飞打戏。刘诗诗一念关山任如意女侠帅绝爱你爱你爱你
1691913850# #很多没试过的裙子，她今年都尝试了。刘诗诗她真的很好，不知道为什么有姐粉只看到不好的地方
1691741258# #刘诗诗超话。做不到鸡血激情，更做不到承上启下安抚粉丝。这对接要来何用？。关键的是不做事不可怕，我可以当做没有对接，毕竟我之前也不知道有对接，但是我粉刘诗诗很开心呀！微风。还次次出来拱火你是对家派来的卧底吗？姐粉和工作室齐心为姐会令你
1696464594# #谁还记得一念关山是全剧本拍摄？。从李思雨到任如意，我都相信刘诗诗的选择。。任如意真的超级有魅力呀！。微风。不要让对稠的厌恶影响了对任如意的喜爱。。任如意真的又美又飒。。预告里刘诗诗演技有点牛，哈哈哈哈，一姐刘诗诗一己之力带新人也很牛哦！。微风。粉了这么牛的女演员，应该更爱她才对。。
1701836101# #刘诗诗任如意好靓
1696767572# #第一次看这张图，现在对竹业篇很好奇。。好奇竹业续写的故事。。刘诗诗东方淮竹好温柔好美丽呀！。666666666。刘诗诗狐妖小红娘竹业篇
1694091105# #刘诗诗紫色眼妆。刘诗诗和Chanel真的很搭。。近期妆容超级出圈呀！
1702697558# #刘诗诗手腕戴风扇。姐宝刘诗诗她真的好可爱呀！。。任如意英姿飒爽，回归刘诗诗就是单纯又可爱爱你爱你爱你爱你。。芒果TV今晚有同步直播吗？。。今晚大发了，不仅有一念关山任如意开大，还有刘诗诗萌新出现。。期待爱你爱你爱你爱你。任辛为鹫儿做的最后一件事
1699172768# #发丝飞扬的刘诗诗，向椅子上靠的那个镜头太帅了吧
1702127453# #刘诗诗演绎了很好的任如意。善良有原则，智慧而果敢。刘诗诗任如意
1690795327# #刘诗诗迪丽热巴珠宝大片。美人配珠宝，刘诗诗和Qeelin真的超级搭了！。每次拍摄都很有趣，优雅高贵大气。
1698564731# #刘诗诗那么多代Y，只有你们在意那么多。。唉，好无语呀！。就像看秀，不都是每个代Y人来一波热度吗？。那么多人，主推你一姐的时候，你就夸不就完事了吗？。唉，好无语呀！。我只期待能见到漂亮的姐宝刘诗诗呀！
1702029687# #一念关山追剧20集，发现谁和任如意有交集，谁就能被关注被带飞。。。无论事情的过程什么样，最终任如意才是那个主导者。。。啊啊啊，任如意是从没见过的大女主。。刘诗诗演绎的十分精彩了。。。六公主发的刘诗诗给力刘诗诗任如意给力
1698970924# #“我要银鞍照白马。我要飒沓如流星。我要跑。我要笑，要飞。飞到任何我要去的地方”。心心心。刘诗诗任如意这段台词好火呀，在很多地方刷到了个人视频！。一念关山任如意有点给力哦！。爱这样自由的大女主发言！。666666666。刘诗诗鲜花给力刘诗诗一念关山
1698557774# #刘诗诗是演员！。别给代言赋予太多意义。。有活动就参加，多多益善，多多赚money。。刘诗诗多多进组拍戏就ok了！。期待比美场里的美丽女人刘诗诗呀！。一个代言而已，还上价值？？？真没事吧！！！。刘诗诗微风微风微风
1696165231# #85花爆剧统计。刘诗诗的轩辕剑之天之痕都没统计笑cry笑cry笑cry
1690212051# #长相思热度。很久没追剧了，杨紫的长相思可以一观，挺吸引人的，桐华确实厉害的。
1703050530# #我推荐《一念关山》为微博网友喜爱剧集，好剧集带来的感悟、力量和快乐是剧集之外留给真实生活的彩蛋。一起来微博之夜让好剧集感染更多人吧，参与互动还有机会赢大额红包和盛典门票哦！微博网友喜爱作品戳&gt;&gt;
1699968822# #一念关山超话。任如意是一个虽然成熟却仍旧在成长的角色，她有自己的价值观和坚守。。给力给力给力。刘诗诗真的好会解读角色呀！。打call打call打call。路透里的任如意也是成熟又懵懂的感觉。。一姐刘诗诗深入理解角色，也能演出角色的特特质。。她很爱一念关山任如意呀！。给力
1691668229# #期待高清图呀
1697622476# #内娱哭戏教科书。我印象比较深刻的有小月生日吃面。。白考儿心如死灰。。。。还有一念关山任如意预告。。反正太多了，大家随便看看，。若曦我就不带了，刘诗诗哭戏名场面太多了。。。给力给力给力。刘诗诗
1689686539# #转发微博
1702179121# #哇，下午见，是刘诗诗任如意
1696999254# #内娱气场全开的明星。刘诗诗真的优雅美丽。
1704290249# #我没收到刘诗诗的短信，但是我收到了南极考察队张北辰的，比心心心
1691816235# #刘诗诗刘诗诗正能量。人美心善的一姐刘诗诗
1691769316# #期待白色裙子出图，公主刘诗诗
1702559077# #收刘诗诗任如意美图爱你爱你爱你
1693275680# #刘诗诗超话。下个月行程去掉其余时间剧组拍戏，。也应该有3行吧？。。感觉下半年的一姐刘诗诗会很忙碌唉！
1695557171# #刘诗诗回应不上常驻综艺。演员，有作品就够了，多多进组。。爱你。很期待一念关山任如意和狐妖小红娘竹业篇东方淮竹哦！
1704106450# #刘诗诗心心心
1697164899# #非科班演技好的演员。我认为是刘诗诗，从龙葵，若曦…到李思雨蒋南孙…。刘诗诗演技我是吃的。。微风。她是体验派演员，没有技巧，所以更能打动人。就是演戏代入感很强，跟着她哭笑，反正我挺喜欢她的。。期待她新剧一念关山任如意呀！。从路透就很期待的一部剧。
1702647494# #刘诗诗任如意任如意她很值得爱心心心
1702126574# #刘诗诗任如意好可爱😊
1703292075# #刘诗诗事业更上一层楼惹人眼红了呀！。一念关山任如意爆剧有效。。。广场各家粉聚集，还得是我们一姐呀！。。就姐这xyxf的体质，还会火很久的。。。一起期待更加红火的2024年吧！。。。刘诗诗任如意心刘诗诗
1702961256# #刘诗诗任如意刘诗诗一念关山
1703050479# #我推荐为2023微博网友喜爱人物，与光影共绚烂，与赤诚赴热爱，期待TA盛装赴约！快来微博之夜推荐你心中的微博网友喜爱人物，参与集卡互动还能有机会得盛典门票去见TA哦！戳&gt;&gt;
1701845692# #刘诗诗任如意会去吗吃瓜
1701135125# #任如意魅力赛高，刘诗诗演技大赏
1695015378# #评论区挺真实的，很多时候你不说我不说，小辈就认为只有南京。不是，侵华日军展开的屠杀行为从来不只有南京，南京是屠城。在中国历史上历朝历代，这都是无法被接受的暴行。为什么要记住九一八，记住七七事变，记住12月13日国家公祭日，为的是不重蹈历史。尚不足百年，万不可忘却。
1700521396# #你们怎么说服刘诗诗干这事儿的。只是配合剧宣而已啦！。不过确实令i人最后落荒而逃啦！。哈哈哈，一姐最后逃跑那下真的是可爱呀！。全程像个青春可爱元气的大学生。。高马尾也好喜欢呀！。刘诗诗
1691851967# #刘诗诗是个演员，小狮子谨记哦！。其他不过是锦上添花。还是期待一姐更多的作品呀！
1699488693# #一念关山超话。从嘉人到香秀场，再到elle后采，然后最近的V杂志。。刘诗诗一再说的是任如意是一把剑，是孤狼🐺。。真的很期待这样特别的女性传奇角色。。一姐很爱自己的角色，一直在尽心维护心。刘诗诗一念关山鲜花鲜花鲜花
1697674455# #一念关山超话。期待全员all刘诗诗任如意哦！。任如意这个舞姬造型是不是前几集就会出现啦？。剧情大猜想：任如意第一幕造型会是哪个？。。给力给力给力给力给力给力。吃瓜吃瓜吃瓜吃瓜吃瓜吃瓜。刘诗诗一念关山微风刘诗诗任如意
1703061071# #刘诗诗粉丝太幸福了吧爱你
1702223678# #很难不爱刘诗诗任如意
1700208103# #无聊翻了一下相册，。不知道现在还活跃的小狮子，又有多少还记得自己爱刘诗诗的初心呢？。鲜花鲜花鲜花。或许大家也不是当初那批了吧？。心心心。随便贴几张图感受下……。好想问，你有没有见过她？。。刘诗诗
1702128641# #一念关山刘诗诗任如意今天赛高。加油加油加油任如意！！！刘诗诗任如意
1704118876# #好期待刘诗诗的大片呀
1698397754# #单纯记录下2023年10月27日
1701924391# #我们都爱任如意刘诗诗任如意
1689599340# #刘诗诗蓝色长裙好优雅。刘诗诗穿蓝色好温柔呀！。这套美裙的那层纱是自己加的吗？
1695079640# #一念关山超话。任如意很飒，刘诗诗很可爱。刘诗诗
1699353306# #欧米茄名人大使刘诗诗doge我爱你
1701336959# #热心公益的姐姐
1702566937# #任如意的自我觉醒。“我要银鞍照白马要飒沓如流星”“我要跑要笑要飞到任何想去的地方”。。虽然我只能一点点拼拼凑凑一个完整的任如意。但是爱上任如意并不后悔。。。一念关山就这样吧！。刘诗诗任如意
1694666961# #刘诗诗加盟最美表演。迎接挑战，坚守本心，是一个好演员该有的样子。。期待一姐刘诗诗作为演员的更多角色和作品。。。微风。。刘诗诗微风
1701695308# #一念关山入股不亏，刘诗诗演技大赏。我好爱任如意
1699922671# #刘诗诗刘宇宁你好星期六。是不是有点像做梦？。距离上次已经4137天了。。。。给力给力给力。刘诗诗时隔11年再次录芒果综艺唉！。还是为了宣传作品一念关山任如意哦！。鲜花鲜花鲜花。刘诗诗超话
1702866884# #哇哇哇哇，姐姐下部剧悬疑吧！刘诗诗你很适合，现在感觉太棒啦！
1704427237# #刘诗诗任如意和一念关山小分队超级有爱的合体封面来啦！。微风。微风。微风。爱奇艺一念关山任如意继续约起来。。。刘诗诗摇滚歌姬
1699329033# #好喜欢这期策划，期待你的花絮doge
1700695006# #刘诗诗的一念关山任如意是真的要来了吧！
1691734598# #哇哇哇，视频快来爱你我要看动态的刘诗诗
1699864305# #狐妖小红娘竹业篇今天是全杀青了吧！。看到好多同剧演员的杀青花束唉！。鲜花鲜花鲜花。所以东方淮竹主戏份拍完了，还在剧组拍了其他宣传物料了呗！。微风微风微风。王一栩呀，明天会有杀青特辑吗？。吃瓜吃瓜吃瓜。刘诗诗微风刘诗诗狐妖小红娘竹业篇
1697274160# #最近都在优酷刷步步惊心还有风中奇缘，哈哈哈若曦大悲，卫月好甜！等我们一念关山任如意。刘诗诗
1695077853# #伍佰25岁为什么听我的歌呢。以前是不听的，现在反而听了
1699174192# #粉色小香诗真的优雅美丽
1691245582# #异人之下介质原因延期播出。酷是咋啦！我可是刚续了年会员。想追的剧都断了允悲允悲允悲。难道我只能回顾步步惊心了吗？
